id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
62,20181209734-00,2019년 한양도성 통합관제망 유지보수용역 (긴급공고),서울특별시,서울,160694380,159797750,+3% ~ -3%,0,87.745,43,기,-0.55798
63,20181207260-00,해성여자고등학교 신관동 특별교실 증축 통신공사(긴급) (긴급공고),서울특별시교육청해성여자고등학교,서울,55430000,55053275,+2% ~ -2%,0,87.745,1006,기,-0.67965
64,20181210042-00,구립당곡어린이집 재건축공사(통신),서울특별시,서울,32682090,32920400,+3% ~ -3%,0,87.745,921,기,0.72917
65,20181210571-00,가칭)서울사당유치원 교사 신축 통신공사(장기계속-총차) (긴급공고),서울특별시교육청,서울,115378000,114751250,+3% ~ -3%,0,87.745,953,,-0.54322
66,20181210074-00,[긴급]공릉초 체육관 증축 통신공사 (긴급공고),서울특별시교육청,서울,27060000,26933800,+3% ~ -3%,0,87.745,895,,-0.46638
67,20181207360-00,2019년 터널 및 지하차도 CCTV시스템 유지관리용역,서울특별시,서울,29095000,29166150,+3% ~ -3%,0,88,135,기,0.24454
68,20181206751-00,2019년 주전산기 및 통신장비 유지관리,서울특별시/서울특별시,서울,143735000,144580225,+3% ~ -3%,0,87.745,45,기/협정,0.58804
69,20181206722-00,2019년 다기능사무기기 유지관리,서울특별시/서울특별시,서울,97797000,99623650,+3% ~ -3%,0,87.745,44,협정,1.86779
70,20181208087-02,초안산근린공원 도자기체험장 조성 통신공사 (긴급공고) (정정공고),서울특별시,서울,70015000,69761075,+3% ~ -3%,0,87.745,1039,정/연기,-0.36268
71,20181208083-00,한강 광나루 안내센터 리모델링 통신공사,서울특별시,서울,29150000,29178775,+3% ~ -3%,0,87.745,886,연기,0.09871
72,20181206071-00,2019년 터널 및 지하차도 CCTV 유지관리 용역(연간단가),서울특별시,서울,30818040,30624100,+3% ~ -3%,0,88,145,기/연기,-0.62931
73,20181206035-00,남사초 강당겸체육관 증축 통신공사,서울특별시교육청,서울,53770000,53762650,+3% ~ -3%,0,87.745,987,연기,-0.01367
74,20181205980-00,2019년 터널 및 지하차도 재방송설비 유지관리 용역(연간단가),서울특별시,서울,18996120,18902050,+3% ~ -3%,0,90,125,기/연기,-0.49521
75,20181204110-00,도서관 실내 인테리어 통신공사 입찰 공고,서울과학기술대학교,서울,161600000,162912650,+2% ~ -2%,0,87.745,934,연기,0.81228
76,20181207073-00,무인과속단속카메라 설치공사 (생활권 도로다이어트 사업),서울특별시,서울,42240000,42135925,+3% ~ -3%,0,87.745,23,기,-0.24639
77,20181206528-00,서울시 청년공간 무중력지대 강남 조성 통신공사,서울특별시,서울,22660000,22850025,+3% ~ -3%,0,87.745,875,기,0.83859
78,20181206454-00,청담초등학교 다목적강당 증축 통신공사,서울특별시강남서초교육지원청,서울,46153000,45967875,+3% ~ -3%,0,87.745,1012,기,-0.40112
79,20181207004-00,명일여자고등학교 급식실 증축 통신공사,서울특별시교육청,서울,58344000,58105400,+3% ~ -3%,0,87.745,1055,기,-0.40896
80,20181204379-00,신사동 국공립어린이집 신축공사(통신),서울특별시,서울,27130000,27143000,+3% ~ -3%,0,87.745,915,기,0.04791
81,20181206973-00,청년일자리센터 정보통신공사(긴급) (긴급공고),서울특별시,서울,129630000,129349725,+3% ~ -3%,0,87.745,991,,-0.21622
82,20181206235-00,2019년 인터넷전화(IPT)시스템 유지보수 용역 (긴급공고),경기도,서울/경기,55599000,54959800,+3% ~ -3%,0,87.745,13,기,-1.14967
83,20181206086-00,우성장애인요양원 리모델링 통신공사,서울특별시,서울,59497000,59618150,+3% ~ -3%,0,87.745,1061,기,0.20362
84,2018-01-000159-00,과천선 금정~선바위 외 2개노선 재난방송수신설비 케이블안테나 개량 기타공사,국가철도공단,전국/서울/경기,0,8307633000,+2.5% ~ -2.5%,0,-,531,기/의무,85.495
85,20181205447-00,서울지방경찰청 경비계 상황지휘센터 비디오 웰(영상정보디스플레이) 제작 및 설치,경찰청,서울/인천/경기,58800000,58337600,+2% ~ -2%,0,88,91,물품/기,-0.78640
86,20181133056-00,2019년도 남북회담본부 정보통신장비 유지보수,통일부,서울,24000000,23930000,+2% ~ -2%,0,87.995,17,기,-0.29167
87,20181205684-00,중화중 교실증축 및 기타 통신공사,서울특별시교육청,서울,23165000,23041125,+3% ~ -3%,0,87.745,868,,-0.53476
88,20181138673-00,2018~2019년도 강남지사 수질분석설비 유지보수용역,한국지역난방공사,서울,31262000,30206250,+0% ~ -5%,0,87.995,17,기,-3.37711
89,20181204712-00,2019년 성남문화재단 전산장비 통합유지관리 용역,재단법인,서울/경기,54371000,54131150,+3% ~ -3%,0,88,54,,-0.44114
90,20181204387-00,서울응암초등학교 병설유치원 증설 통신공사(긴급) (긴급공고),서울특별시교육청,서울,35576000,35366525,+3% ~ -3%,0,87.745,939,,-0.58881
91,20181141099-00,본관 통신케이블 교체공사,국회,서울,295000000,293668825,+2% ~ -2%,0,87.745,957,기/협정,-0.45125
92,20181139591-01,[긴급] 세그루패션디자인고 다목적강당겸 체육관증축 [보통신]공사 입찰공고 (긴급공고) (공고),서울특별시교육청세그루패션디자인고등학교,서울,129656000,129692025,+2% ~ -2%,0,87.745,962,정,0.02778
93,20181138914-00,2019년 운행제한 단속시스템 유지보수 용역,서울특별시,서울/인천/경기,91952000,90820325,+3% ~ -3%,0,87.745,17,기/협정,-1.23073
94,20181202891-00,면목중 외 1교(면남초) 내진보강 통신공사,서울특별시교육청,서울,27599000,27558000,+3% ~ -3%,0,87.745,881,,-0.14856
95,20181140322-00,배명고등학교 방송시설 개선공사 (긴급공고),서울특별시교육청,서울,250497000,251234150,+2% ~ -2%,0,87.745,944,기,0.29427
96,20181202256-00,한국예술종합학교 LED 전광판 설치 통신공사 (긴급공고),문화체육관광부,서울,30522000,30455900,+2% ~ -2%,0,87.745,830,기,-0.21657
97,20181201911-00,서울대영초 강당 겸 체육관 및 급식실 증축 통신공사(장공사),서울특별시교육청,서울,48716000,48507050,+3% ~ -3%,0,87.745,954,기,-0.42892
98,20181201719-00,선유중학교 특별교실 증축 통신공사,서울특별시교육청,서울,38802000,38723100,+3% ~ -3%,0,87.745,956,기,-0.20335
99,20181138754-00,분당선 이매역 등 8역 역무자동화설비 이설 타공사,한국철도공사,서울/경기/충남,227784000,227791450,+2% ~ -2%,0,87.745,2227,기,0.00327
100,20181138032-00,2019년 불법 주·정차 고정식 무인단속시스템 유지보수 용역,서울특별시,서울/경기,137610000,138341100,+3% ~ -3%,0,87.745,106,,0.53128
101,20181140955-00,통합방범모듈 제조 설치(안심골목길 조성사업),서울특별시,서울,56017000,55138725,+3% ~ -3%,0,84.245,68,물품/기,-1.56788
102,20181140927-00,통합방범모듈 제조 설치(주민제안 범죄예방디자인),서울특별시,서울,89627000,90125350,+3% ~ -3%,0,84.245,72,물품/기,0.55602
103,20181140088-00,2019년 용산구 홍보용 전광판 유지관리 용역,서울특별시,서울,23632000,23526600,+3% ~ -3%,0,88,49,기,-0.44601
104,20181134348-00,2019년 행정정보통신망 설치공사(연간단가),서울특별시,서울,88800000,89412975,+3% ~ -3%,0,87.745,888,기,0.69028
105,20181138845-00,2019년 행정전화용 인터넷전화시스템(IPT) 유지관리 용역,경기도,서울/경기,45000000,45344950,+3% ~ -3%,0,88,18,,0.76655
106,20181137747-00,서울신우유치원 노후환경개선 통신공사,서울특별시교육청,서울,12410000,12526025,+3% ~ -3%,0,87.745,695,,0.93493
107,20181135460-00,(가칭)마곡2중학교 신축 통신공사,서울특별시교육청,전국/서울,807510000,797317225,+3% ~ -3%,0,86.745,1099,기/의무,-1.26225
108,20181134760-00,5~8호선 망분리 네트워크 공사,서울교통공사,서울/경기,311681370,310100425,+3% ~ -3%,0,87.745,2120,기,-0.50724
109,20181134228-00,경도의료원 개인정보보호시스템 유지보수 용역(2019년),경기도의료원,서울/경기,158193142,156817700,+3% ~ -3%,0,87.745,24,기,-0.86948
110,2018-01-000173-00,"경원선 도봉, 방학역 승강설비 설치에 따른 통신공사",국가철도공단,서울,667881000,667014157,+2.5% ~ -2.5%,0,86.335,533,기/협정,-0.12980
111,20181135565-00,2019년 은평병원 정보통신 장비 및 회선 유지보수 용역 (긴급공고),서울특별시,서울,114994000,114645025,+3% ~ -3%,0,87.745,53,기,-0.30348
112,20181130589-00,2019년 한강교량 CCTV 영상감시출동시스템 유지관리 용역,서울특별시/서울특별시,서울,211532000,210905375,+3% ~ -3%,0,87.745,63,기,-0.29624
113,20181132507-00,서울가주초등학교 체육관 및 급식실 증축 통신공사,서울특별시교육청,서울,110121000,109730675,+3% ~ -3%,0,87.745,1000,기,-0.35446
114,20181135126-00,2019년 정보화시스템 유지보수용역 (긴급공고),서울특별시/서울특별시,서울,102600000,101765400,+3% ~ -3%,0,87.745,48,기,-0.81346
115,20181135482-00,2019년 기록관리시스템 유지보수 용역,경기도,서울/경기,52026000,51638850,+3% ~ -3%,0,88,35,,-0.74415
116,20181131076-00,2019년 서소문청사 통신시스템 유지관리 용역,서울특별시,서울,248430000,251277675,+3% ~ -3%,0,86.745,40,기,1.14626
117,20181129461-00,항동중학교 교사 신축 정보통신공사,서울주택도시공사,전국/서울,530470000,529003300,+3% ~ -3%,0,86.745,1091,기/의무,-0.27650
118,20181133126-01,서울평화초등학교 강당 겸 체육관 증축 통신공사 (정정공고),서울특별시교육청,서울,70400000,70094175,+3% ~ -3%,0,87.745,1050,기/정,-0.43442
119,20181133168-00,천일중학교 다목적강당 및 급식실 증축 통신공사,서울특별시교육청,서울,85508000,85161100,+3% ~ -3%,0,87.745,1056,기,-0.40570
120,20181121620-00,서울아주초등학교 체육관 증축 통신공사,서울특별시교육청,서울,41396000,41789125,+3% ~ -3%,0,87.745,967,,0.94966
121,20181134669-00,서울연신초등학교 급식실 및 학생식당 증축 통신공사(긴급) (긴급공고),서울특별시교육청,서울,54340000,54696250,+3% ~ -3%,0,87.745,1014,,0.65559
122,20181134453-00,하계중 특별교실 증축 통신공사,서울특별시교육청,서울,25055000,25013350,+3% ~ -3%,0,87.745,853,,-0.16624
123,20181125411-00,강남드림빌 증축공사(통신) (긴급공고),강남드림빌,서울,184943000,183295225,+3% ~ -3%,0,87.745,945,,-0.89097
124,20181129101-00,중랑캠핑숲 관리사무소 리모델링 통신공사 시행,서울특별시,서울,15024000,14979575,+3% ~ -3%,0,87.745,676,기,-0.29570
125,20181129694-00,2019년 대기환경정보전광판 유지보수용역,서울특별시,서울/경기,36500000,36717700,+3% ~ -3%,0,88,16,,0.59643
126,20181129466-00,2019년 시도교육청 영상회의시스템 유지관리,서울특별시교육청,서울,92004000,92074925,+3% ~ -3%,0,87.745,33,기,0.07708
127,20181130728-00,TV 중계방송시스템 유지관리 용역,서울특별시,서울,48892800,48884800,+3% ~ -3%,0,88,26,기,-0.01637
128,20181127518-00,2018년 방범 및 공원 CCTV 설치공사(2차),서울특별시,서울,319880000,316463725,+3% ~ -3%,0,87.745,148,기,-1.06799
129,20181130215-00,삼릉초등학교 체육관 및 급식실 증축 통신공사,서울특별시강남서초교육지원청,서울,74805000,74120025,+3% ~ -3%,0,87.745,1070,기,-0.91569
130,20181121988-00,덕수고 영상선로 교체 통신공사,서울특별시교육청,서울,88260000,87987325,+3% ~ -3%,0,87.745,979,기,-0.30895
131,20181128878-00,자회사[도시철도ENG] 네크워크설치 정보통신공사,서울교통공사,서울,28343400,28428775,+3% ~ -3%,0,87.745,840,기,0.30121
132,20181125675-00,동명아동복지센터 A동 증축공사(통신) (긴급공고),서울특별시,서울,96140000,94726800,+3% ~ -3%,0,87.745,949,,-1.46994
133,20181127587-00,통합방범모듈 제조·구매설치(긴급),서울특별시,서울,97708000,99359075,+3% ~ -3%,0,84.245,62,물품,1.68980
134,20181126990-00,선곡초 외 2교(신도봉중 문화고) 승강기 설치 통신공사,서울특별시교육청,서울,22889000,22647675,+3% ~ -3%,0,87.745,834,,-1.05433
135,20181125995-00,당곡초 다목적강당 및 급식실 증축 통신공사,서울특별시교육청,서울,66681000,67129800,+3% ~ -3%,0,87.745,1052,기,0.67305
136,20181122838-00,2호선 전동차 38편성 열차정보안내시스템 유지보수 용역,서울교통공사,서울,116856870,118288400,+3% ~ -3%,0,87.745,53,기,1.22502
137,20181126527-00,민방위경보사이렌 이전설치 공사,서울특별시,서울,14678000,14672400,+3% ~ -3%,0,87.745,580,,-0.03816
138,20181121261-00,광화문 외 3역 승강편의시설 설치 통신공사(35공구),서울교통공사,서울/경기,346368570,344716450,+3% ~ -3%,0,86.745,2114,기,-0.47699
139,20181119138-00,잠실중학교 관급자재(방송장비)구매,서울특별시교육청,서울,44181000,44335800,+3% ~ -3%,0,87.995,52,물품,0.35037
140,20181117837-00,일산선 삼송역등 14개소 집수정 개량에 따른 통신설비 신설공사,한국철도공사,서울/경기,161664000,161147950,+2% ~ -2%,0,87.745,2113,기/연기,-0.31922
141,20181117833-00,경부선 영등포역 영상감시설비 개량공사,한국철도공사,서울,591899000,596683075,+2% ~ -2%,0,86.745,908,기/연기,0.80825
142,20181118465-00,한산중학교 체육관 및 급식시설 증축 통신공사,서울특별시교육청,서울,108261000,108626700,+3% ~ -3%,0,87.745,963,,0.33779
143,20181123461-00,서울여의도초등학교 특별교실 증축 통신공사,서울특별시교육청,서울,34804000,35066300,+3% ~ -3%,0,87.745,932,기,0.75364
144,20181117602-00,5.18민주화운동 진상규명조사위원회 사무실 조성공사(통신 및 네트워크시설 구축),서울지방조달청/국방부,서울,59645000,60113725,+2% ~ -2%,0,87.745,925,기/협정,0.78585
145,20181117712-00,정부서울청사 본관 정문 스피드게이트 구매 설치,행정안전부,서울,49153000,49003150,+2% ~ -2%,0,88,31,물품,-0.30487
146,20181119017-00,금호역 차량관리소 조성 정보통신공사,서울교통공사,서울,24987200,24576775,+3% ~ -3%,0,87.745,878,기,-1.64255
147,20181028530-00,다목적공공복합시설 신축 정보통신 공사,서울지방조달청/서울특별시,서울,203290000,202570925,+3% ~ -3%,0,87.745,987,기/협정,-0.35372
148,2018-16511,전관방송 통신장비 보수 공사,육군사관학교,서울,43627146,43461941,3.0% ~ -3.0%,0,87.745,592,낙찰정정/기,-0.37868
149,20181111728-00,경원선 옥수~의정부간 통신설비 공용접지 연결 타공사,한국철도공사,서울/경기,99345000,99092475,+2% ~ -2%,0,87.745,2004,기,-0.25419
150,20181111695-00,종합청사 지진가속도 계측 재설치 공사,서울특별시,서울,140360000,139168400,+3% ~ -3%,0,87.745,186,기,-0.84896
151,20181110055-00,자유장 지진가속도계측기 구매 및 통합시스템 구축,서울특별시,서울,76490000,75869525,+3% ~ -3%,0,84.245,41,물품/기,-0.81119
152,20181113579-00,도시철도힐링센터 환경개선 정보통신공사,서울교통공사,서울,9683760,9725925,+3% ~ -3%,0,87.745,468,,0.43541
153,20181114130-00,원묵초 다목적체육관 증축 통신공사,서울특별시교육청,서울,67138250,66969100,+3% ~ -3%,0,87.745,1030,,-0.25195
154,20181113568-00,신림역 승강편의시설 설치[1단계] 정보통신공사,서울교통공사,서울,20363660,20354700,+3% ~ -3%,0,87.745,812,,-0.04400
155,20181111953-01,강남지점 리모델링공사 관급자재(CCTV) 구매,서울올림픽기념국민체육진흥공단,서울/경기,116176000,116670950,+2% ~ -2%,0,87.945,290,물품/정,0.42603
156,20181108941-00,구의회 1층 로비 LED전광판 제작설치,서울특별시,서울,44770000,44599375,+3% ~ -3%,0,88,68,물품,-0.38112
157,20181112108-00,청량고 외 1교(용마중) 교무실 및 특별교실 리모델링 통신공사,서울특별시교육청,서울,27077660,26998975,+3% ~ -3%,0,87.745,892,,-0.29060
158,20181110827-00,서울정심초 병설유치원 신설 통신공사,서울특별시교육청,서울,29920000,29727000,+3% ~ -3%,0,87.745,908,기,-0.64506
159,20181108911-00,서울금천경찰서 통신장비 이전 및 설치 용역,경찰청,서울,45000000,44940300,+2% ~ -2%,0,87.995,49,,-0.13267
160,20181107927-00,서울특별시교육청교육연구정보원 소프트웨어교육 체험센터 기자재 구매,서울특별시교육청,서울/경기,30782000,30324950,+3% ~ -3%,0,88,27,물품,-1.48480
161,20181110613-00,2018년 지하 종합상황실 DID 모니터 구매·설치,서울특별시,서울,29651000,29018000,+3% ~ -3%,0,88,58,물품,-2.13484
162,20181109406-00,김포공항 청년창업육성센터 정보통신공사,한국공항공사,서울,11640468,11704550,+2% ~ -2%,0,87.745,659,기,0.55051
163,20181106843-00,인재개발원 도봉분원 전산네트워크(LAN) 공사,서울교통공사,서울/경기,32515370,32241150,+3% ~ -3%,0,87.745,1934,기,-0.84336
164,20181106796-03,"2018년도 서울여자상업고등학교 교사동(석포관,강석관)방송시설개선공사(통신)긴급공고 (공고)",서울특별시교육청,서울,174183000,174027600,+2% ~ -2%,0,87.745,978,정,-0.08922
165,20181104648-00,오금고등학교 급식실 및 학생식당 증축 통신공사,서울특별시교육청,서울,64381000,63420475,+3% ~ -3%,0,87.745,966,,-1.49194
166,20181107639-00,슬러지 계면측정기 측정값 데이터 통신 및 저장 구축,(주)탄천환경,서울,64336000,64259475,+3% ~ -3%,0,87.745,786,,-0.11895
167,20181105001-00,영남중학교 다목적 강당 겸 체육관 증축 통신공사,서울특별시교육청,서울,100694000,99001125,+3% ~ -3%,0,87.745,999,기,-1.68121
168,20181104984-00,경부선 회역 등 14개소 PSD 승무원감시용 모니터 교체공사,한국철도공사,서울/경기,100908000,101142150,+2% ~ -2%,0,87.745,2019,기,0.23204
