id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
25,20141121704-00,강서세무서 청사신축 통신공사,서울지방조달청/국세청,전국/서울,814734000,812092300,+2% ~ -2%,0,86.745,928,기/의무,-0.32425
26,2014-16481,00지역 유류저장시설 보수 통신공사,제7789부대,서울/인천/경기,259755000,259315500,3.0% ~ -3.0%,0,87.745,1729,정/연기,-0.16920
27,20141213178-00,서울당곡초 연결통로 증축 및 기타 통신공사,서울특별시교육청,서울,18787000,18687400,+3% ~ -3%,0,87.745,741,,-0.53016
28,20141214051-00,경부선 용산역 등 89개소 여객안내설비 국부역장치 보수공사,한국철도공사,서울/경기,28900000,28106950,0% ~ -4%,0,87.745,1258,기,-2.74412
29,20141210668-00,"2015 강서교육지원청 PC 및 주변,네트워크 유지보수",서울특별시교육청,서울,23912760,23982825,+3% ~ -3%,0,87.745,11,기,0.29300
30,20141120373-00,서울장원초등학교 교사신축 통신공사 (긴급공고),서울지방조달청/서울특별시교육청,전국/서울,649023000,648477875,+3% ~ -3%,0,86.745,949,기/의무,-0.08400
31,20141118981-00,검찰특수기록관 신축 통신공사,서울지방조달청/법무부,서울,419875000,418600725,+2% ~ -2%,0,86.745,830,기/협정,-0.30349
32,2014-16825,00지역 통신공사,국방부근무지원단,서울,16560000,16604442,3.0% ~ -3.0%,0,87.745,473,정/연기,0.26836
33,20141211933-00,잠원동 청사 증축공사 - 통신,서울특별시,서울,35900000,35686825,+3% ~ -3%,0,87.745,917,기,-0.59381
34,20141213514-00,가상체험실 구축 및 콘텐츠 제작설치 공사,서울특별시,서울/경기,24603950,24875600,+3% ~ -3%,0,87.745,231,,1.10409
35,20141211726-00,2014년 근현대사념관 신축 공사(통신) (긴급공고),서울특별시,서울,35486000,35561625,+3% ~ -3%,0,87.745,900,기,0.21311
36,20141211112-00,풍납동 미래마을 부지 역사문화공원 자가망 설치공사,서울특별시,서울,46826200,47290750,+3% ~ -3%,0,87.745,912,기,0.99207
37,20141211237-00,방범 및 교통관리를 위한 CCTV 설치 공사 (긴급공고),서울대학교,서울/경기,138244000,137984500,+2% ~ -2%,0,87.745,1615,,-0.18772
38,20141213117-00,경부선 신도림역 역무자동화설비 신설 공사,한국철도공사,서울,84400000,82577000,+0% ~ -4%,0,87.745,825,기,-2.15996
39,20141212712-00,경부선 영등포역외 2개소 광전송망 전원설비 보수공사,한국철도공사,서울/경기,9780000,9649175,0% ~ -4%,0,87.745,682,기,-1.33768
40,20141204829-00,옥수 금호터널 보도차단벽 설치 통신공사,서울특별시,서울,174210000,174954350,+3% ~ -3%,0,87.745,899,기,0.42727
41,2014-16264,14-경기남 통신공사(1259),국군재정관리단,서울,19529640,19423118,0% ~ -3%,0,87.745,530,,-0.54544
42,20141206351-00,대림2동 주거환경관리사업 주민공동이용시설 통신공사,서울특별시,서울,77352000,77648100,+3% ~ -3%,0,87.745,983,,0.38279
43,20141126876-01,"목공예 체험관 및 목공소 신축 전기,통신공사 (정정공고)",서울특별시,서울,103812500,103172800,+3% ~ -3%,0,87.745,384,기/정/협정,-0.61621
44,20141125678-03,2015년 KAIST 경영대학 통합 전산장비 유지보수 용역 (정정공고),한국과학기술원,서울,69696000,69594125,+2% ~ -2%,0,87.995,13,기/정,-0.14618
45,20141202954-00,남가좌1동 주민센터 신축 통신공사,서울특별시,서울,179245000,180318700,+3% ~ -3%,0,87.745,931,기,0.59901
46,20141114191-00,서울강남경찰서 신축공사(통신),서울지방조달청/경찰청,전국/서울,1306171000,1302157825,+2% ~ -2%,0,86.745,801,기/의무,-0.30725
47,2014-16304,00지역 체육관 신축 통신공사,제7135부대,서울,66413601,66341353,3.0% ~ -3.0%,0,87.745,699,,-0.10879
48,20141206636-00,행정정보통신망 설치공사,서울특별시,서울,38000000,37989300,+3% ~ -3%,0,87.745,939,기,-0.02816
49,20141207048-00,경기도미술관 CCTV개선(교체) 공사,(재)경기문화재단,서울/경기,32998000,33537875,+3% ~ -3%,0,87.745,1278,,1.63608
50,20141206221-00,서울공고 금속동 개축 통신공사,서울특별시교육청,서울,70345000,70294225,+3% ~ -3%,0,87.745,987,,-0.07218
51,20141204517-00,구립 태성어린이집 리모델링 정보통신공사,서울특별시,서울,19657000,19667850,+3% ~ -3%,0,87.745,762,기,0.05519
52,20141201953-00,신정4동 통합청사 건립 정보통신공사,서울특별시,서울,124630000,123138550,+3% ~ -3%,0,87.745,937,,-1.19671
53,20141124779-00,논현파출소 신축공사 (통신),서울지방조달청/경찰청,서울,120568000,120552675,+2% ~ -2%,0,87.745,881,기/협정,-0.01272
54,20141204169-00,구립 신당동 어린이집 본관신축 통신공사,서울특별시,서울,40260000,39983550,+3% ~ -3%,0,87.745,938,,-0.68667
55,20141201793-00,GKL 직장어린이집 설치공사(통신),그랜드코리아레저(주),서울,74217000,74502050,+2% ~ -2%,0,87.745,903,기,0.38407
56,20141200069-00,임차청사 정보통신망 설치공사,서울특별시,서울,298848000,298646300,+3% ~ -3%,0,87.745,923,,-0.06750
57,20141203840-00,잣향기푸른숲 방송장비 및 CCTV 설치공사 (긴급공고),경기도산림환경연구소,서울/경기,83820000,84185075,+3% ~ -3%,0,87.745,672,,0.43554
58,20141206110-00,2014년 옥수역외 1역 석면 제거에 따른 정보통신공사,서울교통공사,서울,56357000,56444950,+3% ~ -3%,0,87.745,910,,0.15605
59,20141205040-00,경부선 구로~가산디지털단지간 철도횡단 하수암거 설치에 따른 지장통신선로 복구공사,한국철도공사,서울,19700000,19469650,+0% ~ -4%,0,87.745,736,기,-1.16929
60,20141204998-00,경인선 부평역외 2개역 고객안내부스 설치에 따른 통신설비 신설공사,한국철도공사,서울/인천,24900000,24453650,+0% ~ -4%,0,87.745,992,기,-1.79258
61,20141202977-00,여직원침실 및 타공사에 따른 정보통신공사,서울교통공사,서울,4812170,4728675,+3% ~ -3%,0,87.745,339,기,-1.73509
62,20141202590-01,방배1동 공영주차장 건립공사(통신)-장기계속 (정정공고),서울특별시,서울,78800000,77667700,+3% ~ -3%,0,87.745,979,기/정,-1.43693
63,20141202470-00,2014년도 자가정보통신망 공사(4차),서울특별시,서울,44154000,44496825,+3% ~ -3%,0,87.745,927,,0.77643
64,20141126974-00,미래관 공간변경에 따른 통신보수 및 기타공사,서울과학기술대학교,서울,18700000,18807025,+2% ~ -2%,0,87.745,766,,0.57232
65,20141200861-00,노후 LAN설비 개선 공사,서울특별시,서울,30775000,30598800,+3% ~ -3%,0,87.745,855,기,-0.57255
66,20141201376-00,경인선 오류동 철도직원자녀숙사 영상감시설비 신설공사,한국철도공사,서울,29000000,28277300,+0% ~ -4%,0,87.745,787,기,-2.49207
67,20141126319-00,창동지하차도 장애인 이동 편의시설 설치공사(통신),서울특별시,서울,33759000,34051500,+3% ~ -3%,0,87.745,865,기,0.86643
68,2014-15473,00지역 유류저장시설 보수 통신공사,제7789부대,서울/인천/경기,63468000,62813596,3% ~ -3%,0,87.745,1684,,-1.03108
69,20141120955-00,방범용 CCTV 설치 정보통신 공사,서울특별시,서울,41503000,41933300,+3% ~ -3%,0,87.745,933,기,1.03679
70,20141126767-00,정부서울청사 본관 통제식 회전문 설치 통신공사 (긴급공고),행정자치부,서울,28413000,28519525,+2% ~ -2%,0,87.745,817,기,0.37491
71,20141124411-00,서울약현성당 방범방재시설 구축사업(긴급) (긴급공고),서울특별시,서울,144000000,145872075,+3% ~ -3%,0,87.745,464,기,1.30005
72,20141125075-00,서계 노인여가 복합센터 조성공사(통신),서울특별시,서울,26175000,26040725,+3% ~ -3%,0,87.745,846,기,-0.51299
73,20141106575-00,광진경찰서 청사 신축공사-통신,서울지방조달청/경찰청,전국/서울,1391886000,1408651300,+2% ~ -2%,0,86.745,764,기/의무,1.20450
74,20141123591-00,유무선 측정시설 챔버 및 차폐실 철거 용역,과학기술정보통신부,서울/경기,8600000,8570125,+2% ~ -2%,0,88,126,기,-0.34739
75,20141121207-00,원내시설재배치공사 (긴급공고),한국보훈복지의료공단,서울,0,162915000,,0,-,77,,-
76,20141124936-00,신설 서비스센터 조성에 따른 전자공사,서울교통공사,서울,28595600,28664775,+3% ~ -3%,0,87.745,757,기,0.24190
77,20141124156-00,"2014년 신설 서비스센터 조성 정보통신공사(시청(1),충정로,당산)",서울교통공사,서울,30807200,31146375,+3% ~ -3%,0,87.745,855,,1.10096
78,20141120648-00,마포.서강대교 cctv 영상감시출동시스템 유지관리,서울특별시,서울,90500000,90358375,+3% ~ -3%,0,87.745,55,,-0.15650
79,20141121275-00,수서지 CCTV케이블 보수 및 타공사,서울교통공사,서울,26113870,26103400,+3% ~ -3%,0,87.745,843,기,-0.04010
80,20141121865-00,경부선 석수역부근 철도횡단 지하차도 설치에 따른 지장통신선로 복구공사,한국철도공사,서울,49700000,48299750,+0% ~ -4%,0,87.745,871,기,-2.81741
81,20141121177-00,2014년 임대시설물 관리사업소 조성 정보통신공사(뚝섬),서울교통공사,서울,46841300,47111300,+3% ~ -3%,0,87.745,923,기,0.57641
82,20141121130-00,"2014년 신설 서비스센터 조성 정보통신공사(구의, 교대2역)",서울교통공사,서울,19982000,19894375,+3% ~ -3%,0,87.745,779,기,-0.43852
83,20141120811-00,"2014년 신설 서비스센터 조성 정보통신공사(옥수,한성대입구역)",서울교통공사,서울,48463140,47958475,+3% ~ -3%,0,87.745,921,기,-1.04134
84,20141104067-00,서울금천우체국 건립 정보통신공사,서울지방조달청/미래창조과학부,서울,580645000,580253125,+2% ~ -2%,0,86.745,830,기/협정,-0.06749
85,20141116743-00,선덕중학교 방송시설 통신공사 (긴급공고),서울특별시북부교육청,서울,107286000,106510100,+2% ~ -2%,0,87.745,923,기,-0.72321
86,20141119871-00,"녹번,쌍문역 변전실 개량공사에 따른 정보통신공사",서울교통공사,서울,10843630,10812250,+3% ~ -3%,0,87.745,554,기,-0.28939
87,E01-14-06926,성서지사 배전지능화 자가망 시설공사,한국전력공사,서울,63887335,64396087,+2.5% ~ -2.5%,0,87.745,663,,0.79632
88,20141119009-00,정부서울청사 CCTV 설비 개선공사 (긴급공고),행정자치부,서울,62550000,62775375,+2% ~ -2%,0,87.745,874,기,0.36031
89,20141118774-00,누에다리 경관조명 시설물 보수공사,서울특별시,서울,41100000,41098625,+3% ~ -3%,0,87.745,754,기,-0.00335
90,20141115928-00,경부선 용산역외 2개역 비상게이트통화장치 리모트장치 신설 타공사,한국철도공사,서울/경기,11500000,11334300,+0% ~ -4%,0,87.745,1008,기,-1.44087
91,20141112946-00,장난감도서관 및 직장어린이집설치 통신공사,서울특별시,서울,29348000,29392825,+3% ~ -3%,0,87.745,867,기,0.15273
92,20141111750-00,2014년 CCTV 통신망 구축 공사,서울특별시,서울,448140000,453351900,+3% ~ -3%,0,86.745,875,기,1.16300
93,20141110759-00,보라매청소년수련관 전화주장치교체 및 연결포트외 설치공사 (긴급공고),시립보라매청소년센터,서울,18150000,17927425,+3% ~ -3%,0,87.745,681,,-1.22631
94,20141112184-02,이화미디어고 방송시설개선 공사 (공고),서울특별시교육청,서울/경기,120769000,121043200,+2% ~ -2%,0,87.745,1662,정,0.22704
95,20141112617-00,2014년 공원내 범죄예방용 CCTV 설치공사 (긴급공고),서울특별시,서울,146790000,147284750,+3% ~ -3%,0,87.745,514,,0.33704
96,1402576-00,(긴급)서울삼전 아파트(도시형생활주택) 정보통신공사 1공구(행복주택 49호),한국토지주택공사,서울,185123000,179911000,0% ~ -6%,0,87.745,793,,-2.81543
97,20141106379-00,관악드림타운 세대 인터폰  교체공사,서울주택도시공사,서울,157388000,157089025,+3% ~ -3%,0,87.745,867,기,-0.18997
98,E01-14-06859,송파 등 3개 전력구 감시시스템 설치공사,한국전력공사,서울,42125939,42216634,+2.5% ~ -2.5%,0,87.745,275,협정,0.21529
99,20141110692-00,"2014년도 석면 해체,제거에 따른 정보통신공사",서울교통공사,서울,61274900,60869300,+3% ~ -3%,0,87.745,837,기,-0.66194
100,20141110648-00,2014년도 기술분야 조직개편에 따른 정보통신공사,서울교통공사,서울,40148300,39851125,+3% ~ -3%,0,87.745,811,,-0.74020
101,20141103944-00,"5,7호선 58역 승강장안전문 정위치정차검지장치 이설보완 공사",서울특별시,서울/경기,18948064,19114350,+3% ~ -3%,0,87.745,1148,기,0.87758
102,20141104497-00,2014년 제10차 방범용 CCTV회선 설치 공사,서울특별시,서울,263164000,259758700,+3% ~ -3%,0,87.745,907,기,-1.29399
103,20141101840-00,양천주민편익시설 증축 및 리모델링 통신공사,서울특별시,서울,296070000,298738375,+3% ~ -3%,0,87.745,925,,0.90126
104,20141107233-00,무단투기 단속장비(영상감시장치) 설치공사 (긴급공고),서울특별시,서울,72000000,72219275,+3% ~ -3%,0,87.745,461,,0.30454
105,E01-14-06818,무인변전소 감시정보시스템 보강공사,한국전력공사,서울,13903107,13984688,+2.5% ~ -2.5%,0,87.745,375,,0.58678
106,20141107275-00,경부선 독산역외1역 승강설비 설치에 따른 통신설비 신설공사,한국철도공사,서울/경기,76200000,75030575,0% ~ -4%,0,87.745,1784,기,-1.53468
107,20141106674-00,상현중 급식실 및 학생식당 증축 통신공사,서울특별시교육청,서울,21000000,21075900,+3% ~ -3%,0,87.745,758,기,0.36142
108,20141102880-00,고정식 교통무인단속기 이전 설치,서울지방조달청/경찰청,서울,39911000,40036250,+2% ~ -2%,0,87.745,44,기/정/연기/협정/여성,0.31382
109,20141104564-00,전쟁기념관 회랑지역 CCTV 설치 공사,국방부,서울,29000000,29068475,+2% ~ -2%,0,87.745,41,,0.23612
110,20141104278-00,수색차량 위험물저장소 보안CCTV 설치공사,한국철도공사,서울,19110000,18522000,+0% ~ -4%,0,87.745,703,기,-3.07693
111,20141024046-01,CCTV 및 주차관제시스템 구매.설치 (정정공고),정보통신공제조합,서울/인천,35819872,35507475,+2% ~ -2%,0,87.745,64,기/정,-0.87214
112,20141102132-00,2014년 임대아파트 CCTV설치 정보통신공사 (긴급공고),서울주택도시공사,서울,235598000,236359625,+3% ~ -3%,0,87.745,895,기,0.32327
113,E01-14-06669,사당인출 전력구 감시시스템 설치공사,한국전력공사,서울,39077468,39208465,+2.5% ~ -2.5%,0,87.745,258,협정,0.33522
114,20141101518-00,호암2터널 재방송설비 동축케이블 교체공사,서울특별시,서울,65040000,65259875,+3% ~ -3%,0,87.745,958,기,0.33806
115,20141102262-00,시설현대화사업 1단계 지하철 연결통로 설치 및 환기구 이설 정보통신 공사 (긴급공고),서울특별시농수산식품공사,서울,75562000,75619650,+3% ~ -3%,0,87.745,861,,0.07629
116,20141027365-00,2014년 여의도역외 14역 청소근로자 환경개선 통신공사,서울특별시,서울,16592000,16750500,+3% ~ -3%,0,87.745,644,기,0.95527
117,20141027674-00,항동어린이집 신축 통신공사,서울특별시,서울,54417000,54100775,+3% ~ -3%,0,87.745,938,,-0.58112
118,2014-13414,00부대 광케이블 구축공사,제1596부대,서울,106010580,103712892,0.0% ~ -3.0%,0,87.745,648,,-2.16742
119,20141023960-00,7호선 열차무선시스템(VHF) 철거공사,서울특별시,서울/경기,13946064,13815625,+3% ~ -3%,0,87.745,1214,기,-0.93532
120,E01-14-05716,재난대비지중송전설비 감시시스템보강공사,한국전력공사,서울,113074776,113994838,+2.5% ~ -2.5%,0,87.745,233,,0.81367
121,20141023922-00,2014년 직원복지 후생시설(식당) 개량공사(통신전자),서울특별시,서울/경기,17250604,17105400,+3% ~ -3%,0,87.745,1344,기,-0.84174
122,20141019715-00,서울서부광역등기소청사 신축 통신공사 (긴급공고),서울지방조달청/대법원,서울,402178000,404478500,+2% ~ -2%,0,86.745,836,기/협정,0.57201
123,20141025256-00,서울대학교 생명공학공동연구원 실험실 리노베이션 통신공사,서울대학교,서울,20523470,20641325,+2% ~ -2%,0,87.745,789,,0.57424
124,E01-14-05759,천왕구로등 3개 전력구감시시스템 설치공사,한국전력공사,서울,79809711,79395778,+2.5% ~ -2.5%,0,87.745,332,협정,-0.51865
125,20141025021-00,본관동 주차장 주차유도시스템 및 관제시스템 설치공사,한국방송통신대학교,서울/인천/경기,38750000,38669325,+2% ~ -2%,0,87.745,1715,기,-0.20820
126,20141023949-00,두레건축 건립 신축 정보통신공사 시행,서울특별시,서울,41168000,40769325,+3% ~ -3%,0,87.745,882,기,-0.96841
127,20141022182-00,김포공항 주차대행 전용 임시주차장 조성 정보통신공사,한국공항공사,서울,127017000,127043400,+2% ~ -2%,0,87.745,857,기,0.02078
128,20141022045-00,동서울우편집중국 CCTV 증설 및 이설공사,과학기술정보통신부,서울/경기,34100000,34284700,+2% ~ -2%,0,87.745,1640,,0.54164
129,20141023613-00,망원동월드컵시장 CCTV 설치(교체)공사,서울특별시,서울,27907000,28113550,+3% ~ -3%,0,87.745,440,,0.74013
130,20141015213-03,중랑청소년수련관CCTV카메라교체 및 신설공사 (긴급공고) (정정공고),중랑청소년수련관,서울,40369000,39834675,+3% ~ -3%,0,87.745,564,기/정,-1.32361
131,20141017587-00,2014년 5호선 목동 등 7역 전자설비 이설공사,서울특별시,서울/경기,31856640,31694225,+3% ~ -3%,0,87.745,1506,기,-0.50984
132,20141015327-02,예술의전당 서예박물관 리모델링공사(보통신) (공고),예술의전당,서울,434500000,432658850,+2% ~ -2%,0,86.745,819,정,-0.42374
133,20141019439-00,"2014년 (구)월드컵상가 리모델링 통신공사(3,4호선)",서울교통공사,서울,48015000,48211800,+3% ~ -3%,0,87.745,950,기,0.40987
134,20141019399-00,"2014년 (구)월드컵상가 리모델링 통신공사(1,2호선)",서울교통공사,서울,35637800,35687800,+3% ~ -3%,0,87.745,945,기,0.14030
135,20141019134-00,목동실버복지문화센터 건립 정보통신공사 (긴급공고),서울특별시,서울,83061000,82663175,+3% ~ -3%,0,87.745,985,,-0.47896
136,20141016246-00,고척근린공원 지하주차장 신축통신공사,서울특별시,서울,125510000,125826975,+3% ~ -3%,0,87.745,940,기,0.25254
137,20141015649-00,돈암삼성 외 1개단지 방송설비 교체공사,서울주택도시공사,서울,29348000,29044675,+3% ~ -3%,0,87.745,818,기,-1.03355
138,20141016611-00,황학동 주민센터 개보수 통신공사,서울특별시,서울,40887000,40911175,+3% ~ -3%,0,87.745,953,,0.05912
139,20141016586-00,약수동 주민센터 개보수 통신공사,서울특별시,서울,47987000,48430450,+3% ~ -3%,0,87.745,954,,0.92410
140,20141013328-00,G밸리 길 찾 안내시스템 설치공사,서울특별시,서울,378690000,379225900,+3% ~ -3%,0,86.745,55,기,0.14151
141,20141012086-00,서울시립대 음악관 건립 통신공사(장기계속),서울특별시/서울특별시,전국/서울,598357000,596584400,+3% ~ -3%,0,86.745,912,기/의무,-0.29625
142,20141012430-00,장위동 생활환경개선사업 CCTV 설치공사,서울특별시,서울,54018000,53898275,+3% ~ -3%,0,87.745,955,기,-0.22164
143,20141009881-00,월곡배수지 CCTV카메라 및 NVR 설치공사,서울특별시,서울,61429000,61271175,+3% ~ -3%,0,87.745,948,기,-0.25693
144,20141012594-00,쌍문119안전센터 종합전산시스템 구축 공사,서울특별시,서울,70739000,70048625,+3% ~ -3%,0,87.745,304,기,-0.97595
145,20141009410-00,7호선 상동외 1역 임대상가 조성공사(통신분야),서울특별시,서울/경기,5639328,5625025,+3% ~ -3%,0,87.745,649,기,-0.25363
146,20141011998-00,2014년 통신케이블 수선공사,서울교통공사,서울,56124200,56183750,+3% ~ -3%,0,87.745,968,기,0.10610
147,20141011623-00,"마곡엠밸리 1,2,3,4,6,15단지 내 구립어린이집 통신공사",서울특별시,서울,74491000,74328275,+3% ~ -3%,0,87.745,974,기,-0.21845
148,20141010049-00,강남환경자원센터 화재복구 공사(통신) (긴급공고),서울특별시,서울,60280000,59750325,+3% ~ -3%,0,87.745,931,기,-0.87870
149,20141009483-00,군자기지 검수동 1층 기능실 재배치 정보통신공사,서울교통공사,서울,5082800,5052050,+3% ~ -3%,0,87.745,381,,-0.60499
150,20141008704-00,2014년 차량지 환경개선 정보통신공사,서울특별시,서울/경기,40796800,40459575,+3% ~ -3%,0,87.745,1688,기,-0.82660
151,20141010194-00,다산관 및 하이테크관 공간변경 통신보수공사,서울과학기술대학교,서울,29502000,29365625,+2% ~ -2%,0,87.745,867,,-0.46226
152,20141010131-00,이러닝 제작 공개 스튜디오 통신보수공사,서울과학기술대학교,서울,14520000,14455575,+2% ~ -2%,0,87.745,735,,-0.44370
153,20141011664-00,2014 대학동 동네뒷산공원화사업 CCTV 설치공사,서울특별시,서울,27819000,27776975,+3% ~ -3%,0,87.745,767,,-0.15107
154,20141008447-00,서울역(1) 휠체어리프트 신설에 따른 정보통신공사,서울교통공사,서울,3201000,3164025,+3% ~ -3%,0,87.745,306,기,-1.15511
155,20141007460-00,경인선 구일역 스크린도어 설치에 따른 영상감시설비 개량타공사,한국철도공사,서울,124400000,122843175,+0% ~ -4%,0,87.745,830,기,-1.25147
156,20140922963-00,서울대학교 부설중학교 특별교실 증축 통신공사 (긴급공고),서울지방조달청/서울대학교,서울,471997000,470330900,+2% ~ -2%,0,86.745,831,기/협정,-0.35299
157,20141005987-01,불법주정차 무인단속 시스템(CCTV) 신규설치 공사 (정정공고),서울특별시,서울/경기,48200000,48254300,+3% ~ -3%,0,87.745,881,기/정,0.11265
158,20141005441-00,2014 임대상가 조성공사(통신분야),서울특별시,서울/경기,151289760,153035325,+3% ~ -3%,0,87.745,1737,기,1.15378
159,20141002120-00,2014년 직원근무환경 개선 정보통신공사(2공구),서울특별시,서울/경기,13054976,13108175,+3% ~ -3%,0,87.745,1356,기,0.40749
160,20141003795-00,송정동 구립어린이집 신축공사(통신),서울특별시,서울,40420000,40314350,+3% ~ -3%,0,87.745,944,기,-0.26139
161,20141002151-00,2014년 직원근무환경개선 정보통신공사(1공구),서울특별시,서울/경기,32358304,32001025,+3% ~ -3%,0,87.745,1613,기,-1.10414
162,20141003967-00,상부암 석불입상 방범방재시스템 구축공사,서울특별시,서울,37350000,37701225,+3% ~ -3%,0,87.745,847,기,0.94036
163,20141003932-00,도정궁 경원당 방범방재시스템 구축공사,서울특별시,서울,50809000,49934125,+3% ~ -3%,0,87.745,883,,-1.72189
164,20141003494-00,물품공유센터 별동 증축 통신공사,서울특별시,서울,39721000,39787575,+3% ~ -3%,0,87.745,863,,0.16760
165,20141000586-00,양천자원봉사센터 건립 정보통신 공사 (긴급공고),서울특별시,서울,117249000,116896725,+3% ~ -3%,0,87.745,922,,-0.30046
166,20140922121-00,공원 및 어린이 안전을 위한 방범용(다목적) CCTV시스템 시설공사,서울특별시,서울,117453320,116280300,+3% ~ -3%,0,87.745,480,,-0.99872
167,20140921928-00,2014년 임대상가 조성공사(전자분야),서울특별시,서울/경기,14700804,14591400,+3% ~ -3%,0,87.745,1207,기,-0.74421
168,20140920371-00,"2014년 5호선 마장역 등 8개소 전산네트워크 신,이설공사",서울특별시,서울/경기,33007344,33223400,+3% ~ -3%,0,87.745,1464,기,0.65456
169,20140918680-00,사회적경제지원센터 증축 및 리모델링 통신공사,서울특별시,서울,42427000,42956200,+3% ~ -3%,0,87.745,908,기,1.24731
170,20140920244-01,농업정책자금관리단 사무실 내장공사 (긴급공고) (정정공고),농업정책보험금융원,서울,240212000,242867600,+2% ~ -2%,0,87.745,54,정/협정,1.10552
171,20140920650-00,일원 및 매봉터널 CCTV 설치공사 (긴급공고),서울특별시/서울특별시,서울,149000000,149273850,+3% ~ -3%,0,87.745,875,,0.18379
