id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
106,20151115428-01,2016년 인터넷전화시스템(IPT) 유지보수 용역 (공고),경기도,서울/경기,45000000,44927350,+3% ~ -3%,0,87.745,30,정,-0.16145
107,2015-17525,00지역 통신시설 보수공사,국방부근무지원단,서울,9684000,9762731,3.0% ~ -3.0%,0,87.745,320,,0.81300
108,20151122197-00,경인선 동암역 외 3역 영상감시설비 개량 타공사,한국철도공사,서울/인천/경기,46120000,44903725,+0% ~ -4%,0,87.745,2021,기,-2.63720
109,20151121862-00,서울남사초등학교 급식실 및 학생식당 개선 통신공사 (긴급공고),서울특별시교육청,서울,36454000,36248725,+3% ~ -3%,0,87.745,939,기,-0.56311
110,20151120885-00,중앙동 어린이집 신축공사(통신),서울특별시,서울,27665000,27510825,+3% ~ -3%,0,87.745,886,,-0.55730
111,20151107962-00,마곡 중앙공원 조성 정보통신공사,서울주택도시공사,전국/서울,5114430000,5148556075,+3% ~ -3%,0,86.745,619,의무,0.66725
112,20151118597-00,2016년 정보통신시스템 통합 유지보수 용역 (긴급공고),서울특별시,서울,424979000,420665500,+3% ~ -3%,0,86.745,21,기,-1.01500
113,20151117889-00,본관 행정실 및 학과사무실 재배치 통신공사,서울지방조달청/한국체육대학교,서울,70678000,70846625,+2% ~ -2%,0,87.745,1005,기/협정,0.23858
114,20151117343-00,방화1동 주민센터 신축 통신공사,서울특별시,서울,134420000,134757775,+3% ~ -3%,0,87.745,968,,0.25128
115,20151114839-00,성산임대 외 2개단지 세대 인터폰 선로보수 및  교체공사,서울주택도시공사,서울,199837000,201047075,+3% ~ -3%,0,87.745,900,기,0.60553
116,20151116616-00,병원동 3층 리노베이션 공사(통신),한국원자력의학원,서울,268000000,267236925,+2% ~ -2%,0,87.745,919,기,-0.28473
117,20151118257-00,2015년 교대근무 여직원침실 및 기타공사(3차)에 따른 정보통신공사,서울교통공사,서울,6440800,6478300,+3% ~ -3%,0,87.745,395,,0.58222
118,20151118210-00,"3,4호선 여직원침실 설치공사(2차)에 따른 정보통신공사 시행",서울교통공사,서울,10194700,10296075,+3% ~ -3%,0,87.745,514,,0.99438
119,2015-16958,00지역 민사용탄약고 신축 통신공사,제7135부대,서울,21383446,21305524,3.0% ~ -3.0%,0,87.745,607,,-0.36441
120,2015-16934,15-어린이집 신축 통신공사,해군재경근무지원대대,서울,54965000,54303284,0% ~ -3%,0,87.745,744,,-1.20389
121,20151113411-00,지하철 동대입구역 승강편의 전자공사,서울교통공사,서울,55930200,55943400,+3% ~ -3%,0,87.745,912,기,0.02360
122,20151102059-00,천왕지구 8단지 도시형생활주택 및 고척동156 장기전세주택 정보통신공사,서울주택도시공사,전국/서울,1402684000,1419172625,+3% ~ -3%,0,86.745,885,의무,1.17550
123,20151113231-00,소상공인 사관학교 체험점포 통신공사(서울-상록회관) (긴급공고),소상공인시장진흥공단,서울,23240014,23266900,+2% ~ -2%,0,87.745,791,,0.11568
124,20151108847-00,주얼리비즈니스센터 건립 통신공사,서울특별시,서울,100150000,100953750,+3% ~ -3%,0,87.745,953,기,0.80254
125,E01-15-07938,2015년도 직할 무인보안시스템 보강공사,한국전력공사,서울,34151037,33407438,0% ~ -8%,0,87.745,670,,-2.17739
126,E01-15-07909,154kV 교대-이수T/L 광케이블 시설 공사,한국전력공사,서울,21121487,20212195,0% ~ -8%,0,87.745,615,,-4.30506
127,20151114083-00,구립풍납토성어린이집 리모델링 공사(정보통신),서울특별시,서울,27060000,26840275,+3% ~ -3%,0,87.745,849,기,-0.81200
128,20151108633-00,도심권 50+캠퍼스 및 복지타운 조성 통신공사(장기계속),서울특별시/서울특별시,전국/서울,927955000,922487075,+3% ~ -3%,0,86.745,1003,기/의무,-0.58925
129,20151113966-00,사내벤처 사무실 조성 정보통신공사,서울교통공사,서울,8676650,8792125,+3% ~ -3%,0,87.745,423,기,1.33087
130,20151112388-00,군자차량기지 북부검수고 통신용 배관배선 등 철거공사,서울교통공사,서울,9690300,9781375,+3% ~ -3%,0,87.745,428,,0.93985
131,2015-16778,00지역 취사식당 신축 통신공사,제7135부대,서울,30252067,30345870,3.0% ~ -3.0%,0,87.745,605,,0.31007
132,20151111245-00,철도노조 서울지방본부 외 1개소 개수에 따른 통신설비 개량공사,한국철도공사,서울,25377000,24604650,0% ~ -4%,0,87.745,731,기,-3.04351
133,20151108648-00,무단투 단속장비(영상감시장치) 설치공사,서울특별시,서울,59706900,59623350,+3% ~ -3%,0,87.745,501,기,-0.13994
134,20151105367-00,을지로입구역 승강장 시설개량 전자공사,서울교통공사,전국/서울,504152650,505138350,+3% ~ -3%,0,86.745,983,기/의무,0.19551
135,20151108267-00,경부선 신도림역 승강장안전문 LED행선안내표시 개량공사,한국철도공사,서울,23330000,22721600,+0% ~ -4%,0,87.745,748,기,-2.60781
136,20151105876-00,아동숙사 증축공사 입찰 재공고(긴급) (긴급공고),사회복지법인,서울/인천/경기,28105651,28298500,+3% ~ -3%,0,87.745,1692,,0.68615
137,20151104765-00,교대(2)역 승강장 시설개량 전자공사,서울교통공사,서울,315682620,318289425,+3% ~ -3%,0,86.745,898,기,0.82576
138,2015-16325,00지역 보안장비 이설공사,국방부근무지원단,서울,35200000,35370553,3.0% ~ -3.0%,0,87.745,622,,0.48452
139,20151107242-00,방배2동 국공립어린이집 리모델링공사(통신),서울특별시,서울,16863000,16856850,+3% ~ -3%,0,87.745,809,기,-0.03648
140,20151106363-00,2015년 강남구 4차 CCTV 신규설치 및 성능개선공사 (긴급공고),서울특별시,서울,176999000,178663275,+3% ~ -3%,0,87.745,511,기,0.94027
141,20151107241-00,방배본동 국공립어린이집 리모델링공사(통신),서울특별시,서울,29579000,29376000,+3% ~ -3%,0,87.745,888,기,-0.68630
142,20151107171-00,제2처리장 유량조정조 및 침전조 제어시스템 구축 공사 (긴급공고),서울특별시,서울,97900000,98112475,+3% ~ -3%,0,87.745,811,기,0.21703
143,20151106963-00,구의중 체육관 및 급식시설 증축 통신공사,서울특별시교육청,서울,58194000,57821750,+3% ~ -3%,0,87.745,1008,,-0.63968
144,20151105578-00,KBS어린이집 CCTV 설치공사 (긴급공고),한국방송공사,서울,23200000,23161775,+2% ~ -2%,0,85,791,기,-0.16477
145,20151104085-00,경인선 구일역 서측 출입구 신축에 따른 통신설비 신설공사(총체 및 1차),한국철도공사,서울,362000000,358872375,+0% ~ -4%,0,86.745,853,기,-0.86399
146,20151103757-00,2015년 하반 방범용 CCTV 자가망 수용공사,서울특별시,서울,85492000,85617525,+3% ~ -3%,0,87.745,910,기,0.14682
147,20151100862-00,한국정보화진흥원 서울사무소 업무환경개선 통신공사,서울지방조달청/한국정보화진흥원,서울,158844000,159177225,+2% ~ -2%,0,87.745,909,기/협정,0.20978
148,20151106047-00,신형무인발매기 투표소 보수 및 환경개선 통신공사,서울올림픽기념국민체육진흥공단,서울/경기,70991200,71191625,+2% ~ -2%,0,87.745,1913,,0.28232
149,20151103346-01,분석 사무 공간 네트워크 보안강화 용역 (공고),한국인터넷진흥원,서울,17000000,17079075,+2% ~ -2%,0,87.745,490,정,0.46514
150,20151101716-00,2015 동국대부속여고 방송시설개선공사 (긴급공고),서울특별시교육청,서울,186846000,184919675,+3% ~ -3%,0,87.745,924,,-1.03097
151,20151105030-00,LPR 이전설치 공사,서울시,서울,29436000,29332150,+3% ~ -3%,0,87.745,761,,-0.35280
152,20151102291-00,서울대학교 반려동물병원 증축 통신공사 (긴급공고),서울대학교,서울,660402000,664371075,+2% ~ -2%,0,86.745,868,기,0.60100
153,20151104027-00,관악캠퍼스 CCTV 설치공사 (긴급공고),서울대학교,서울,221400000,221091750,+2% ~ -2%,0,87.745,897,,-0.13923
154,20151030351-00,신림역 승강장 시설개량 전자공사,서울교통공사,서울,163434330,161167150,+3% ~ -3%,0,87.745,902,기,-1.38722
155,20151030104-00,성산중학교 전관방송설비 개선 통신 공사,서울특별시교육청,서울,91982000,93173475,+3% ~ -3%,0,87.745,965,기,1.29533
156,E01-15-07630,2015 영서P/O 보안감시설비 보강공사,한국전력공사,서울,18023571,17636179,0% ~ -8%,0,87.745,463,,-2.14937
157,20151102382-00,경원선 방학북부역 화장실 개량에 따른 통신설비 개량 타공사,한국철도공사,서울,33500000,32575625,+0% ~ -4%,0,87.745,832,기,-2.75933
158,20151101153-00,경부선 수원역 등 82역 역무자동화설비 철거 타공사,한국철도공사,서울/인천/경기/충남,48500000,47537175,+0% ~ -4%,0,87.745,1709,기,-1.98521
159,20151028497-00,성동구청사 지진가속도계측 설치 공사,서울특별시,서울,107540000,108182875,+3% ~ -3%,0,87.745,34,기,0.59780
160,20151027045-00,여주교도소 운동장 CCTV 카메라 설치 공사,법무부,서울/경기,19602000,19703675,+2% ~ -2%,0,87.745,823,기,0.51869
161,2015-15560,00관사 리모델링 공사(통신),제7016부대,서울,77020543,77850556,3.0% ~ -3.0%,0,87.745,643,,1.07765
162,20151026846-00,2015년 북한산 주차장 CCTV 정비공사,국립공원관리공단,서울,68636400,68762900,+2% ~ -2%,0,87.745,974,기,0.18430
163,20151025979-00,전파관리시설 이전공사(통신),서울지방조달청/미래창조과학부,서울,36808000,37036900,+2% ~ -2%,0,87.745,49,기/협정/여성,0.62187
164,20151029166-00,동작 50+센터 정보통신 공사,서울특별시,서울,54780000,55000000,+3% ~ -3%,0,87.745,965,기,0.40160
165,E01-15-07543,IP기반 통합보안경비 시범 구축공사(강남전력지사),한국전력공사,서울,91728655,88638483,0% ~ -8%,0,87.745,676,,-3.36882
166,20151027692-00,교대근무 여직원 침실 설치 전자공사,서울교통공사,서울,24605020,24799375,+3% ~ -3%,0,87.745,868,기,0.78989
167,20151023161-00,2015년 임대아파트 CCTV교체 정보통신공사,서울주택도시공사,서울,264924000,263903450,+3% ~ -3%,0,87.745,931,,-0.38523
168,E01-15-07563,동부지사 CCTV 화질개선 및 사각지대 보강공사,한국전력공사,서울,28281926,27043362,0% ~ -8%,0,87.745,638,,-4.37935
169,20151029138-00,공공데이터 오픈랩 설치 정보통신공사,한국지능정보사회진흥원,서울,7495098,7478425,+2% ~ -2%,0,87.745,355,기,-0.22246
170,20151027199-00,민방위경보사이렌 이전 설치 공사,서울특별시,서울,7211000,7049775,+3% ~ -3%,0,87.745,350,,-2.23583
171,20151028774-00,지하철 동대입구역 승강편의시설 정보통신공사,서울교통공사,서울,77432190,77931100,+3% ~ -3%,0,87.745,994,,0.64431
172,20151025617-00,서울문영여자고등학교 방송통신공사,서울특별시교육청,서울,82535000,82060450,+3% ~ -3%,0,87.745,933,기,-0.57497
173,20151025944-00,서원동 국공립 어린이집 신축공사(통신),서울특별시,서울,34949000,34821325,+3% ~ -3%,0,87.745,933,,-0.36532
