,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
29,30,1138148411,(주)풍천정보네트웍,김학봉,분석,284942110,85.0,95.025,95.513,0.1472 (100.1472),1 6,2024/07/23 09:56:55,
30,31,1098195410,(주)신성글로벌네트워크,홍우석,분석,284943817,85.0,95.026,95.513,0.1478 (100.1478),14 8,2024/07/18 16:03:55,
31,32,1138175669,(주)용상전기통신,권혁기,분석,284963734,85.0,95.033,95.52,0.1548 (100.1548),11 2,2024/07/23 08:33:34,
32,32,1868701018,주식회사 소담정보통신,주옥,분석,284963734,85.0,95.033,95.52,0.1548 (100.1548),15 13,2024/07/19 09:44:58,
33,34,1018151121,주식회사 경원전력,최경택,분석,284968280,85.0,95.035,95.521,0.1563 (100.1563),9 10,2024/07/19 14:49:40,
34,35,2208602950,(주)세연텔레콤,홍성일,분석,284972830,85.0,95.036,95.523,0.1579 (100.1579),7 15,2024/07/17 09:44:23,
35,36,2098211809,사단법인 해오름장애인협회,노영주,분석,284973821,85.0,95.037,95.523,0.1583 (100.1583),6 4,2024/07/23 08:27:12,
36,37,2748800123,중앙씨앤티 주식회사,윤영진,분석,284974000,85.0,95.037,95.523,0.1584 (100.1584),12 10,2024/07/23 09:19:19,
37,38,2148673033,대일전기통신(주),김종엽,분석,284995040,85.0,95.044,95.53,0.1658 (100.1658),8 14,2024/07/18 06:53:00,
38,39,1098613335,주식회사 스마트씨앤아이,임요웅,분석,285001530,85.0,95.047,95.532,0.1680 (100.168),9 6,2024/07/19 10:15:06,
39,40,1188111165,주식회사 세원이엔피디,이왕종,분석,285031934,85.0,95.058,95.543,0.1787 (100.1787),1 7,2024/07/22 21:32:58,
40,41,1198639540,주식회사 새누,황선오,분석,285033160,85.0,95.058,95.543,0.1792 (100.1792),12 7,2024/07/18 08:57:37,
41,42,2158192566,(주)열림정보기술,고동민,분석,285044445,85.0,95.062,95.547,0.1831 (100.1831),8 1,2024/07/18 11:00:49,
42,43,2098133432,(주)가람씨앤씨,임승덕,분석,285046303,85.0,95.063,95.547,0.1838 (100.1838),1 12,2024/07/16 12:28:48,
43,44,2118199266,주식회사 다래파크텍,진정호,분석,285054782,85.0,95.066,95.55,0.1868 (100.1868),2 15,2024/07/19 08:52:42,
44,45,1178169252,엠에스온(주),이경미,분석,285056489,85.0,95.067,95.551,0.1874 (100.1874),8 14,2024/07/22 09:24:09,
45,46,1088127729,주식회사 대원네시스,이연호,분석,285062460,85.0,95.069,95.553,0.1894 (100.1894),2 14,2024/07/16 10:13:53,
46,47,5138100034,주식회사 엠젠솔루션,조상환,분석,285064000,85.0,95.07,95.553,0.1900 (100.19),15 4,2024/07/18 15:34:40,
47,48,1178119238,주식회사 동양네트워크,김종렬,분석,285071285,85.0,95.072,95.556,0.1926 (100.1926),3 13,2024/07/23 09:00:28,
48,49,2208788125,다인스 주식회사,권향옥,분석,285077400,85.0,95.074,95.558,0.1947 (100.1947),2 11,2024/07/18 15:38:08,
49,50,1138683368,주식회사 에스엠시스템즈,이승환,분석,285079500,85.0,95.075,95.559,0.1954 (100.1954),15 9,2024/07/19 15:46:53,
0,51,2108130492,명신정보통신(주),서철,분석,285085575,85.0,95.077,95.561,0.1976 (100.1976),5 11,2024/07/22 09:21:54,
1,52,1108179327,(주) 유엘네트웍스,정재순,분석,285087500,85.0,95.078,95.561,0.1982 (100.1982),8 11,2024/07/18 11:03:08,
2,53,1338113707,(주)대보통신,염영숙,분석,285088852,85.0,95.079,95.562,0.1987 (100.1987),1 5,2024/07/22 11:32:56,
3,54,1198158412,애드넷정보통신(주),박상흥,분석,285091620,85.0,95.08,95.563,0.1997 (100.1997),14 8,2024/07/22 17:43:17,
4,55,8038600460,주식회사 파르이앤씨,김종훈,분석,285093192,85.0,95.08,95.563,0.2003 (100.2003),15 8,2024/07/23 08:34:58,
5,56,1128148359,(주)펜타콤씨엔씨,최상록,분석,285093425,85.0,95.08,95.563,0.2003 (100.2003),12 2,2024/07/23 09:19:23,
6,57,2118899396,주식회사 피에스콤,최정환,분석,285095895,85.0,95.081,95.564,0.2012 (100.2012),4 3,2024/07/22 16:01:36,
7,58,1068674084,주식회사월드아이,신영구,분석,285097750,85.0,95.082,95.565,0.2019 (100.2019),8 14,2024/07/22 14:20:17,
8,59,2208100563,경창계전 주식회사,이성욱,분석,285109110,85.0,95.086,95.569,0.2058 (100.2058),4 1,2024/07/22 14:43:20,
9,60,4108633207,(유)대원엔지니어링,박윤규,분석,285110400,85.0,95.087,95.569,0.2063 (100.2063),6 4,2024/07/23 09:52:24,
10,61,1058773833,시큐솔루션 주식회사,남병창,분석,285116523,85.0,95.089,95.571,0.2085 (100.2085),3 15,2024/07/22 09:05:25,
11,62,2188101953,주식회사 비츠로시스,이기재,분석,285130750,85.0,95.094,95.576,0.2135 (100.2135),13 15,2024/07/18 16:52:26,
12,63,2208106252,주식회사 중선아이티씨,김학선,분석,285133600,85.0,95.095,95.577,0.2145 (100.2145),13 11,2024/07/22 14:50:35,
13,64,1208637260,에스피케이인크 주식회사,박성빈,분석,285144101,85.0,95.099,95.58,0.2181 (100.2181),10 14,2024/07/22 16:58:17,
14,65,2178601498,주식회사 엔키텍,원영춘,분석,285144407,85.0,95.099,95.58,0.2183 (100.2183),12 3,2024/07/22 10:13:02,
15,66,1138163218,(주)신성하이텍,성성모,분석,285151092,85.0,95.101,95.583,0.2206 (100.2206),7 4,2024/07/22 10:12:10,
16,67,1058718276,에이원게이트 주식회사,이옥경,분석,285155000,85.0,95.103,95.584,0.2220 (100.222),2 9,2024/07/21 22:27:47,
17,68,1138663095,아이투케이코리아 주식회사,인여훈,분석,285157494,85.0,95.104,95.585,0.2229 (100.2229),3 11,2024/07/19 11:28:41,
18,69,1088154468,(주)이젠정보통신,이동필,분석,285168600,85.0,95.108,95.588,0.2268 (100.2268),8 10,2024/07/20 16:58:25,
19,70,1138137229,두복산전(주),이영두,분석,285176850,85.0,95.111,95.591,0.2297 (100.2297),14 3,2024/07/22 10:28:57,
20,70,6378801279,주식회사정암정보통신,조강수,분석,285176850,85.0,95.111,95.591,0.2297 (100.2297),10 15,2024/07/23 09:15:14,
21,72,1198611746,(주)지트인,김재환,분석,285182250,85.0,95.113,95.593,0.2316 (100.2316),4 15,2024/07/16 18:27:29,
22,73,5568600846,주식회사 아이콘정보통신,박종일,분석,285195280,85.0,95.118,95.597,0.2361 (100.2361),9 5,2024/07/23 09:14:38,
23,74,2148862812,(주)위드컴,서민석,분석,285203299,85.0,95.121,95.6,0.2389 (100.2389),13 2,2024/07/22 14:57:27,
24,75,1358178502,주식회사 디알네트웍스,이기영,분석,285208567,85.0,95.122,95.602,0.2408 (100.2408),2 10,2024/07/22 15:44:51,
25,76,2128606988,원강정보통신 주식회사,우강원,분석,285208709,85.0,95.123,95.602,0.2409 (100.2409),14 6,2024/07/22 10:14:19,
26,77,2128166939,주식회사 연일전력,최희성,분석,285210132,85.0,95.123,95.602,0.2414 (100.2414),14 1,2024/07/19 16:00:58,
27,78,1078636235,(주)대교이앤에스,이찬수,분석,285212692,85.0,95.124,95.603,0.2423 (100.2423),9 3,2024/07/19 13:48:45,
28,79,2018199051,나루씨앤씨주식회사,이상협,분석,285228340,85.0,95.13,95.608,0.2478 (100.2478),15 10,2024/07/18 16:20:51,
29,80,1198165586,제이케이앤티텔레콤(주),전찬화,분석,285231108,85.0,95.131,95.609,0.2487 (100.2487),13 3,2024/07/22 09:10:10,
30,81,1018635413,(주)씨유앰앤아이,김정순,분석,285240575,85.0,95.134,95.613,0.2521 (100.2521),15 10,2024/07/18 14:41:32,
31,82,2098111724,(주)석주기업,김정란,분석,285245697,85.0,95.136,95.614,0.2539 (100.2539),12 11,2024/07/22 10:47:23,
32,83,2068663169,(주)지엠케이정보통신,최경숙,분석,285248550,85.0,95.137,95.615,0.2549 (100.2549),14 8,2024/07/17 09:35:57,
33,84,1018675701,주식회사 두이정보통신,정영희,분석,285252332,85.0,95.139,95.617,0.2562 (100.2562),2 10,2024/07/22 16:52:55,
34,85,1068641109,주식회사 피앤지텍,조홍길,분석,285258500,85.0,95.141,95.619,0.2584 (100.2584),15 9,2024/07/22 08:54:49,
35,86,2048131439,중앙텔콤(주),오충석,분석,285264048,85.0,95.143,95.62,0.2603 (100.2603),2 5,2024/07/19 09:26:09,
36,87,1098647062,주식회사 조아정보통신,박민응,분석,285269506,85.0,95.145,95.622,0.2622 (100.2622),14 12,2024/07/17 14:55:02,
37,88,2068606891,수미디어통신 주식회사,하학수,분석,285273887,85.0,95.146,95.624,0.2638 (100.2638),1 4,2024/07/19 11:34:12,
38,89,1058123684,주식회사 우전정보통신,이정,분석,285278417,85.0,95.148,95.625,0.2654 (100.2654),9 7,2024/07/19 16:20:43,
39,90,2048626080,주식회사 엘제이이엔지,임성희,분석,285279550,85.0,95.148,95.626,0.2657 (100.2657),10 15,2024/07/18 17:10:14,
40,91,1128148285,(주)백제이앤씨,손흥도,분석,285285000,85.0,95.15,95.627,0.2677 (100.2677),15 8,2024/07/16 10:04:45,
41,92,2078155629,씨티아이앤아이(주),김덕제,분석,285289968,85.0,95.152,95.629,0.2694 (100.2694),15 10,2024/07/17 10:22:02,
42,93,1068602542,주식회사 유셀네트웍스,김구동,분석,285294920,85.0,95.154,95.631,0.2712 (100.2712),6 9,2024/07/22 07:36:32,
43,94,6618702691,(주)대창일렉스,송효양,분석,285303597,85.0,95.157,95.634,0.2742 (100.2742),3 13,2024/07/23 08:25:06,
44,95,8878700825,주식회사 수인정보통신,김옥환,분석,285307960,85.0,95.159,95.635,0.2757 (100.2757),13 12,2024/07/22 22:16:14,
45,96,2208630306,(주)온앤오프미디어,주봉주,분석,285310860,85.0,95.16,95.636,0.2768 (100.2768),7 3,2024/07/23 09:55:58,
46,97,1098154781,(주)공항엔지니어링,박필립,분석,285314260,85.0,95.161,95.637,0.2779 (100.2779),3 8,2024/07/22 18:32:30,
47,98,1198169165,(주)기창인포텍,김석진,분석,285318250,85.0,95.163,95.639,0.2794 (100.2794),12 3,2024/07/16 12:21:16,
48,99,2168701696,주식회사 투비콤,유수정,분석,285319496,85.0,95.163,95.639,0.2798 (100.2798),1 2,2024/07/17 14:27:42,
49,100,8568800361,주식회사 우선기술,정우영,분석,285322092,85.0,95.164,95.64,0.2807 (100.2807),13 11,2024/07/22 09:21:27,
0,101,1088168230,주식회사 엑스파트넷,조민호,분석,285334460,85.0,95.169,95.644,0.2850 (100.285),2 11,2024/07/17 11:35:58,
1,102,4768602548,주식회사드림전자피에이,박미영,분석,285338167,85.0,95.17,95.645,0.2864 (100.2864),6 11,2024/07/22 09:26:37,
2,103,2148619102,유석산업(주),최현호,분석,285338947,85.0,95.17,95.646,0.2866 (100.2866),10 3,2024/07/23 08:51:38,
3,104,1138159301,삼인제어시스템 주식회사,최민성,분석,285339060,85.0,95.17,95.646,0.2867 (100.2867),7 13,2024/07/22 16:06:55,
4,105,4178600013,블랙썬 주식회사,이희부,분석,285341290,85.0,95.171,95.646,0.2874 (100.2874),5 3,2024/07/22 20:34:59,
5,106,8338600103,주식회사 씨앤아이테크,서광수,분석,285341866,85.0,95.171,95.647,0.2877 (100.2877),9 14,2024/07/18 13:37:53,
6,107,2148670792,(주)토마토시스템,이상돈,분석,285343860,85.0,95.172,95.647,0.2884 (100.2884),14 13,2024/07/16 15:11:46,
7,108,1100668347,민성정보통신,김영익,분석,285344995,85.0,95.172,95.648,0.2888 (100.2888),4 9,2024/07/22 18:24:56,
8,109,2066762193,보성통신,문용권,분석,285353850,85.0,95.176,95.651,0.2919 (100.2919),14 11,2024/07/22 07:16:05,
9,110,2188114856,서교정보통신(주),김기설,분석,285359222,85.0,95.178,95.652,0.2938 (100.2938),1 7,2024/07/22 20:29:05,
10,111,1058188805,(주)경성텔레콤,김천수,분석,285361780,85.0,95.179,95.653,0.2946 (100.2946),11 5,2024/07/22 15:01:09,
11,112,1068611721,우리보안 주식회사,이명재,분석,285369749,85.0,95.181,95.656,0.2975 (100.2975),4 7,2024/07/23 08:15:22,
12,113,2078129117,경우전기(주),김한정,분석,285371630,85.0,95.182,95.657,0.2981 (100.2981),1 5,2024/07/22 14:23:58,
13,114,2018633767,주식회사 명진에스앤씨,이성훈,분석,285372594,85.0,95.183,95.657,0.2985 (100.2985),8 3,2024/07/19 08:55:57,
14,115,1138636870,주식회사 나우시스템,이종한,분석,285381980,85.0,95.186,95.66,0.3017 (100.3017),14 15,2024/07/22 11:52:49,
15,115,1148199927,주식회사 인텔리빅스,최은수,분석,285381980,85.0,95.186,95.66,0.3017 (100.3017),12 13,2024/07/22 09:22:47,
16,117,1058682164,(주)울트라텔레콤,김성철,분석,285382837,85.0,95.186,95.66,0.3021 (100.3021),10 15,2024/07/22 08:54:49,
17,118,2068613975,세인에스앤씨(주),손은숙,분석,285383121,85.0,95.186,95.66,0.3022 (100.3022),2 1,2024/07/21 21:43:28,
18,119,2011497895,정우이앤씨,유동환,분석,285393364,85.0,95.19,95.664,0.3058 (100.3058),13 1,2024/07/18 13:59:47,
19,120,1238640537,주식회사 위지온,우영진,분석,285396209,85.0,95.191,95.665,0.3068 (100.3068),9 13,2024/07/17 12:05:00,
20,121,2038149028,대륭중공건설(주),박임우,분석,285412655,85.0,95.197,95.67,0.3125 (100.3125),7 15,2024/07/22 16:43:28,
21,122,2648127825,"주식회사 제이원아이티 (JwonIT Co., Ltd.)",이준호,분석,285416700,85.0,95.199,95.672,0.3140 (100.314),12 10,2024/07/19 10:14:57,
22,123,2108131394,(주)안나시스템,문병조,분석,285423809,85.0,95.201,95.674,0.3165 (100.3165),14 4,2024/07/22 19:18:09,
23,124,2078141917,합자회사 대성전업상사,권기원,분석,285432750,85.0,95.205,95.677,0.3196 (100.3196),4 6,2024/07/18 15:00:32,
24,125,5528801885,주식회사 정도아이넷,장일석,분석,285439742,85.0,95.207,95.679,0.3221 (100.3221),7 12,2024/07/22 08:24:29,
25,126,2048614338,(주)오성에이브이시스템,김승모,분석,285449590,85.0,95.211,95.683,0.3255 (100.3255),3 8,2024/07/19 09:15:27,
26,127,1138629419,(주)에스이든,하태정,분석,285450550,85.0,95.211,95.683,0.3258 (100.3258),12 15,2024/07/22 12:00:02,
27,128,1328105709,(주)왕선전설,조정현,분석,285452830,85.0,95.212,95.684,0.3267 (100.3267),1 4,2024/07/22 06:45:54,
28,129,2048182660,동원오비텍(주),박동을,분석,285453400,85.0,95.212,95.684,0.3269 (100.3269),8 9,2024/07/19 10:12:01,
29,130,2118726218,주식회사 씨그테크,이윤호,분석,285457980,85.0,95.214,95.685,0.3285 (100.3285),2 4,2024/07/18 13:28:04,
30,131,1198173261,주식회사 현대네트웍기술,조성익,분석,285461370,85.0,95.215,95.687,0.3297 (100.3297),3 13,2024/07/18 15:11:54,
31,132,1128118909,(주)한일종합산업,박응석,분석,285464330,85.0,95.216,95.688,0.3307 (100.3307),9 7,2024/07/19 14:07:31,
32,133,1138183325,주식회사금강전력,오영선,분석,285466620,85.0,95.217,95.688,0.3315 (100.3315),10 14,2024/07/16 10:33:39,
33,134,1138157962,(주)하이눈정보통신,이희경,분석,285467056,85.0,95.217,95.688,0.3317 (100.3317),11 8,2024/07/19 10:41:15,
34,135,2028136990,(주)무궁화전자,이효형,분석,285470000,85.0,95.218,95.689,0.3327 (100.3327),3 10,2024/07/22 09:56:55,
35,136,1088114068,(주)대인정보통신,유재호,분석,285477272,85.0,95.221,95.692,0.3352 (100.3352),12 11,2024/07/22 07:58:23,
36,137,2138800230,주식회사 성민전기통신,홍종애,분석,285477868,85.0,95.221,95.692,0.3355 (100.3355),12 1,2024/07/18 22:57:57,
37,138,8018600805,세인트로그 주식회사,김세연,분석,285481282,85.0,95.222,95.693,0.3367 (100.3367),9 13,2024/07/21 17:31:41,
38,139,2148693742,에이치디에스주식회사,조한봉,분석,285493232,85.0,95.227,95.697,0.3409 (100.3409),7 10,2024/07/19 17:35:43,
39,140,2018643926,두전네트웍스 주식회사,김병현,분석,285493240,85.0,95.227,95.697,0.3409 (100.3409),6 11,2024/07/19 14:15:59,
40,141,1191396324,우리통신,윤순옥,분석,285495792,85.0,95.228,95.698,0.3418 (100.3418),5 7,2024/07/19 08:27:12,
41,142,1078140904,대월기전(주),김승연,분석,285502380,85.0,95.23,95.7,0.3441 (100.3441),11 1,2024/07/19 10:21:26,
42,143,1068674463,주식회사 리번드,임성일,분석,285506720,85.0,95.232,95.702,0.3456 (100.3456),1 14,2024/07/18 16:10:40,
43,144,2068650742,한선씨앤씨 주식회사,장홍식,분석,285513555,85.0,95.234,95.704,0.3480 (100.348),5 8,2024/07/17 10:16:15,
44,145,2158674452,(주)새별네트웍스,현경순,분석,285514140,85.0,95.234,95.704,0.3482 (100.3482),6 1,2024/07/22 20:11:00,
45,146,1098172945,(주)마커스코리아,이헌철,분석,285518270,85.0,95.236,95.706,0.3497 (100.3497),2 6,2024/07/22 13:53:46,
46,147,2148104884,두원이에프씨 주식회사,장병민,분석,285538472,85.0,95.243,95.712,0.3568 (100.3568),6 1,2024/07/22 10:07:29,
47,148,1148137386,(주)유일엔지니어링,송수길,분석,285540930,85.0,95.244,95.713,0.3576 (100.3576),1 4,2024/07/19 09:24:23,
48,149,4578701128,주식회사 공유테크,류갑일,분석,285547580,85.0,95.247,95.715,0.3600 (100.36),5 6,2024/07/18 15:21:49,
49,150,1041890207,삼정정보통신,이순봉,분석,285549852,85.0,95.247,95.716,0.3608 (100.3608),9 3,2024/07/19 16:23:25,
0,151,1298104500,주식회사 상지건설,김영신,분석,285551270,85.0,95.248,95.717,0.3612 (100.3612),3 5,2024/07/22 14:24:30,
1,152,1198637557,주식회사제이케이데이터시스템즈,윤재근,분석,285555000,85.0,95.249,95.718,0.3626 (100.3626),12 7,2024/07/17 10:50:22,
2,153,1208633380,(주)에스에스통신,이종필,분석,285559810,85.0,95.251,95.72,0.3643 (100.3643),7 10,2024/07/19 09:27:57,
3,154,1128143733,공간미디어(주),김명숙,분석,285569342,85.0,95.255,95.723,0.3676 (100.3676),1 3,2024/07/23 07:51:36,
4,155,1108127950,서경전기(주),이종환,분석,285580372,85.0,95.259,95.726,0.3715 (100.3715),11 4,2024/07/22 10:11:48,
5,156,1068648591,주식회사 투지시스템,김승택,분석,285581150,85.0,95.259,95.727,0.3718 (100.3718),3 8,2024/07/22 13:06:30,
6,157,2068125404,(주)대경인트라넷,이강열,분석,285584430,85.0,95.26,95.728,0.3729 (100.3729),2 6,2024/07/22 13:45:53,
7,158,1208799720,주식회사 틴들코리아,백성주,분석,285586271,85.0,95.261,95.728,0.3736 (100.3736),11 4,2024/07/22 08:24:00,
8,159,1058645500,태지종합건설(주),박명호,분석,285587900,85.0,95.261,95.729,0.3741 (100.3741),9 7,2024/07/22 15:18:58,
9,160,2037683508,우리통신네트워크,김만수,분석,285589120,85.0,95.262,95.729,0.3746 (100.3746),3 10,2024/07/19 15:38:03,
10,161,1068682075,주식회사 세이프원,이명근,분석,285589970,85.0,95.262,95.73,0.3749 (100.3749),1 8,2024/07/19 08:32:54,
11,162,1198191309,용진하이테크에너지 주식회사,김진석,분석,285592816,85.0,95.263,95.731,0.3759 (100.3759),14 15,2024/07/22 16:50:32,
12,163,1098700045,샘솔정보주식회사,정찬구,분석,285599560,85.0,95.266,95.733,0.3782 (100.3782),14 2,2024/07/17 09:36:27,
13,164,5598700333,주식회사 제이투디앤티,김세환,분석,285616998,85.0,95.272,95.739,0.3843 (100.3843),11 13,2024/07/22 09:52:10,
14,165,2048105154,우일정보기술 주식회사,이오,분석,285617284,85.0,95.272,95.739,0.3845 (100.3845),15 4,2024/07/22 14:35:07,
15,166,2098161262,주식회사 아이에스인텍,황관홍,분석,285621840,85.0,95.274,95.74,0.3861 (100.3861),5 14,2024/07/22 16:31:43,
16,167,5208801248,주식회사 해주정보통신,임나영,분석,285622130,85.0,95.274,95.74,0.3862 (100.3862),5 6,2024/07/22 09:06:07,
17,168,2068606585,(주)상지일렉스,정원상,분석,285623581,85.0,95.274,95.741,0.3867 (100.3867),5 15,2024/07/20 14:44:45,
18,169,1138602574,주식회사 큐디스,김성진,분석,285626110,85.0,95.275,95.742,0.3876 (100.3876),6 9,2024/07/23 09:35:26,
19,170,1128701225,주식회사 블루인텔리전스,조축호,분석,285629234,85.0,95.276,95.743,0.3887 (100.3887),6 4,2024/07/22 09:28:58,
20,171,1018138303,주식회사 비엘에스,안홍서,분석,285636063,85.0,95.279,95.745,0.3911 (100.3911),14 7,2024/07/23 09:04:34,
21,172,1198629800,주식회사 메카넷,천수연,분석,285646589,85.0,95.283,95.749,0.3947 (100.3947),12 1,2024/07/18 17:54:17,
22,173,2038164674,주식회사 컴버스테크,김보성,분석,285660280,85.0,95.288,95.753,0.3996 (100.3996),7 10,2024/07/22 10:17:43,
23,174,2118774990,(주)제이에프텍,김중규,분석,285665937,85.0,95.29,95.755,0.4016 (100.4016),2 4,2024/07/19 13:06:57,
24,174,2170366237,염광통신공사,기홍용,분석,285665937,85.0,95.29,95.755,0.4016 (100.4016),8 6,2024/07/21 16:34:06,
25,176,1298627304,주식회사 진네트웍스,이호진,분석,285667989,85.0,95.291,95.756,0.4023 (100.4023),8 1,2024/07/22 08:08:32,
26,177,2108150348,승호시스템(주),이계승,분석,285671350,85.0,95.292,95.757,0.4035 (100.4035),1 6,2024/07/22 22:23:29,
27,178,2138198870,주식회사 근우,김재진,분석,285671912,85.0,95.292,95.757,0.4037 (100.4037),13 6,2024/07/22 18:43:22,
28,179,8178800099,(주)대성오토텍,신미금,분석,285694390,85.0,95.3,95.765,0.4116 (100.4116),1 15,2024/07/22 08:02:12,
29,180,2068165221,유니슨전기(주),유창진,분석,285699796,85.0,95.302,95.767,0.4135 (100.4135),8 3,2024/07/16 10:32:02,
30,181,1068606683,로버무트 주식회사,송태하,분석,285706269,85.0,95.305,95.769,0.4157 (100.4157),6 2,2024/07/19 09:15:32,
31,182,1018143596,부기테크(주),은철우,분석,285716290,85.0,95.308,95.772,0.4192 (100.4192),6 13,2024/07/19 19:47:48,
32,183,1058740405,(주)화성이엔지,김택환,분석,285716355,85.0,95.308,95.772,0.4193 (100.4193),4 9,2024/07/19 17:48:17,
33,184,6068665713,주식회사 두배라,김왕섭,분석,285716582,85.0,95.308,95.772,0.4194 (100.4194),1 2,2024/07/19 10:54:21,
34,185,1138640850,주식회사 우솔네트웍스,유상열,분석,285723410,85.0,95.311,95.774,0.4217 (100.4217),10 6,2024/07/22 12:24:53,
35,186,1198600157,(주)제스엔지니어링,오인수,분석,285723981,85.0,95.311,95.775,0.4220 (100.422),11 14,2024/07/23 07:58:22,
36,187,2048635411,주식회사 화산에스티아이,이명재,분석,285726256,85.0,95.312,95.775,0.4228 (100.4228),12 14,2024/07/19 13:58:43,
37,188,4568800195,주식회사 동부코리아통신,윤미옥,분석,285736215,85.0,95.316,95.779,0.4263 (100.4263),13 7,2024/07/23 08:07:28,
38,189,1198602494,(주) 네오인아이텍,이경미,분석,285745890,85.0,95.319,95.782,0.4297 (100.4297),5 8,2024/07/18 15:57:28,
39,190,1198606485,주식회사 에이치엠솔루션,이상진,분석,285746923,85.0,95.32,95.782,0.4300 (100.43),13 15,2024/07/16 10:22:04,
