,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
31,32,4168109772,주식회사 국민,윤풍식,분석,2186833930,65.0,93.617,93.464,-0.5037 (99.4963),14 5,2024/09/03 15:17:07,
32,33,4168165944,유한회사 한주엔지니어링,한미향,분석,2186844920,65.0,93.617,93.464,-0.5031 (99.4969),3 9,2024/09/04 08:54:08,
33,34,8558800994,재우일렉스주식회사,최원대,분석,2186864710,65.0,93.618,93.465,-0.5022 (99.4978),11 12,2024/09/04 18:12:28,
34,35,2028162708,(주)에스텍시스템,이병화,분석,2186886681,65.0,93.619,93.466,-0.5012 (99.4988),4 1,2024/09/04 14:15:17,
35,36,1148164393,대영유비텍 주식회사,조근환,분석,2187053720,65.0,93.627,93.473,-0.4937 (99.5063),15 1,2024/09/03 11:29:48,
36,37,2368701351,주식회사 한빛티엔에스,이광열,분석,2187069327,65.0,93.627,93.474,-0.4929 (99.5071),10 13,2024/09/02 11:15:18,
37,38,2068165221,유니슨전기(주),유창진,분석,2187121857,65.0,93.63,93.476,-0.4905 (99.5095),8 13,2024/08/26 11:18:22,
38,39,2108130492,명신정보통신(주),서철,분석,2187149936,65.0,93.631,93.477,-0.4893 (99.5107),1 9,2024/09/06 09:49:07,
39,40,4048800118,주식회사 앙츠,박창진,분석,2187163616,65.0,93.632,93.478,-0.4886 (99.5114),11 5,2024/09/05 18:06:41,
40,41,1218620796,(주)엠에스시스템,조희진,분석,2187175800,65.0,93.632,93.478,-0.4881 (99.5119),4 1,2024/09/04 14:06:26,
41,42,1068681756,주식회사 융창,이재진,분석,2187238900,65.0,93.635,93.481,-0.4852 (99.5148),6 13,2024/09/04 17:04:58,
42,43,1138629419,(주)에스이든,하태정,분석,2187253730,65.0,93.636,93.482,-0.4845 (99.5155),12 15,2024/09/05 09:45:25,
43,44,3508800150,주식회사 제이에스투,오정하,분석,2187283510,65.0,93.637,93.483,-0.4832 (99.5168),13 6,2024/09/03 18:07:42,
44,45,2108122823,우영정보통신(주),황태하,분석,2187302100,65.0,93.638,93.484,-0.4823 (99.5177),9 1,2024/09/05 08:56:36,
45,46,1128126393,주식회사 승도이엔씨,신종성,분석,2187319670,65.0,93.639,93.484,-0.4815 (99.5185),10 8,2024/09/06 08:38:04,
46,47,2078147814,(주)대호엔지니어링,윤용상,분석,2187332820,65.0,93.639,93.485,-0.4810 (99.519),5 12,2024/09/05 16:19:19,
47,48,2128155922,(주)티에스엠이앤씨,박원택,분석,2187385605,65.0,93.642,93.487,-0.4785 (99.5215),15 11,2024/09/04 16:19:51,
48,49,2148847295,티에스퓨처 주식회사,김명성,분석,2187491104,65.0,93.647,93.492,-0.4737 (99.5263),9 4,2024/09/05 16:09:42,
49,50,2158727392,매컴정보통신(주),장병호,분석,2187505390,65.0,93.647,93.492,-0.4731 (99.5269),7 2,2024/09/04 08:46:23,
0,51,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,2187508680,65.0,93.647,93.493,-0.4730 (99.527),2 14,2024/09/02 09:05:37,
1,52,1068150525,주식회사 캐스트윈,김낙희,분석,2187524000,65.0,93.648,93.493,-0.4723 (99.5277),8 11,2024/09/05 16:57:10,
2,53,1358145603,한라인포넷(주),장경민,분석,2187543853,65.0,93.649,93.494,-0.4713 (99.5287),10 12,2024/09/06 01:20:40,
3,54,1268620622,(주)엑스코하이텍,박정현,분석,2187631500,65.0,93.653,93.498,-0.4674 (99.5326),6 1,2024/09/06 09:21:55,
4,55,2158687767,(주)에스앤디비즈,정성호,분석,2187638000,65.0,93.653,93.498,-0.4671 (99.5329),13 1,2024/08/23 17:23:25,
5,56,2068663169,(주)지엠케이정보통신,최경숙,분석,2187702110,65.0,93.656,93.501,-0.4641 (99.5359),6 4,2024/09/03 10:18:12,
6,57,1178108842,풍성건설(주),임명환,분석,2187762545,65.0,93.659,93.503,-0.4614 (99.5386),13 5,2024/09/05 21:35:12,
7,58,2148669048,보라정보통신 주식회사,송석상,분석,2187770314,65.0,93.659,93.504,-0.4610 (99.539),7 15,2024/08/30 18:13:05,
8,59,1068167098,코스믹전기통신 주식회사,이규선,분석,2187913100,65.0,93.666,93.51,-0.4546 (99.5454),15 8,2024/09/04 08:49:32,
9,60,1078616772,노드링크주식회사,장용철,분석,2187915298,65.0,93.666,93.51,-0.4545 (99.5455),4 9,2024/08/22 08:44:12,
10,61,1068648117,주식회사 티원엘에스,김영규,분석,2187946070,65.0,93.667,93.511,-0.4530 (99.547),1 14,2024/08/30 20:55:18,
11,62,1068601863,유엔넷 주식회사,김주섭,분석,2188031789,65.0,93.671,93.515,-0.4491 (99.5509),1 8,2024/09/04 16:20:51,
12,63,1218623721,주식회사 우리아이티,천재호,분석,2188102121,65.0,93.674,93.518,-0.4459 (99.5541),7 12,2024/09/04 15:04:57,
13,64,1378128823,주식회사 동화이엔지,조혜진,분석,2188152670,65.0,93.677,93.52,-0.4437 (99.5563),4 2,2024/09/05 17:19:14,
14,65,2178135988,주식회사 조은정보,조용정,분석,2188203225,65.0,93.679,93.522,-0.4413 (99.5587),5 6,2024/09/03 10:20:23,
15,66,2048159043,이앤씨텔레콤(주),김진갑,분석,2188233900,65.0,93.681,93.524,-0.4400 (99.56),9 8,2024/09/05 09:31:46,
16,67,1358178502,주식회사 디알네트웍스,이기영,분석,2188246083,65.0,93.681,93.524,-0.4394 (99.5606),12 6,2024/09/04 10:27:29,
17,68,1068606683,로버무트 주식회사,송태하,분석,2188291690,65.0,93.683,93.526,-0.4373 (99.5627),10 5,2024/09/04 17:10:13,
18,69,4168192397,주식회사 세아정보기술,박정일,분석,2188328505,65.0,93.685,93.528,-0.4356 (99.5644),9 7,2024/09/05 18:31:30,
19,70,2148768992,주식회사 앤샵,장진화,분석,2188354880,65.0,93.686,93.529,-0.4344 (99.5656),13 3,2024/09/05 09:05:10,
20,71,2158159534,하이텍앤솔 주식회사,정구천,분석,2188438500,65.0,93.69,93.532,-0.4306 (99.5694),5 4,2024/09/05 15:31:07,
21,72,2028158261,주식회사 남두,김승균,분석,2188472140,65.0,93.691,93.534,-0.4291 (99.5709),15 5,2024/09/06 08:57:17,
22,73,8518700433,주식회사 대오,조계환,분석,2188488952,65.0,93.692,93.534,-0.4283 (99.5717),10 5,2024/09/06 09:07:51,
23,74,1128118909,(주)한일종합산업,박응석,분석,2188534800,65.0,93.694,93.536,-0.4263 (99.5737),12 2,2024/09/04 09:39:32,
24,75,3568102176,주식회사 코맥스강북점,이재명,분석,2188546097,65.0,93.695,93.537,-0.4257 (99.5743),1 2,2024/09/05 09:20:25,
25,76,1068616518,(주)애니씨앤에스,이일규,분석,2188561480,65.0,93.695,93.538,-0.4251 (99.5749),10 1,2024/09/05 10:46:10,
26,77,1108131416,중앙하이텔 주식회사,윤석래,분석,2188565220,65.0,93.696,93.538,-0.4249 (99.5751),15 14,2024/09/05 12:04:28,
27,78,1228181471,하나이티에프 주식회사,오승명,분석,2188682367,65.0,93.701,93.543,-0.4195 (99.5805),2 5,2024/09/04 10:55:31,
28,79,6078133413,주식회사 박전사,신세하,분석,2188683650,65.0,93.701,93.543,-0.4195 (99.5805),8 6,2024/09/06 08:41:00,
29,80,2248118046,주식회사 신영통신,문승현,분석,2188691000,65.0,93.701,93.543,-0.4192 (99.5808),15 8,2024/09/04 15:26:03,
30,81,1278171963,(주)서광시스템,박영,분석,2188752700,65.0,93.704,93.546,-0.4163 (99.5837),11 9,2024/09/05 09:10:45,
31,82,1178159259,금일정보기술주식회사,박청아,분석,2188753800,65.0,93.704,93.546,-0.4163 (99.5837),9 2,2024/08/26 11:07:33,
32,83,2448101331,영진이앤지 주식회사,이중완,분석,2188769400,65.0,93.705,93.546,-0.4156 (99.5844),12 6,2024/08/23 09:41:35,
33,84,2158119769,주식회사 남일기업,이범석,분석,2188827980,65.0,93.708,93.549,-0.4129 (99.5871),9 15,2024/09/05 12:57:16,
34,85,2158148186,주식회사 시스텍이앤씨,전진우,분석,2188842814,65.0,93.708,93.55,-0.4122 (99.5878),9 10,2024/09/04 10:56:47,
35,86,1108139892,(주)이화텔레콤,윤영배,분석,2188852760,65.0,93.709,93.55,-0.4118 (99.5882),1 12,2024/09/04 10:10:53,
36,87,5298100062,주식회사 알에프코리아,신현성,분석,2188930730,65.0,93.712,93.553,-0.4082 (99.5918),1 12,2024/09/05 09:42:52,
37,88,2148798098,주식회사 에이스뷰,김종오,분석,2189000000,65.0,93.715,93.556,-0.4051 (99.5949),12 14,2024/08/23 10:03:18,
38,89,1188117816,(주)영원정보통신,전춘식,분석,2189070737,65.0,93.719,93.559,-0.4019 (99.5981),4 11,2024/09/03 14:51:22,
39,90,1298151978,(주)참정보통신,신태식,분석,2189094475,65.0,93.72,93.56,-0.4008 (99.5992),8 5,2024/08/29 11:28:31,
40,91,1018126108,(주)일능,심금자,분석,2189130739,65.0,93.721,93.562,-0.3991 (99.6009),2 12,2024/09/04 08:59:33,
41,92,1138132447,태진정보통신(주),정태수,분석,2189271405,65.0,93.728,93.568,-0.3927 (99.6073),5 8,2024/09/06 09:22:16,
42,93,2128169519,세진시스콤주식회사,박수환,분석,2189282400,65.0,93.728,93.568,-0.3922 (99.6078),1 3,2024/09/04 10:05:57,
43,94,7098602638,주식회사 시그널아이씨티,강민희,분석,2189286790,65.0,93.729,93.569,-0.3920 (99.608),1 9,2024/09/05 22:53:00,
44,95,1068674463,주식회사 리번드,임성일,분석,2189325530,65.0,93.73,93.57,-0.3903 (99.6097),11 7,2024/09/04 09:32:56,
45,96,2148626637,(주)아이엔지시스템,김정화,분석,2189355500,65.0,93.732,93.571,-0.3889 (99.6111),13 1,2024/09/05 16:36:34,
46,97,1178119238,주식회사 동양네트워크,김종렬,분석,2189387894,65.0,93.733,93.573,-0.3874 (99.6126),15 3,2024/09/06 06:41:51,
47,98,1068147942,태양이엠씨(주),선오규,분석,2189526000,65.0,93.74,93.579,-0.3812 (99.6188),4 11,2024/09/05 13:55:14,
48,99,1138640850,주식회사 우솔네트웍스,유상열,분석,2189590100,65.0,93.742,93.581,-0.3783 (99.6217),1 4,2024/09/05 09:37:38,
49,100,5048177295,(주)신라이앤씨,김용호,분석,2189596695,65.0,93.743,93.582,-0.3779 (99.6221),7 10,2024/09/06 09:08:05,
0,101,5178101428,주식회사 율이앤씨,전형숙,분석,2189632521,65.0,93.744,93.583,-0.3763 (99.6237),6 14,2024/09/05 11:20:36,
1,102,1128141680,주식회사엠케이씨티,장재철,분석,2189678000,65.0,93.746,93.585,-0.3743 (99.6257),10 15,2024/09/06 08:24:57,
2,103,7148800617,주식회사 성진정보통신,문계철,분석,2189724172,65.0,93.749,93.587,-0.3722 (99.6278),2 14,2024/08/29 16:05:16,
3,104,1078735096,주식회사 등대씨엔씨,서철승,분석,2189743960,65.0,93.749,93.588,-0.3712 (99.6288),5 11,2024/09/04 16:40:49,
4,105,6988700230,주식회사 스마트이엔씨,전유선,분석,2189763700,65.0,93.75,93.589,-0.3704 (99.6296),5 4,2024/09/04 11:13:02,
5,106,1228181262,(주)유코리아,이병걸,분석,2189849453,65.0,93.754,93.593,-0.3664 (99.6336),11 10,2024/09/06 07:38:24,
6,107,1068180219,(주)네트웍리더,권철영,분석,2189886817,65.0,93.756,93.594,-0.3647 (99.6353),7 15,2024/08/30 09:43:46,
7,108,1078212123,사단법인 장애인인권센터,서인환,분석,2189952190,65.0,93.759,93.597,-0.3618 (99.6382),13 1,2024/09/05 15:44:56,
8,109,1108172440,주식회사 다보파워코리아,강희철,분석,2190042869,65.0,93.763,93.601,-0.3576 (99.6424),6 2,2024/09/05 16:49:15,
9,110,1138636870,주식회사 나우시스템,이종한,분석,2190058250,65.0,93.764,93.601,-0.3570 (99.643),13 4,2024/09/05 10:14:26,
10,111,2428700833,(주)에이원이엔씨,이영훈,분석,2190105509,65.0,93.766,93.603,-0.3548 (99.6452),13 2,2024/09/04 15:35:15,
11,112,5598700333,주식회사 제이투디앤티,김세환,분석,2190128586,65.0,93.767,93.604,-0.3538 (99.6462),12 5,2024/09/05 09:06:48,
12,113,1068641109,주식회사 피앤지텍,조홍길,분석,2190142500,65.0,93.768,93.605,-0.3531 (99.6469),8 10,2024/09/05 16:17:50,
13,114,2068125404,(주)대경인트라넷,이강열,분석,2190206620,65.0,93.771,93.608,-0.3502 (99.6498),1 13,2024/09/05 18:03:45,
14,115,1408169475,주식회사 제이앤제이파워스,박재옥,분석,2190326900,65.0,93.776,93.613,-0.3447 (99.6553),9 3,2024/09/04 15:06:02,
15,116,1198637557,주식회사제이케이데이터시스템즈,윤재근,분석,2190333000,65.0,93.776,93.613,-0.3444 (99.6556),8 3,2024/09/04 09:15:38,
16,117,1238632191,주식회사 에이플러스아이티,황은미,분석,2190413500,65.0,93.78,93.617,-0.3408 (99.6592),3 12,2024/08/28 16:32:16,
17,118,2108124739,(주)한성기술개발,서창식,분석,2190445086,65.0,93.781,93.618,-0.3393 (99.6607),12 2,2024/09/06 01:33:29,
18,119,1298623254,주식회사 제노시스,송지윤,분석,2190513220,65.0,93.785,93.621,-0.3362 (99.6638),11 4,2024/08/22 10:08:21,
19,120,3108116960,주식회사 덕산정보통신,김동백,분석,2190549046,65.0,93.786,93.622,-0.3346 (99.6654),15 11,2024/09/06 09:14:18,
20,121,1308611501,주식회사 성호넷,두인환,분석,2190576959,65.0,93.787,93.624,-0.3333 (99.6667),8 13,2024/09/05 15:51:35,
21,122,2148669602,(주)우호텔레콤,이강록,분석,2190594540,65.0,93.788,93.624,-0.3326 (99.6674),14 6,2024/09/05 10:30:42,
22,123,1108190166,(주)페타네트워크,강인희,분석,2190625313,65.0,93.79,93.626,-0.3311 (99.6689),7 2,2024/09/03 16:32:49,
23,124,1298187909,하나정보기술(주),박종천,분석,2190634105,65.0,93.79,93.626,-0.3307 (99.6693),10 2,2024/09/04 09:25:07,
24,125,5138100034,주식회사 엠젠솔루션,조상환,분석,2190644000,65.0,93.791,93.627,-0.3303 (99.6697),6 3,2024/08/29 10:21:12,
25,126,1078161011,(주)장수커뮤니케이션즈,김현수,분석,2190673000,65.0,93.792,93.628,-0.3290 (99.671),2 11,2024/09/05 16:03:19,
26,127,1288166463,(주)대운전설,김지환,분석,2190697840,65.0,93.793,93.629,-0.3279 (99.6721),2 11,2024/09/05 10:11:20,
27,128,1048120291,청음통신 주식회사,임광희,분석,2190701900,65.0,93.793,93.629,-0.3277 (99.6723),9 3,2024/09/06 09:19:56,
28,129,1148182595,주식회사 싸인텔레콤,박영기,분석,2190759380,65.0,93.796,93.631,-0.3251 (99.6749),10 5,2024/09/06 09:20:01,
29,130,2138702304,혜윰이엔씨 주식회사,윤한봉,분석,2190765978,65.0,93.796,93.632,-0.3247 (99.6753),5 1,2024/09/05 15:28:09,
30,131,3148171228,(주)케이엠넷,황광모,분석,2190774002,65.0,93.796,93.632,-0.3244 (99.6756),5 2,2024/08/29 14:26:48,
31,132,1088175857,주식회사 리드앤컴퍼니,이귀남,분석,2190776528,65.0,93.797,93.632,-0.3243 (99.6757),12 9,2024/08/26 14:36:58,
32,133,2158171649,(주)삼삼통신기술,이성오,분석,2190781400,65.0,93.797,93.632,-0.3240 (99.676),11 1,2024/08/30 10:21:52,
33,134,2148811443,(주)우신지엘에스,문경종,분석,2190842910,65.0,93.8,93.635,-0.3212 (99.6788),15 6,2024/09/04 23:16:32,
34,135,2048129194,위성이앤씨(주),이양숙,분석,2190895655,65.0,93.802,93.637,-0.3188 (99.6812),10 11,2024/09/04 14:41:10,
35,136,2118743406,보성통신기술(주),오영배,분석,2190926430,65.0,93.803,93.639,-0.3174 (99.6826),15 13,2024/09/05 17:38:06,
36,137,1198130210,(주)와이드넷엔지니어링,이맹훈,분석,2190930822,65.0,93.804,93.639,-0.3172 (99.6828),4 12,2024/09/05 12:48:59,
37,138,1088182120,(주) 포스콤 에스아이,양병기,분석,2190987970,65.0,93.806,93.641,-0.3146 (99.6854),11 13,2024/09/04 08:55:37,
38,139,1198637085,(주) 하이네트워크,이준수,분석,2191047310,65.0,93.809,93.644,-0.3119 (99.6881),1 6,2024/09/05 09:37:03,
39,140,7418801210,주식회사 한국에이브이산업,이재숙,분석,2191064800,65.0,93.81,93.644,-0.3112 (99.6888),9 8,2024/09/04 11:57:41,
40,141,6068665713,주식회사 두배라,김왕섭,분석,2191104455,65.0,93.812,93.646,-0.3093 (99.6907),4 13,2024/09/04 11:42:25,
41,142,2538800164,주식회사두리넷,한은주,분석,2191111049,65.0,93.812,93.646,-0.3090 (99.691),5 15,2024/09/05 16:10:07,
42,143,2028104237,대선이엔씨(주),최승재,분석,2191127604,65.0,93.813,93.647,-0.3083 (99.6917),15 6,2024/09/04 15:27:54,
43,144,1068641638,(주)매트릭스미디어,김진성,분석,2191130830,65.0,93.813,93.647,-0.3081 (99.6919),7 9,2024/09/05 12:43:39,
44,145,7988602166,주식회사 가하정보기술,서홍석,분석,2191169350,65.0,93.815,93.649,-0.3064 (99.6936),15 8,2024/09/05 12:41:27,
45,146,7138601303,주식회사 해솔이에프씨,정인경,분석,2191254572,65.0,93.818,93.653,-0.3025 (99.6975),12 13,2024/09/04 17:48:35,
46,147,8628603087,평지넷주식회사,김선귀,분석,2191275900,65.0,93.819,93.654,-0.3015 (99.6985),5 1,2024/09/04 17:19:11,
47,148,8958700597,주식회사 아이티앤에스,김세영,분석,2191343797,65.0,93.823,93.656,-0.2985 (99.7015),2 7,2024/09/03 17:19:05,
48,149,3148623089,주식회사 삼화전기,성백린,분석,2191346225,65.0,93.823,93.657,-0.2983 (99.7017),1 2,2024/09/04 17:04:56,
49,150,2118603519,에쓰이씨 주식회사,이명규,분석,2191478538,65.0,93.829,93.662,-0.2923 (99.7077),6 1,2024/09/06 09:16:17,
0,151,1148615581,대성네트웍 주식회사,백성현,분석,2191502280,65.0,93.83,93.663,-0.2912 (99.7088),4 1,2024/09/04 17:07:13,
1,152,4028141375,주식회사 이레유비크,박임철,분석,2191544729,65.0,93.832,93.665,-0.2893 (99.7107),3 5,2024/09/04 15:59:12,
2,153,2118726218,주식회사 씨그테크,이윤호,분석,2191583600,65.0,93.833,93.667,-0.2875 (99.7125),1 8,2024/08/27 09:29:31,
3,154,1178160135,주식회사 에스티아이넷,황영주,분석,2191650855,65.0,93.837,93.67,-0.2845 (99.7155),5 13,2024/09/04 11:10:49,
4,155,2218120844,주식회사 파워테크놀로지,김대중,분석,2191694540,65.0,93.839,93.671,-0.2825 (99.7175),11 4,2024/09/04 07:32:58,
5,156,2018633767,주식회사 명진에스앤씨,이성훈,분석,2191836357,65.0,93.845,93.677,-0.2760 (99.724),5 12,2024/09/04 08:43:19,
6,157,1048159651,(주)성우음향정보통신,송민자,분석,2191895701,65.0,93.848,93.68,-0.2733 (99.7267),9 1,2024/09/06 09:00:02,
7,158,2148752224,(주)아이젠시스템즈,안상용,분석,2191904500,65.0,93.848,93.68,-0.2729 (99.7271),7 11,2024/09/05 16:26:28,
8,159,1098187375,주식회사 동명텔레콤,김명주,분석,2192104502,65.0,93.857,93.689,-0.2638 (99.7362),10 13,2024/09/04 12:09:41,
9,160,1198646212,주식회사 에프에스네트웍스,이화수,분석,2192128680,65.0,93.858,93.69,-0.2627 (99.7373),12 4,2024/09/05 12:40:14,
10,161,4268100894,주식회사 서광아이엔씨,오광진,분석,2192139668,65.0,93.859,93.69,-0.2622 (99.7378),13 7,2024/09/04 17:35:51,
11,162,2098211809,사단법인 해오름장애인협회,노영주,분석,2192177362,65.0,93.861,93.692,-0.2605 (99.7395),12 11,2024/09/06 08:48:44,
12,163,3148106601,주식회사 신호,양준모,분석,2192190220,65.0,93.861,93.693,-0.2599 (99.7401),9 1,2024/09/05 09:38:28,
13,164,1198618088,주식회사 하이넷 네트웍스,김동순,분석,2192242969,65.0,93.864,93.695,-0.2575 (99.7425),3 7,2024/09/03 13:21:59,
14,165,1088159691,(주)다우텔레콤,이영순,분석,2192267009,65.0,93.865,93.696,-0.2565 (99.7435),13 1,2024/09/06 09:27:15,
15,166,2128606988,원강정보통신 주식회사,우강원,분석,2192271542,65.0,93.865,93.696,-0.2562 (99.7438),11 13,2024/09/05 13:56:53,
16,167,5298103040,주식회사 명성이앤티,박명훈,분석,2192291630,65.0,93.866,93.697,-0.2553 (99.7447),12 8,2024/09/04 16:10:37,
17,168,1088181548,디에스지엔 주식회사,신재범,분석,2192298000,65.0,93.866,93.697,-0.2550 (99.745),4 1,2024/09/02 10:54:38,
18,169,4178124679,(주)퓨처아이스,나귀현,분석,2192302313,65.0,93.866,93.697,-0.2548 (99.7452),10 1,2024/09/04 17:38:06,
19,170,2158138510,신신이앤씨주식회사,하상청,분석,2192317699,65.0,93.867,93.698,-0.2541 (99.7459),4 13,2024/09/03 13:16:42,
20,171,1198616251,주식회사 누리인프라,정성우,분석,2192346000,65.0,93.868,93.699,-0.2529 (99.7471),6 3,2024/09/04 21:38:03,
21,172,2068676887,주식회사 씨큐윈,박근우,분석,2192346270,65.0,93.868,93.699,-0.2528 (99.7472),7 15,2024/09/06 09:40:06,
22,173,6168183687,일송 주식회사,김민영,분석,2192391713,65.0,93.87,93.701,-0.2508 (99.7492),14 8,2024/08/22 15:17:14,
23,174,1078212647,사단법인 한국장애인미래정책포럼,배영환,분석,2192442978,65.0,93.873,93.703,-0.2484 (99.7516),8 4,2024/09/04 09:36:51,
24,175,2170366237,염광통신공사,기홍용,분석,2192449572,65.0,93.873,93.704,-0.2481 (99.7519),4 2,2024/09/03 16:23:55,
25,176,4178105901,(주)삼흥전력,정석만,분석,2192461000,65.0,93.874,93.704,-0.2476 (99.7524),15 4,2024/09/06 08:10:51,
26,177,2078149729,주식회사 지앤에스기술,문창수,분석,2192495729,65.0,93.875,93.706,-0.2460 (99.754),13 8,2024/09/06 09:42:18,
27,178,1068157019,(주)세호영상,박석신,분석,2192552873,65.0,93.878,93.708,-0.2434 (99.7566),12 15,2024/09/05 10:45:22,
28,179,5258602705,(주)세화 텔링크,이옥임,분석,2192579538,65.0,93.879,93.709,-0.2422 (99.7578),4 9,2024/09/05 18:02:28,
29,180,1018116968,(주)넥슨정보통신,신양인,분석,2192602217,65.0,93.88,93.71,-0.2412 (99.7588),1 12,2024/09/02 10:36:45,
30,181,2158682840,차일정보통신(주),오상국,분석,2192627500,65.0,93.881,93.711,-0.2401 (99.7599),10 7,2024/08/25 19:56:44,
31,182,2158168163,블루엔이(주),정홍채,분석,2192656175,65.0,93.882,93.713,-0.2387 (99.7613),10 13,2024/09/04 10:16:32,
32,183,1138633645,주식회사 와이넷,석지윤,분석,2192661920,65.0,93.883,93.713,-0.2385 (99.7615),6 5,2024/09/02 18:40:44,
33,184,1068198683,주식회사 포인트정보,강미혜,분석,2192669362,65.0,93.883,93.713,-0.2381 (99.7619),6 5,2024/09/05 07:13:32,
34,185,1078749469,주식회사 에이엠네트웍스,서정희,분석,2192686950,65.0,93.884,93.714,-0.2373 (99.7627),7 9,2024/09/05 19:09:19,
