오퍼레이션 번호,오퍼레이션명(국문),항목명(영문),항목명(국문),항목크기,항목구분,샘플데이터,항목설명
1,낙찰된 목록 현황 물품조회,fnlSucsfDate,최종낙찰일자,10,0,2017-12-14,최종낙찰된 일자로 개찰완료된 건에 대하여 제공
1,낙찰된 목록 현황 물품조회,fnlSucsfCorpOfcl,최종낙찰업체담당자,35,0,한갑수,최종낙찰된 업체의 담당자명으로 개찰완료된 건에 대하여 제공
2,낙찰된 목록 현황 공사조회,resultCode,결과코드,2,1,00,결과코드
2,낙찰된 목록 현황 공사조회,resultMsg,결과메세지,50,1,정상.,결과메세지
2,낙찰된 목록 현황 공사조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
2,낙찰된 목록 현황 공사조회,pageNo,페이지 번호,4,1,1,페이지 수
2,낙찰된 목록 현황 공사조회,totalCount,데이터 총 개수,4,1,17,데이터 총 개수
2,낙찰된 목록 현황 공사조회,bidNtceNo,입찰공고번호,40,1,20160433971,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
2,낙찰된 목록 현황 공사조회,bidNtceOrd,입찰공고차수,3,1,000,입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수
2,낙찰된 목록 현황 공사조회,bidClsfcNo,입찰분류번호,5,1,0,동일한 입찰공고번호에 대한 집행일련번호
2,낙찰된 목록 현황 공사조회,rbidNo,재입찰번호,3,1,000,재입찰번호
2,낙찰된 목록 현황 공사조회,ntceDivCd,공고구분코드,9,1,통050002,"공고구분
통050002 : 조달청 또는 나라장터 자체 공고건 "
2,낙찰된 목록 현황 공사조회,bidNtceNm,입찰공고명,100,1,오석산정신요양원 기능보강공사,공사명 또는 사업명이라고도 하며 입찰공고 내용을 요약한 이름
2,낙찰된 목록 현황 공사조회,prtcptCnum,참가업체수,6,0,14,참가업체수
2,낙찰된 목록 현황 공사조회,bidwinnrNm,최종낙찰업체명,100,1,한진건설주식회사,최종낙찰된 업체의 명으로 개찰완료된 건에 대하여 제공
2,낙찰된 목록 현황 공사조회,bidwinnrBizno,최종낙찰업체사업자등록번호,10,1,3088121984,협상이 완료 후 최종낙찰된 업체의 사업자등록번호임
2,낙찰된 목록 현황 공사조회,bidwinnrCeoNm,최종낙찰업체대표자명,35,0,정호영,최종낙찰된 업체의 대표자명으로 개찰완료된 건에 대하여 제공
2,낙찰된 목록 현황 공사조회,bidwinnrAdrs,최종낙찰업체주소,200,0,충청남도 부여군 은산면 충절로 2835-0,협상이 완료 후 최종낙찰된 업체의 주소임
2,낙찰된 목록 현황 공사조회,bidwinnrTelNo,최종낙찰업체전화번호,25,0,041-837-1266,"협상이 완료 후 최종낙찰된 업체의 연락 전화번호임
핸드폰번호는 “*”로 표기"
2,낙찰된 목록 현황 공사조회,sucsfbidAmt,최종낙찰금액,21,0,24538700,"최종낙찰은 개찰순위 순서대로 협상등을 통해 최종 낙찰된정보를 의미하며 최종낙찰금액은 최종낙찰된 금액 (원화,원)으로 개찰완료된건에 대하여 제공"
2,낙찰된 목록 현황 공사조회,sucsfbidRate,최종낙찰률,18,0,87.934,예정가격대비 최종낙찰금액으로 최종낙찰금액/예정가격 * 100 으로 계산되며 개찰완료된 건에 대하여 제공 (%)
2,낙찰된 목록 현황 공사조회,rlOpengDt,실개찰일시,19,0,2016-05-03 15:00:00,실제 개찰일시  “YYYY-MM-DD HH:MM:SS” 
2,낙찰된 목록 현황 공사조회,dminsttCd,수요기관코드,7,0,4570019,실제 수요기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
2,낙찰된 목록 현황 공사조회,dminsttNm,수요기관명,200,0,충청남도 부여군 보건소,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 자체전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
2,낙찰된 목록 현황 공사조회,rgstDt,등록일시,19,1,2016-04-27 11:33:20,"등록일시 ""YYYY-MM-DD HH:MM:SS"""
2,낙찰된 목록 현황 공사조회,fnlSucsfDate,최종낙찰일자,10,0,2017-12-14,최종낙찰된 일자로 개찰완료된 건에 대하여 제공
2,낙찰된 목록 현황 공사조회,fnlSucsfCorpOfcl,최종낙찰업체담당자,35,0,한갑수,최종낙찰된 업체의 담당자명으로 개찰완료된 건에 대하여 제공
3,낙찰된 목록 현황 용역조회,resultCode,결과코드,2,1,00,결과코드
3,낙찰된 목록 현황 용역조회,resultMsg,결과메세지,50,1,정상.,결과메세지
3,낙찰된 목록 현황 용역조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
3,낙찰된 목록 현황 용역조회,pageNo,페이지 번호,4,1,1,페이지 수
3,낙찰된 목록 현황 용역조회,totalCount,데이터 총 개수,4,1,17,데이터 총 개수
3,낙찰된 목록 현황 용역조회,bidNtceNo,입찰공고번호,40,1,20160325648,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
3,낙찰된 목록 현황 용역조회,bidNtceOrd,입찰공고차수,3,1,000,입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수
3,낙찰된 목록 현황 용역조회,bidClsfcNo,입찰분류번호,5,1,0,동일한 입찰공고번호에 대한 집행일련번호
3,낙찰된 목록 현황 용역조회,rbidNo,재입찰번호,3,1,000,재입찰번호
3,낙찰된 목록 현황 용역조회,ntceDivCd,공고구분코드,9,1,통050002,"공고구분
통050002 : 조달청 또는 나라장터 자체 공고건 "
3,낙찰된 목록 현황 용역조회,bidNtceNm,입찰공고명,100,1,긴급신고전화 통합체계구축(2차)-DB암호화 SW,공사명 또는 사업명이라고도 하며 입찰공고 내용을 요약한 이름
3,낙찰된 목록 현황 용역조회,prtcptCnum,참가업체수,6,0,11,참가업체수
3,낙찰된 목록 현황 용역조회,bidwinnrNm,최종낙찰업체명,100,1,(주)디에스티인터내셔날,최종낙찰된 업체의 명으로 개찰완료된 건에 대하여 제공
3,낙찰된 목록 현황 용역조회,bidwinnrBizno,최종낙찰업체사업자등록번호,10,1,1208609672,협상이 완료 후 최종낙찰된 업체의 사업자등록번호임
3,낙찰된 목록 현황 용역조회,bidwinnrCeoNm,최종낙찰업체대표자명,35,0,김형태,최종낙찰된 업체의 대표자명으로 개찰완료된 건에 대하여 제공
3,낙찰된 목록 현황 용역조회,bidwinnrAdrs,최종낙찰업체주소,200,0,"서울특별시 금천구 디지털로9길 46, 608호~610호 (가산동, 이앤씨드림타워7차)",협상이 완료 후 최종낙찰된 업체의 주소임
3,낙찰된 목록 현황 용역조회,bidwinnrTelNo,최종낙찰업체전화번호,25,0,02-554-1828,"협상이 완료 후 최종낙찰된 업체의 연락 전화번호임
핸드폰번호는 “*”로 표기"
3,낙찰된 목록 현황 용역조회,sucsfbidAmt,최종낙찰금액,21,0,136000000,"최종낙찰은 개찰순위 순서대로 협상등을 통해 최종 낙찰된정보를 의미하며 최종낙찰금액은 최종낙찰된 금액 (원화,원)으로 개찰완료된건에 대하여 제공"
3,낙찰된 목록 현황 용역조회,sucsfbidRate,최종낙찰률,18,0,88.131,예정가격대비 최종낙찰금액으로 최종낙찰금액/예정가격 * 100 으로 계산되며 개찰완료된 건에 대하여 제공 (%)
3,낙찰된 목록 현황 용역조회,rlOpengDt,실개찰일시,19,0,2016-04-05 16:00:00,실제 개찰일시  “YYYY-MM-DD HH:MM:SS” 
3,낙찰된 목록 현황 용역조회,dminsttCd,수요기관코드,7,0,B552537,실제 수요기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
3,낙찰된 목록 현황 용역조회,dminsttNm,수요기관명,200,0,한국정보화진흥원,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 자체전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
3,낙찰된 목록 현황 용역조회,rgstDt,등록일시,19,1,2016-05-12 10:24:42,"등록일시 ""YYYY-MM-DD HH:MM:SS"""
3,낙찰된 목록 현황 용역조회,fnlSucsfDate,최종낙찰일자,10,0,2017-12-14,최종낙찰된 일자로 개찰완료된 건에 대하여 제공
3,낙찰된 목록 현황 용역조회,fnlSucsfCorpOfcl,최종낙찰업체담당자,35,0,한갑수,최종낙찰된 업체의 담당자명으로 개찰완료된 건에 대하여 제공
4,낙찰된 목록 현황 외자조회,resultCode,결과코드,2,1,00,결과코드
4,낙찰된 목록 현황 외자조회,resultMsg,결과메세지,50,1,정상.,결과메세지
4,낙찰된 목록 현황 외자조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
4,낙찰된 목록 현황 외자조회,pageNo,페이지 번호,4,1,1,페이지 수
4,낙찰된 목록 현황 외자조회,totalCount,데이터 총 개수,4,1,17,데이터 총 개수
4,낙찰된 목록 현황 외자조회,bidNtceNo,입찰공고번호,40,1,20160424950,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
4,낙찰된 목록 현황 외자조회,bidNtceOrd,입찰공고차수,3,1,000,입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수
4,낙찰된 목록 현황 외자조회,bidClsfcNo,입찰분류번호,5,1,1,동일한 입찰공고번호에 대한 집행일련번호
4,낙찰된 목록 현황 외자조회,rbidNo,재입찰번호,3,1,000,재입찰번호
4,낙찰된 목록 현황 외자조회,ntceDivCd,공고구분코드,9,1,통050002,"공고구분
통050002 : 조달청 또는 나라장터 자체 공고건 
통050001 : 연계 등록 공고건"
4,낙찰된 목록 현황 외자조회,bidNtceNm,입찰공고명,100,1,Real Time PCR,공사명 또는 사업명이라고도 하며 입찰공고 내용을 요약한 이름
4,낙찰된 목록 현황 외자조회,prtcptCnum,참가업체수,6,0,1,참가업체수
4,낙찰된 목록 현황 외자조회,bidwinnrNm,최종낙찰업체명,100,1,주식회사 비엠에스,최종낙찰된 업체의 명으로 개찰완료된 건에 대하여 제공
4,낙찰된 목록 현황 외자조회,bidwinnrBizno,최종낙찰업체사업자등록번호,10,1,2208117666,협상이 완료 후 최종낙찰된 업체의 사업자등록번호임
4,낙찰된 목록 현황 외자조회,bidwinnrCeoNm,최종낙찰업체대표자명,35,0,김선기,최종낙찰된 업체의 대표자명으로 개찰완료된 건에 대하여 제공
4,낙찰된 목록 현황 외자조회,bidwinnrAdrs,최종낙찰업체주소,200,0,"서울특별시 강남구 역삼로7길 22, BMS 빌딩 (역삼동)",협상이 완료 후 최종낙찰된 업체의 주소임
4,낙찰된 목록 현황 외자조회,bidwinnrTelNo,최종낙찰업체전화번호,25,0,02-3471-6500,"협상이 완료 후 최종낙찰된 업체의 연락 전화번호임
핸드폰번호는 “*”로 표기"
4,낙찰된 목록 현황 외자조회,sucsfbidAmt,최종낙찰금액,21,0,0,"최종낙찰은 개찰순위 순서대로 협상등을 통해 최종 낙찰된정보를 의미하며 최종낙찰금액은 최종낙찰된 금액 (원화,원)으로 개찰완료된건에 대하여 제공"
4,낙찰된 목록 현황 외자조회,sucsfbidRate,최종낙찰률,18,0,0,예정가격대비 최종낙찰금액으로 최종낙찰금액/예정가격 * 100 으로 계산되며 개찰완료된 건에 대하여 제공 (%)
4,낙찰된 목록 현황 외자조회,rlOpengDt,실개찰일시,19,0,2016-05-02 15:00:00,실제 개찰일시  “YYYY-MM-DD HH:MM:SS” 
4,낙찰된 목록 현황 외자조회,dminsttCd,수요기관코드,7,0,7000705,실제 수요기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
4,낙찰된 목록 현황 외자조회,dminsttNm,수요기관명,200,0,순천대학교,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 자체전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
4,낙찰된 목록 현황 외자조회,rgstDt,등록일시,19,1,2016-05-12 10:24:42,"등록일시 ""YYYY-MM-DD HH:MM:SS"""
4,낙찰된 목록 현황 외자조회,FnlSucsfDate,최종낙찰일자,10,0,2017-12-14,최종낙찰된 일자로 개찰완료된 건에 대하여 제공
4,낙찰된 목록 현황 외자조회,fnlSucsfCorpOfcl,최종낙찰업체담당자,35,0,한갑수,최종낙찰된 업체의 담당자명으로 개찰완료된 건에 대하여 제공
5,개찰결과 물품 목록 조회,resultCode,결과코드,2,1,00,결과코드
5,개찰결과 물품 목록 조회,resultMsg,결과메세지,50,1,정상.,결과메세지
5,개찰결과 물품 목록 조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
5,개찰결과 물품 목록 조회,pageNo,페이지 번호,4,1,1,페이지 번호
5,개찰결과 물품 목록 조회,totalCount,데이터 총 개수,4,1,17,데이터 총 개수
5,개찰결과 물품 목록 조회,bidNtceNo,입찰공고번호,11,1,20160436430,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
5,개찰결과 물품 목록 조회,bidNtceOrd,입찰공고차수,3,1,000,입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수
5,개찰결과 물품 목록 조회,bidClsfcNo,입찰분류번호,5,1,1,동일한 입찰공고번호에 대한 집행일련번호
5,개찰결과 물품 목록 조회,rbidNo,재입찰번호,3,1,000,재입찰번호
5,개찰결과 물품 목록 조회,bidNtceNm,입찰공고명,100,1,아산~선운사간 군도 확포장공사 관급자재 가드레일 구입,공사명 또는 사업명이라고도 하며 입찰공고 내용을 요약한 이름
5,개찰결과 물품 목록 조회,opengDt,개찰일시,19,1,2016-05-04 16:00:00,조달업체가 제출한 입찰서를 개찰하는 일시 (개찰예정일시) “YYYY-MM-DD HH:MM:SS”
5,개찰결과 물품 목록 조회,prtcptCnum,참가업체수,6,0,1,참가업체수
5,개찰결과 물품 목록 조회,opengCorpInfo,개찰업체정보,500,1,(주)리더스산업^4038136026^박인순^123400000^99.516,"개찰업체정보
다수 낙찰자의 경우 ”낙찰예정자 다수”와 개찰순위 1위의 투찰금액과 투찰율
을 보여줌 
단일 낙찰자 의 경우 업체명과 사업자번호, 대표자명, 투찰금액, 투찰율을 보여줌
단, 협상에 의한 계약일 경우는 투찰금액,투찰율 안나옴"
5,개찰결과 물품 목록 조회,progrsDivCdNm,진행구분코드명,4,1,개찰완료,"진행구분이 
유찰, 개찰완료, 재입찰로 구분 됨"
5,개찰결과 물품 목록 조회,inptDt,입력일시,19,0,2016-05-05 18:21:59,입력일시 “YYYY-MM-DD HH:MM:SS”
5,개찰결과 물품 목록 조회,rsrvtnPrceFileExistnceYn,예비가격파일존재여부,1,1,Y,예비가격파일존재여부(Y/N)
5,개찰결과 물품 목록 조회,ntceInsttCd,공고기관코드,7,1,1230152,공고를 하는 기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
5,개찰결과 물품 목록 조회,ntceInsttNm,공고기관명,200,0,조달청 전북지방조달청,수요기관의 의뢰를 받아 공고하는 기관의 명
5,개찰결과 물품 목록 조회,dminsttCd,수요기관코드,7,0,4780000,실제 수요기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
5,개찰결과 물품 목록 조회,dminsttNm,수요기관명,200,0,전라북도 고창군,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 자체전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
5,개찰결과 물품 목록 조회,opengRsltNtcCntnts,개찰결과공지내용,4000,0,본 건은 최종낙찰자가 없습니다. 사유 : 적격자없음,"입찰공고번호, 입찰공고차수, 입찰분류번호, 재입찰번호 에 해당하는 공지사항 내용"
6,개찰결과 공사 목록 조회,resultCode,결과코드,2,1,00,결과코드
6,개찰결과 공사 목록 조회,resultMsg,결과메세지,50,1,정상.,결과메세지
6,개찰결과 공사 목록 조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
6,개찰결과 공사 목록 조회,pageNo,페이지 번호,4,1,1,페이지 번호
6,개찰결과 공사 목록 조회,totalCount,데이터 총 개수,4,1,17,데이터 총 개수
6,개찰결과 공사 목록 조회,bidNtceNo,입찰공고번호,11,1,20160329825,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
6,개찰결과 공사 목록 조회,bidNtceOrd,입찰공고차수,3,1,000,입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수
6,개찰결과 공사 목록 조회,bidClsfcNo,입찰분류번호,5,1,0,동일한 입찰공고번호에 대한 집행일련번호
6,개찰결과 공사 목록 조회,rbidNo,재입찰번호,3,1,000,재입찰번호
6,개찰결과 공사 목록 조회,bidNtceNm,입찰공고명,100,1,울산본항 유지준설공사,공사명 또는 사업명이라고도 하며 입찰공고 내용을 요약한 이름
6,개찰결과 공사 목록 조회,opengDt,개찰일시,19,1,2016-05-03 11:00:00,조달업체가 제출한 입찰서를 개찰하는 일시 (개찰예정일시)  “YYYY-MM-DD HH:MM:SS”
6,개찰결과 공사 목록 조회,prtcptCnum,참가업체수,6,0,20,참가업체수
6,개찰결과 공사 목록 조회,opengCorpInfo,개찰업체정보,500,1,해동건설 주식회사^5058141413^최태환^8446027000^86.027,"개찰업체정보
다수 낙찰자의 경우 ”낙찰예정자 다수”와 개찰순위 1위의 투찰금액과 투찰율
을 보여줌 
단일 낙찰자 의 경우 업체명과 사업자번호, 대표자명, 투찰금액, 투찰율을 보여줌
단, 협상에 의한 계약일 경우는 투찰금액,투찰율 안나옴"
6,개찰결과 공사 목록 조회,progrsDivCdNm,진행구분코드명,4,1,개찰완료,"진행구분이 
유찰, 개찰완료, 재입찰로 구분 됨"
6,개찰결과 공사 목록 조회,inptDt,입력일시,19,0,2016-05-03 13:20:39,입력일시 “YYYY-MM-DD HH:MM:SS”
6,개찰결과 공사 목록 조회,rsrvtnPrceFileExistnceYn,예비가격파일존재여부,1,1,Y,예비가격파일존재여부(Y/N)
6,개찰결과 공사 목록 조회,ntceInsttCd,공고기관코드,7,1,1230130,공고를 하는 기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
6,개찰결과 공사 목록 조회,ntceInsttNm,공고기관명,200,0,조달청 부산지방조달청,수요기관의 의뢰를 받아 공고하는 기관의 명
6,개찰결과 공사 목록 조회,dminsttCd,수요기관코드,7,0,B551938,실제 수요기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
6,개찰결과 공사 목록 조회,dminsttNm,수요기관명,200,0,울산항만공사,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 자체전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
6,개찰결과 공사 목록 조회,opengRsltNtcCntnts,개찰결과공지내용,4000,0,본 건은 최종낙찰자가 없습니다. 사유 : 적격자없음,"입찰공고번호, 입찰공고차수, 입찰분류번호, 재입찰번호에 해당하는 공지사항 내용"
7,개찰결과 용역 목록 조회,resultCode,결과코드,2,1,00,결과코드
7,개찰결과 용역 목록 조회,resultMsg,결과메세지,50,1,정상.,결과메세지
7,개찰결과 용역 목록 조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
7,개찰결과 용역 목록 조회,pageNo,페이지 번호,4,1,1,페이지 번호
7,개찰결과 용역 목록 조회,totalCount,데이터 총 개수,4,1,17,데이터 총 개수
7,개찰결과 용역 목록 조회,bidNtceNo,입찰공고번호,11,1,20160500698,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
7,개찰결과 용역 목록 조회,bidNtceOrd,입찰공고차수,3,1,000,입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수
7,개찰결과 용역 목록 조회,bidClsfcNo,입찰분류번호,5,1,1,동일한 입찰공고번호에 대한 집행일련번호
