id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
24,20241216812-00,2025년 지능형교통체계(ITS) 네트워크 유지관리 용역 견적제출 안내 공고,성남도시개발공사,서울/경기,104204000,104787075,+3% ~ -3%,0,88,75,기/연기/수의,0.55955
25,20241216617-00,자동차전용도로 자동제어시스템 유지관리 점검용역(2025년),서울시설공단,서울,69338000,68886125,+3% ~ -3%,0,88,20,연기/수의,-0.65170
26,2024-26602,24-A-00부대 통신공사(1494),국군재정관리단,서울,591458820,592571540,+2% ~ -2%,41198348,87.745,873,기/A값/순,0.18813
27,20241210833-00,서라벌고등학교 고교학점제 공간 조성 사업 조성 통신 공사 (긴급공고),서울특별시교육청,서울,61710000,61543725,+2% ~ -2%,9082379,87.745,1074,기/A값/순,-0.26945
28,20241211533-00,고객안전실 근무환경 개선에 따른 전자공사(을지로입구역 등 9역),서울교통공사,서울,43006890,42998025,+3% ~ -3%,2730083,87.745,971,기/A값/수의,-0.02062
29,20241208163-00,북한산국립공원 탐방안내소 신축사업 물품(빌딩자동제어장치) 구매·설치,국립공원공단,서울,121930600,121475850,+2% ~ -2%,0,87.995,21,물품/기,-0.37296
30,20241208445-00,천연동 복합센터 건립사업 신축공사(통신) (긴급공고),서울특별시,서울,450726000,447104475,+3% ~ -3%,30198513,87.745,1073,기/A값/순,-0.80349
31,20241209149-00,2025년 네트워크 장비 유지관리 및 현장대응 용역,경기도,서울/경기,107331000,107276850,+3% ~ -3%,0,88,31,기/수의,-0.05046
32,20241210319-00,2024년 관악구 주거·상업지역 지능형 CCTV 설치 공사 (긴급공고),서울특별시,서울,713620000,716965150,+3% ~ -3%,48854539,87.745,973,기/A값/순,0.46875
33,20241209755-00,고속철도 스마트SOC 시스템 감시화면 통신망 구축 공사,한국철도공사,서울/부산/대구/경기/충북/충남/경북,71830000,71308550,+2% ~ -2%,0,87.745,3787,기/수의,-0.72596
34,20241206508-00,노원구민의전당 사무동 리모델링 통신공사 (긴급공고),서울특별시,서울,512446000,507494550,+3% ~ -3%,33929965,87.745,1066,A값/순,-0.96624
35,20241207575-00,신계초 급식실 증축 및 기타 통신공사,서울특별시교육청,서울,81980000,81381200,+3% ~ -3%,2999567,87.745,1146,기/A값/수의,-0.73043
36,20241207521-00,3호선 녹번역 등 2역 승강편의시설 설치 정보통신공사(62공구),서울교통공사,서울,47636700,47560175,+3% ~ -3%,3202312,87.745,1012,기/A값/수의,-0.16065
37,20241204919-00,2025년 난지물재생센터 수질계측 유지관리 용역 (긴급공고),서울특별시/서울특별시,서울,292098000,292311250,+3% ~ -3%,0,86.745,80,기,0.07300
38,20241202421-00,2025년 서울안전통합센터 충무시설 영상·음향시스템 유지관리용역,서울특별시,서울,63266000,63118500,+3% ~ -3%,0,87.745,38,기,-0.23315
39,20241206842-00,2025년 주행형단속시스템 유지보수 용역,경기도,서울/경기,77877000,77544725,+3% ~ -3%,0,88,46,기/수의,-0.42667
40,20241203206-00,2025년 광진구시설관리공단 정보통신시스템 통합 유지보수 용역,서울특별시광진구시설관리공단,서울,162380000,161821450,+3% ~ -3%,0,87.745,11,기,-0.34398
41,20241201948-00,2025년 노후경유차 운행제한 단속시스템 유지관리 용역,인천광역시,서울/인천/경기,209281000,211269725,+3% ~ -3%,0,87.745,21,기/협정,0.95026
42,20241200508-00,2025년 경기도의료원 정보보호시스템 유지보수 용역,경기도의료원,서울/경기,142000000,143545350,+3% ~ -3%,0,87.745,36,,1.08827
43,20241135632-00,2~4호선 종합정보플랫폼 표출장치 설치 정보통신공사,서울교통공사,전국/서울/경기,4349644900,4356158550,+3% ~ -3%,320428749,86.745,363,기/A값/실적/순/의무,0.14975
44,2024-25877,[일반-24-235-4] 00진지 생활관 신축 통신공사,수도방위사령부,서울,304019000,303258451,+2% ~ -2%,19559512,87.745,913,기/A값/순,-0.25017
45,20241203726-00,[긴급]문백초 그린스마트 미래학교 리모델링 통신공사 (긴급공고),서울특별시교육청,서울,288233000,292346150,+3% ~ -3%,20080667,87.745,1067,기/A값/순,1.42702
46,20241200094-00,[긴급]신남초 교사 개축 장기계속 관급자재[방송장비] 구매 (긴급공고),서울특별시교육청,서울/경기,278714000,279380175,+3% ~ -3%,0,87.995,67,물품,0.23901
47,20241135055-00,L2 연구동 건설공사(통신) (긴급공고),서울지방조달청/한국과학기술연구원,전국/서울,4101907000,4103496550,+2% ~ -2%,265650527,86.745,1041,기/A값/순/의무,0.03875
48,20241134279-00,빈집활용사업(초행지붕-수유2) 정보통신공사,서울주택도시공사,서울,97230000,96301975,+3% ~ -3%,5457348,87.745,1010,기/A값/순/협정,-0.95447
49,20241139999-00,청년창업공간 조성공사(통신),서울특별시,서울,216260000,212566875,+3% ~ -3%,13960394,87.745,1120,기/A값/순,-1.70773
50,20241144450-00,2025년 정보보호시스템 유지관리 용역 (긴급공고),경기도,서울/경기,310713510,309027950,+3% ~ -3%,0,86.745,51,기,-0.54249
51,20241143500-00,2025년 인터넷전화시스템 유지관리 용역,경기도,서울/경기,73209000,74080225,+3% ~ -3%,0,88,56,수의,1.19005
52,20241142908-00,서울대학교 첨단융합학부(관악 18동) 공간조성 4단계 통신공사 (긴급공고),서울대학교,서울,83490000,83561025,+2% ~ -2%,5039708,87.745,1106,기/A값/순,0.08507
53,20241135561-00,한국전력 관악동작지사 위탁개발 통신공사,한국자산관리공사,전국/서울,3205851000,3205209850,+2% ~ -2%,203750095,86.745,1168,기/A값/순/의무,-0.02000
54,20241140821-00,홍은중 방송장비 및 선로개선 통신공사 (긴급공고),서울특별시교육청,서울,232430000,229988950,+3% ~ -3%,14237281,87.745,1096,기/A값/순,-1.05024
55,20241140336-00,분당선 한티역 등 20개역 승강장안전문 UPS부품 개량공사,한국철도공사,서울/경기,83559300,82914475,+2% ~ -2%,0,87.745,2662,기,-0.77170
56,20241137850-00,회의실 화상회의시스템 구매 설치,서울교통공사,서울,462516370,458255475,+3% ~ -3%,0,80.495,24,물품/기,-0.92125
57,20241138589-00,세미나실 인프라 시스템 확장,한국과학기술원,서울/경기,84600000,84446700,+2% ~ -2%,0,88,33,물품/기/수의,-0.18121
58,20241134655-00,신청사 자가 정보통신망 및 구내통신망 공사,서울특별시,서울,533335000,527324350,+3% ~ -3%,33337868,87.745,1064,기/A값/순,-1.12700
59,20241136165-00,관급자재(방송통신 LED전광판) 구매 설치-서울청년센터 성북 신축 정보통신공사,서울특별시,서울,63899000,64464550,+3% ~ -3%,0,87.995,37,물품/기,0.88506
60,20241130649-00,소방관서 IP행정교환기 증설 및 부가장비 구매,서울특별시/서울특별시,서울,163013000,161206900,+3% ~ -3%,0,84.245,33,물품/기,-1.10795
61,20241130459-00,명동주민센터 신축 통신공사,서울특별시,서울,274865000,274377175,+3% ~ -3%,20446951,87.745,1115,기/A값/순,-0.17748
62,20241123763-02,2025년 중랑물재생센터 슬러지 계면측정기 유지관리용역 (정정공고),서울특별시,서울,100000000,99419500,+3% ~ -3%,0,88,111,낙찰정정/기/정/수의,-0.58050
63,20241132793-00,2025년도 서울캠퍼스 통신설비(선로 및 전자교환기) 유지보수 용역 (재공고),한국과학기술원,서울/경기,69500000,69239750,+2% ~ -2%,0,88,29,기/수의,-0.37447
64,E012410414,신림로 지중화 관련 광케이블 이설공사(ICT운영부),한국전력공사,서울,58139400,57864246,+2% ~ -2%,0,87.745,791,기/수의,-0.47327
65,20241128923-00,2025년 중랑물재생센터 수질계측 유지관리용역,서울특별시,서울,393412000,390773225,+3% ~ -3%,0,86.745,84,기,-0.67075
66,20241132020-00,통합관제센터 노후 정보통신장비 교체(긴급) (긴급공고),서울특별시,서울,190784000,192994275,+3% ~ -3%,0,84.245,29,물품/기,1.15852
67,20241127382-00,2025년 예술의전당 전산시스템 통합유지보수 용역,예술의전당,서울,70000000,69606250,+2% ~ -2%,0,84.245,26,기,-0.56250
68,20241129821-00,어린이박물관 조성 통신공사(장기계속공사) (긴급공고),서울특별시/서울특별시,서울,377773000,377466125,+3% ~ -3%,23829035,87.745,1079,기/A값/순,-0.08124
69,20241125152-00,2025년 교통신호제어용 차량검지기 설치공사(연간단가),서울특별시,서울,193000000,193196900,+3% ~ -3%,10535316,87.745,260,기/A값/순,0.10202
70,20241123613-00,2025년 본관 청사 통신공사(연간단가),서울특별시,서울,261212500,263291125,+3% ~ -3%,13171831,87.745,1082,기/A값/순,0.79576
71,20241124651-00,길음2동 주민센터 공용청사 신축 정보통신공사,서울특별시,서울,627167000,630887700,+3% ~ -3%,38444447,87.745,1058,기/A값/순,0.59325
72,20241124100-00,서울답십리초 외 1교(청량고) 석면해체제거 통신공사,서울특별시교육청,서울,76744000,76706875,+3% ~ -3%,4636013,87.745,1140,기/A값/수의,-0.04838
73,20241125257-00,천호역 공영주차장 전력감시시스템 구축공사,서울시설공단,서울,62568000,62037925,+3% ~ -3%,151177,87.745,1063,기/A값/수의,-0.84720
74,2024-24251,(24-집-2) 00부대 안보교육관 대체시설 공사(통신),육군,서울,13837340,13891639,+2% ~ -2%,0,87.745,519,기/수의,0.39240
75,20241124232-00,2024년도 통신케이블 증설 및 개량 정보통신공사,서울교통공사,서울,54096900,53199475,+3% ~ -3%,643643,87.745,1091,기/A값/수의,-1.65893
76,20241119568-00,[긴급] 서울영풍초 석면해체제거 통신공사 (긴급공고),서울특별시교육청,서울,73728000,72819900,+3% ~ -3%,2163084,87.745,1048,기/A값/순,-1.23169
77,20241119555-00,[긴급] 서울마천초 석면해체제거 통신공사 (긴급공고),서울특별시교육청,서울,94104000,93783150,+3% ~ -3%,2777668,87.745,1060,기/A값/순,-0.34096
78,20241106920-00,혜화경찰서 청사 신축관련 통신 공사,서울지방조달청/경찰청,전국/서울,2105148000,2103206050,+2% ~ -2%,139828377,86.745,1254,기/A값/순/의무,-0.09225
79,20241117713-00,2025년 인터넷 전화 교환(IPT) 유지관리 용역,경기도,서울/경기,131000000,130876250,+3% ~ -3%,0,87.745,12,기,-0.09447
80,20241116316-00,본사 대회의실 회의시스템 구매 설치,서울교통공사,서울,105438030,104484125,+3% ~ -3%,0,87.995,25,물품/기,-0.90471
81,20241114507-00,풍납동 토성 안내센터 대수선 정보통신공사,서울특별시,서울,124547500,122224750,+3% ~ -3%,7807981,87.745,1116,기/A값/순,-1.86496
82,20241112762-00,2025년 한강공원 CCTV 유지관리 용역(하류),서울특별시/서울특별시,서울,163452300,163594125,+3% ~ -3%,0,87.745,275,기,0.08676
83,20241112707-00,2025년 한강공원 CCTV 유지관리 용역(상류),서울특별시/서울특별시,서울,163452300,164449025,+3% ~ -3%,0,87.745,270,기,0.60979
84,20241114918-00,강서양천교육지원청 스마트청사 IP전화기 및 VoIP 방화벽 구입,서울특별시교육청,서울,143160050,142373075,+3% ~ -3%,0,84.245,44,물품,-0.54972
85,20241112396-00,2025년 유량계 원격감시반 유지보수 용역(연간단가),서울특별시/서울특별시,서울,262643000,259926675,+3% ~ -3%,0,86.745,21,기,-1.03423
86,E012410147,논현-선릉 등 2개 전력구 운영시스템 설치공사(강남전력지사),한국전력공사,서울/경기,117940900,117871066,+2% ~ -2%,7047344,87.745,1381,기/A값/순/협정,-0.05922
87,20241110733-00,보조상황판 교체 및 부가장비 구매,서울특별시/서울특별시,서울,144678000,145143550,+3% ~ -3%,0,84.245,61,물품/기,0.32178
88,20241117148-00,노량진1동 임시청사 공간개선 공사(통신) (긴급공고),서울특별시,서울,92840000,91497600,+3% ~ -3%,5032530,87.745,1177,기/A값/수의,-1.44593
89,20241117147-00,장미문화센터 증축 및 리모델링공사(통신),서울특별시,서울,74180000,74078225,+3% ~ -3%,2889873,87.745,1162,기/A값/수의,-0.13721
90,20241107987-00,2025년 SBA 운영 보안시스템 통합 유지보수,(재)서울경제진흥원,서울,128300000,128642925,+3% ~ -3%,0,87.745,35,기,0.26728
91,20241101469-00,"2024년 서울청 국도ITS 시관리 구간 구축공사(서울시,인천시)",인천지방조달청/국토교통부,서울/인천,872850000,877290650,+2% ~ -2%,44281860,87.745,1301,기/A값/순/협정,0.50875
92,20241110385-01,국사봉터널 재방송설비 물품 제조.구매 설치(교체) (긴급공고) (정정공고),서울특별시,서울/인천/경기,45562000,45866900,+3% ~ -3%,0,88,20,물품/정,0.66919
93,20241110684-00,여청수사계 통합청사 조성 리모델링 통신공사,경찰청,서울,74556000,74463200,+2% ~ -2%,0,87.745,1113,기/수의,-0.12448
94,20241109444-00,제기동 고대앞마을 주민사랑방 신축 통신공사,서울특별시,서울,60214000,60862575,+3% ~ -3%,3042521,87.745,1122,기/A값/수의,1.07711
95,20241107876-00,아동청소년 이색 레포츠 복합 체험시설 신축 통신공사 (긴급공고),서울특별시,서울,415635000,423571600,+3% ~ -3%,27059528,87.745,1090,A값/순,1.90951
96,20241108701-00,위례터널외 3개소 노후 방재설비 개량 통신공사 (긴급공고),서울특별시/서울특별시,서울,288184000,287965025,+3% ~ -3%,15499761,87.745,1093,기/A값/순,-0.07599
97,20241104564-00,교통관리시스템 노후 무인통신중계소 통합교체 공사,서울시설공단,서울,214956000,216098000,+3% ~ -3%,10247141,87.745,1071,기/A값/순,0.53127
98,20241103845-00,2025년 정보통신 및 정보보안 통합유지관리용역,서울특별시/서울특별시,서울,181313000,182223700,+3% ~ -3%,0,87.745,45,기,0.50228
99,20241101992-00,2025년 행정정보통신망 설치공사(연간단가),서울특별시,서울,80500000,80572500,+3% ~ -3%,5137164,87.745,1014,기/A값/순,0.09006
100,20241103630-00,2025년 정보화시스템 유지보수 용역 (긴급공고),서울특별시/서울특별시,서울,128920000,128948400,+3% ~ -3%,0,87.745,52,,0.02202
101,20241102397-00,2025년 서울역사박물관 방송통신반시설 유지보수 용역 (긴급공고),서울특별시/서울특별시,서울,188188000,189151575,+3% ~ -3%,0,87.745,69,기,0.51202
102,20241101609-00,시립반다비체육센터 건립 통신공사,서울특별시/서울특별시,서울,702678582,712342200,+3% ~ -3%,52797917,87.745,1056,기/A값/순,1.37525
103,20241106979-00,국립전통예술고등학교 기숙사 환경개선 통신공사,문화체육관광부,서울,77440000,78023950,+2% ~ -2%,0,87.745,1146,기/수의,0.75406
104,20241105994-00,서울전동초 체육관 전면보수 통신공사,서울특별시교육청,서울,27900000,27946100,+3% ~ -3%,1470709,87.745,921,기/A값/수의,0.16523
105,20241104225-00,중화2동 공원지하 공영주차장 확충공사(통신) (긴급공고),서울특별시,서울,215970000,213231000,+3% ~ -3%,12148651,87.745,1101,기/A값/순,-1.26824
106,20241102517-00,민락국민체육센터 LED 전광판 구입 설치,의정부도시공사,서울/경기,49260000,49233325,+3% ~ -3%,0,88,84,물품/기/수의,-0.05416
107,20241103116-00,수서평택고속선 오산SS 등 11개소 영상감시설비 이설 공사,한국철도공사,서울/경기,53530000,53748075,+2% ~ -2%,0,87.745,2703,기/수의,0.40738
108,20241101079-00,피싱범죄수사계 청사 리모델링 통신공사,경찰청,서울,57080500,56535125,+2% ~ -2%,0,87.745,1109,기/수의,-0.95545
109,20241100743-00,2024년 IoT사업 기타망 구축 공사 (재공고),서울특별시교육청,서울,380800200,377112175,+3% ~ -3%,9015848,87.745,1039,기/A값/순,-0.96850
110,20241033630-00,모래내공원 지하공영주차장 건설공사(통신),서울특별시,서울,120089000,118712850,+3% ~ -3%,7406854,87.745,1219,기/A값/수의,-1.14595
111,2024-22599,태성대아파트 리모델링 공사(통신),공군항공안전단,서울,8027450,8002450,+2% ~ -2%,0,87.745,270,기/수의,-0.31144
112,20241031649-00,5호선 까치산역 승강편의시설(E/L) 설치공사(64공구-2단계 정보통신),서울교통공사,서울,48399120,48864150,+3% ~ -3%,2918798,87.745,998,기/A값/수의,0.96082
113,20241027545-00,경부선 서울역 등 107역 시각장애인용 음성유도기 개량공사,한국철도공사,서울/인천/경기,439605000,440782100,+2% ~ -2%,30809073,87.745,2979,기/A값/순,0.26776
114,20241020518-00,도급 사무실 환경개선 네트워크 공사 업체 선정,(주)코스콤,서울,249018000,248879850,+2% ~ -2%,13940289,87.745,582,기/A값/순,-0.05548
115,20241012702-03,협회 신사옥 리모델링 공사(통신) (정정공고),한국정보통신기술협회,서울/경기,82500000,81909950,+2% ~ -2%,7154160,87.745,53,기/정/A값/순/현필/내역,-0.71522
116,20241027993-00,서울(1)역 고객안전실 환경개선에 따른 정보통신공사,서울교통공사,서울,22319700,22482125,+3% ~ -3%,1392650,87.745,852,기/A값/수의,0.72772
117,20241024455-00,신용보증기금 광진지점 리모델링 공사(통신) (긴급공고),신용보증기금,서울,77022000,75925625,0% ~ -5%,4824787,87.745,1097,기/A값/순,-1.42346
118,20241024279-00,2024년 홈 오토시스템 교체 공사(성수아이파크),서울특별시,서울,131230000,130501075,+3% ~ -3%,2565235,87.745,1191,기/A값/수의,-0.55546
119,20241014494-00,국립재활원 음압격리병실 구축 사업 통신공사,서울지방조달청/보건복지부,서울,378061000,378128150,+2% ~ -2%,26220707,87.745,1035,기/A값/순/협정,0.01776
120,E012408828,’24년도 노량진변전소 무인보안시스템 교체공사(전자제어부),한국전력공사,서울,65826200,65741383,+2% ~ -2%,1585192,87.745,825,기/A값/순,-0.12885
121,20241025235-00,4호선 사당역 보안관실 신규조성 정보통신공사,서울교통공사,서울,18119600,18085775,+3% ~ -3%,873161,87.745,781,기/A값/수의,-0.18668
122,20241021669-00,경의선 수색역 등 7개역 승강장안전문 장애물검지센서 교체공사,한국철도공사,서울/경기,304620000,305364875,+2% ~ -2%,9102222,87.745,2703,기/A값/순,0.24452
123,20241020924-00,본·신관 비상방송설비 교체공사,한국방송공사,서울,91500000,90706050,+2% ~ -2%,0,85,150,기,-0.86771
124,20241020109-00,이문빌딩 신축공사(통신) (긴급공고) (재공고),학교법인동원육영회,서울/인천/경기,495000000,492162425,+3% ~ -3%,0,87.745,248,기,-0.57325
125,20241021002-00,은평병원 현대화사업(리모델링) 통신공사(장기계속),서울특별시/서울특별시,전국/서울,1966989200,1978884625,+3% ~ -3%,116573147,86.745,1100,기/A값/순/의무,0.60475
126,20241025706-00,수도권서부 종합금융센터 사무환경 조성공사(통신) 업체 선정 (긴급공고),한국주택금융공사,서울,212960000,212227975,+2% ~ -2%,14125857,87.745,1093,기/A값/순,-0.34374
127,20241025118-00,가락시장 채소2동 질서관리용 CCTV설치 공사,서울특별시농수산식품공사,서울,156800000,156213600,+3% ~ -3%,8242623,87.745,1243,기/A값/수의,-0.37398
128,20241024377-00,중앙선 청량리역 등 8역 역무자동화설비 이설 기타공사,한국철도공사,서울/경기,141533000,141045850,+2% ~ -2%,0,87.745,3052,기/수의,-0.34420
129,20241009986-00,경부선 구로역 신축에 따른 통신설비 신설공사(총체 및 1차),한국철도공사,전국/서울,2241737000,2217638375,+2% ~ -2%,136733800,86.745,1242,기/A값/순/의무,-1.07500
130,20241024327-00,5호선 행당역 외 2역 외부출입구 캐노피 설치 정보통신공사,서울교통공사,서울,46045900,46215075,+3% ~ -3%,3017346,87.745,1014,기/A값/수의,0.36740
131,20241015675-00,남산 및 낙산공원 CCTV 개선사업,서울특별시/서울특별시,서울,545739000,544876775,+3% ~ -3%,29569107,87.745,1061,기/A값/순,-0.15800
132,E012408654,전력구 PS-LTE 비상통신망 시설공사(동서울전력지사),한국전력공사,서울/경기,75750400,76124752,+2% ~ -2%,1859619,87.745,2324,기/A값/순,0.49419
133,20241019630-00,2025년 정보시스템 유지관리 용역 (긴급공고),서울특별시/서울특별시,서울,132448000,133566925,+3% ~ -3%,0,87.745,55,,0.84480
134,20241014719-00,스팸대응시스템 안정적 운영을 위한 IDC 케이블 재설치 공사 용역,한국인터넷진흥원,서울,68308045,67827725,+2% ~ -2%,3809998,87.745,617,기/A값/순/협정,-0.70317
135,20241005515-00,2024년 임대아파트 CCTV 교체공사,서울주택도시공사,전국/서울,1133913000,1149660275,+3% ~ -3%,73207076,86.745,1177,기/A값/순/의무,1.38875
136,20241013949-00,개봉지하차도 등 2개소 자동사고감지설비 구축 공사,서울특별시/서울특별시,서울,404470000,406778575,+3% ~ -3%,14118635,87.745,1070,기/A값/순,0.57076
137,20241017702-00,CCTV망 노후설비 정비 공사,서울특별시,서울,26524960,26701600,+3% ~ -3%,290542,87.745,902,기/A값/수의/협정,0.66593
138,20241014787-00,상도로2단계 지중화와 신청사 이전에 따른 자가정보통신망 공사,서울특별시,서울,493240000,490278125,+3% ~ -3%,32911772,87.745,1075,기/A값/순,-0.60050
139,20241014716-00,중앙선 왕십리역 등 16개소 여객자동안내장치 개량공사,한국철도공사,서울/경기/강원,575592000,576048200,+2% ~ -2%,35918391,87.745,3052,기/A값/순,0.07925
140,E012408573,노량진-사당 구간 광케이블 선통 공사(전자제어부),한국전력공사,서울,52260604,52429375,+2% ~ -2%,495442,87.745,810,기/A값/순,0.32294
141,E012408482,345kV 신양재S/S CCTV 교체공사(강남전력지사),한국전력공사,서울,87167300,87186736,+2% ~ -2%,5563374,87.745,816,기/A값/순,0.02229
142,20241004497-00,나라키움 관악 복합관사 개발사업 통신공사,한국자산관리공사,서울,664104000,667623800,+2% ~ -2%,37365488,87.745,1047,기/A값/순/협정,0.53000
143,20241010548-00,6호선 구산역 승강편의시설 설치(51공구)관련 전자공사,서울교통공사,서울,36789190,36816450,+3% ~ -3%,2259347,87.745,984,기/A값/수의,0.07409
144,20241010475-00,경부선 영등포~신도림 간 LTE-R 광케이블 철거설치 타공사,한국철도공사,서울,156312000,156444550,+2% ~ -2%,0,87.745,1129,기,0.08479
145,20241008388-00,2호선 신설동역 승강편의시설 설치 정보통신공사(59공구),서울교통공사,서울,43300800,43273800,+3% ~ -3%,2897865,87.745,1026,기/A값/수의,-0.06236
146,20241006617-00,2024년 IoT사업 기타망 구축 공사,서울특별시교육청,서울,380800200,375494750,+3% ~ -3%,9015848,87.745,1073,기/A값/순,-1.39324
147,E012408322,개포전력구 운영시스템 이설공사(송전운영부),한국전력공사,서울,68079000,68141084,+2% ~ -2%,727433,87.745,325,기/A값/순/협정,0.09119
148,20241006615-00,보훈회관 이전 예정지 (구 방화2동 주민센터) 리모델링 공사(통신),서울특별시,서울,59139000,58439150,+3% ~ -3%,3564360,87.745,1148,기/A값/수의,-1.18340
149,20241003694-04,동축산물검역검사 생물안전연구시설(BL3) 설치 통신공사 (정정공고),농림축산식품부,서울,160993000,162937050,+2% ~ -2%,9287858,87.745,1054,기/정/A값/순,1.20753
150,20241003548-03,청소년커뮤니티카페 및 아동보호전문기관 리모델링 공사(통신) (정정공고),서울특별시,서울,37153000,37381350,+3% ~ -3%,1937105,87.745,982,기/정/A값/수의,0.61462
151,20241004720-00,서울국제금융오피스 16층 신규 공간 조성 공사(통신),(재)서울경제진흥원,서울,14927000,14807900,+3% ~ -3%,590742,87.745,712,기/A값/수의,-0.79789
152,20241002387-00,2024년 하반기 기술분야 근무환경 개선 정보통신공사,서울교통공사,서울,18080800,18052875,+3% ~ -3%,890093,87.745,769,기/A값/수의,-0.15445
153,2024-21047,주대-3 00관 보수공사(통신),육군사관학교,서울,26354060,26470773,+2% ~ -2%,0,87.745,726,기/수의,0.44286
154,20241003259-00,5호선 상일동역 승강편의시설 설치(58공구)관련 전자공사,서울교통공사,서울,81594460,80339375,+3% ~ -3%,5069775,87.745,1143,기/A값/수의,-1.53820
155,20240926462-00,저탄소분야 학과(친환경산업디자인과) 신설 인테리어 리모델링 공사(통신),한국폴리텍1대학,서울,99675000,99467500,+2% ~ -2%,0,87.745,1180,기/수의,-0.20818
156,20241003269-00,중랑구 제2교육지원센터 신축공사(통신) (긴급공고),서울특별시,서울,182710000,181544350,+3% ~ -3%,11373469,87.745,1085,기/A값/순,-0.63798
