id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
27,20221212828-00,2023년 경도의료원 개인정보보호시스템 유지보수 용역,경기도의료원,서울/경기,114000000,112967775,+3% ~ -3%,0,87.745,21,기,-0.90547
28,59342,00부대 빔프로젝터 및 선로 교체사업,육군,서울,24964000,25108386,+2% ~ -2%,0,88.000,99,물품/기/수의,0.57837
29,2022-29060,00지역 취사식당 개수공사(통신),육군사관학교,서울,70057000,70198206,+2% ~ -2%,0,87.745,903,기/수의,0.20155
30,20221224999-00,2023년 터널 및 지하차도 CCTV시스템 유지관리 용역,서울특별시,서울,52684350,53309475,+3% ~ -3%,0,88,46,수의,1.18654
31,20221224103-00,2023년 과학전시관 사무기기 및 네트워크 장비 유지관리 용역 견적 제출 안내 공고,서울특별시교육청서울특별시과학전시관/서울특별시교육청,서울,43155600,43054325,+3% ~ -3%,0,88,17,수의,-0.23468
32,20221218714-00,동양중 방송선로 및 네트워크설비 환경개선공사,서울특별시교육청,서울,189530000,188106225,+2% ~ -2%,5502627,87.745,1039,기/A값/순,-0.75122
33,20221225226-00,(긴급)서울둔촌초 그린스마트 개축 및 리모델링 통신공사(장기계속) (긴급공고),서울특별시교육청,전국/서울,1261249000,1272707500,+3% ~ -3%,81415013,86.745,1082,기/A값/의무,0.90850
34,20221224555-00,(긴급) 2023년 예술의전당 전산시스템 통합유지보수 용역 (긴급공고),예술의전당,서울,69960000,70183025,,0,87.995,15,협정,0.31878
35,20221224020-00,2023년도 서울캠퍼스 통신설비(선로 및 전자교환기) 유지보수 용역,한국과학기술원,서울,64500000,64654050,+2% ~ -2%,0,88,41,수의,0.23883
36,20221222844-00,2023년 터널 및 지하차도 라디오재방송설비 유지관리점검 용역,서울시설공단,서울/인천/경기,65513000,64841050,+3% ~ -3%,0,88,226,기/수의,-1.02568
37,20221219800-00,북가좌2동 복합청사 신축공사(통신) (긴급공고),서울특별시,서울,330242000,328654400,+3% ~ -3%,24364093,87.745,1046,기/A값,-0.48074
38,20221219088-00,신진과학기술고등학교 스마트건설과 재구조화 사업 실습장 조성 통신공사,서울특별시교육청,서울,21560000,21561650,+2% ~ -2%,0,87.745,835,수의,0.00765
39,20221218492-00,2023년 자가통신망 유지보수 용역,경기도,서울/경기,150741000,150247000,+3% ~ -3%,0,87.745,19,,-0.32772
40,20221223695-00,[긴급] (가칭)개원2초 신축 통신공사 입찰 공고 (긴급공고),서울특별시강남서초교육지원청,서울,828422000,824255100,+3% ~ -3%,49746038,87.745,970,기/A값,-0.50300
41,20221213547-02,방송선로 개선 공사 및 고교학점제 학교공간 조성 공사(통신) (긴급공고) (정정공고),서울특별시교육청,서울,87854000,87371725,+2% ~ -2%,856561,87.745,1056,기/정/A값/순,-0.54896
42,2022-28634,00부대 현장지원팀 자가통신망 개통 공사,육군,서울,21599250,21789169,+2% ~ -2%,0,87.745,564,기/수의,0.87928
43,2022-28467,해군 00대대 면회실 신축공사(통신),해군재경근무지원대대,서울,19485000,19609379,+2% ~ -2%,0,87.745,620,기/수의,0.63833
44,20221211133-00,지하차도 침수감시시스템 교체공사,서울시설공단,서울,117050000,117723375,+3% ~ -3%,6412544,87.745,974,기/A값,0.57528
45,20221207693-00,정부서울청사 창성동별관 신축 통신공사 (긴급공고),서울지방조달청/행정안전부,전국/서울,1870949000,1872721775,+2% ~ -2%,123561928,86.745,1124,기/A값/순/의무,0.09475
46,20221217476-00,[긴급] 우암초 방송선로 개선 통신공사 입찰 공고 (긴급공고),서울특별시강남서초교육지원청,서울,104393000,104910325,+3% ~ -3%,6984633,87.745,999,기/A값,0.49555
47,20221217156-00,KTX 열차무선 방호장치 노후 케이블 개량공사,한국철도공사,서울/경기,70354000,70478225,+2% ~ -2%,0,87.745,2646,기/수의,0.17657
48,20221215931-00,분당선 서울숲역 등 31개소 기능실 및 사각지대 영상감시설비 신설 기타공사 (긴급공고),한국철도공사,전국/서울/경기,2020000000,2017298250,+2% ~ -2%,142726718,86.745,2530,기/A값/순/의무,-0.13375
49,20221212335-00,2022년 CCTV 성능개선 공사 (2차),서울특별시,서울,161480000,162396850,+3% ~ -3%,8892227,87.745,1014,기/A값,0.56777
50,20221215098-00,방학중 다가치학교 부분개선 통신공사,서울특별시교육청,서울,88605000,89321425,+3% ~ -3%,0,87.745,1123,기/수의,0.80856
51,20221213921-00,철도교통관제센터 광명 등 4개 콘솔 영상감시설비 개량공사,한국철도공사,서울,79780000,80559900,+2% ~ -2%,0,87.745,1043,기/수의,0.97756
52,20221213788-00,경부선 세류역 등 26개역 기능실 및 사각지대 영상감시설비 신설 기타공사 (긴급공고),한국철도공사,서울/경기,970910000,983177525,+2% ~ -2%,63617527,86.745,2412,기/A값/순,1.26350
53,2022-01-000213-01,경인선 구일역등 9개역 승강장안전문 통신설비 공사(변경공고),국가철도공단,서울/경기/충남,861057000,854654438,+2.5% ~ -2.5%,46918192,86.335,1940,기/정/A값/순/협정,-0.74358
54,20221204977-01,2023년 강동구립도서관 보화 시스템 통합 유지보수 용역 (긴급공고) (공고),재단법인강동문화재단,서울/경기,160112940,158685175,+3% ~ -3%,0,87.745,65,정,-0.89173
55,20221206870-01,당산역 도시고속도로 환승정류장 버스승차대 설치공사(통신) (긴급공고) (정정공고),서울특별시,서울,224403000,224003050,+3% ~ -3%,2352481,87.745,1037,기/정/A값,-0.17823
56,20221212761-00,"오봉초 외 2교(당현초, 신방학중) 장애인편의시설 설치 통신공사",서울특별시교육청,서울,23806000,23868900,+3% ~ -3%,0,87.745,873,기/수의,0.26421
57,20221212758-00,"경기기계공고 외 2교(한천중, 용원초) 석면해체제거 통신공사",서울특별시교육청,서울,78821000,79198200,+3% ~ -3%,0,87.745,1101,기/수의,0.47855
58,20221212710-00,"상원초 외 3교(상경중, 신방학중, 상계고) 석면해체제거 통신공사 (긴급공고)",서울특별시교육청,서울,239922000,239390625,+3% ~ -3%,9625980,87.745,1042,기/A값,-0.22148
59,20221212624-00,2023년 인터넷전화시스템 유지관리 용역,경기도,서울/경기,53521000,53616200,+3% ~ -3%,0,88,24,수의,0.17787
60,20221212402-00,공항초 방송선로 교체공사 (긴급공고),서울특별시교육청,서울,209660000,208697725,+3% ~ -3%,12367438,87.745,1043,기/A값,-0.45897
61,20221212344-00,돈암1동 주민센터 신축 정보통신공사(장기계속) (긴급공고),서울특별시,서울,267233000,266024475,+3% ~ -3%,19633342,87.745,1051,기/A값,-0.45224
62,20221212064-00,강서공고 바닥개선 통신공사 (긴급공고),서울특별시교육청,서울,64790000,64792175,+3% ~ -3%,0,87.745,1106,기/수의,0.00335
63,20221210295-00,양강중 특별교실 증축 통신공사 (긴급공고),서울특별시교육청,서울,119839000,119998750,+3% ~ -3%,6863153,87.745,1053,기/A값,0.13330
64,20221208579-00,정보보호제품 인증시스템 이전 설치 공사,국가보안기술연구소,서울/경기,149886000,150586025,+2% ~ -2%,0,87.745,59,기/수의/협정,0.46703
65,20221204554-00,동교초 신관 방송선로 교체 통신공사,서울특별시교육청,서울,126456000,127548950,+3% ~ -3%,7151211,87.745,1058,기/A값,0.86429
66,2022-27292,000지역 전장망(LAN)구축사업,국방부,서울,19570451,19691759,+2% ~ -2%,0,87.745,20,기/수의,0.61985
67,20221211833-00,2023년 대기환경 옥외전광판 유지보수 용역,인천광역시,서울/인천/경기,51400000,51276975,+3% ~ -3%,0,88,28,수의,-0.23935
68,20221207517-00,삼전근린공원 공영주차장 건설공사(통신) (긴급공고),서울특별시,서울,497455000,501530450,+3% ~ -3%,30657392,87.745,1038,기/A값,0.81926
69,2204360-00,서울지역본부 재난안전상황실 및 모니터링시스템 구축공사,한국토지주택공사,서울/경기,220099000,219331000,+2% ~ -2%,5118382,87.745,2324,기/A값/순,-0.34894
70,20221209949-00,노원고 외 1교(하계중) 석면해체제거 및 기타 통신공사,서울특별시교육청,서울,136241000,136623550,+3% ~ -3%,0,87.745,1163,기/수의,0.28078
71,20221208876-00,정목초 방송선로개선 통신공사 (긴급공고),서울특별시교육청,서울,269193000,265678750,+3% ~ -3%,15298121,87.745,1033,기/A값,-1.30548
72,20221206322-00,경인선 개봉역등 31개소 기능실 및 사각지대 영상감시설비 신설 기타공사 (긴급공고),한국철도공사,서울/인천/경기,949346000,950532700,+2% ~ -2%,64416934,86.745,2724,기/A값/순,0.12500
73,20221206200-00,서울공고 학생보안시설 개선 통신공사,서울특별시교육청,서울,159759000,159349650,+3% ~ -3%,0,87.745,1165,수의,-0.25623
74,20221200253-00,내발산 복합복지센터 신축공사 (통신),서울특별시,서울,248722000,245493025,+3% ~ -3%,15085251,87.745,1049,기/A값,-1.29823
75,20221128744-00,서울대학교 관악 943동 리모델링 통신공사,서울지방조달청/서울대학교,서울,771567000,761397800,+2% ~ -2%,51822288,86.745,978,기/A값/순/협정,-1.31800
76,20221203582-00,2023년 서울시남부교육지원청 행정정보화기기 유지관리 용역,서울특별시교육청,서울,36010000,36214075,+3% ~ -3%,0,88,15,기/수의,0.56671
77,20221200579-00,경신고등학교 석면해체제거 통신공사 소액수의 견적공고,서울특별시교육청,서울,37182000,37093450,+2% ~ -2%,0,87.745,961,기/수의,-0.23816
78,20221202072-00,[공고문 필히 확인 - 등록기관]서남센터 유량계 현장 검.교정 검사,서울물재생시설공단,서울/인천/경기,33189000,32961950,+3% ~ -3%,0,88,18,기/수의,-0.68412
79,20221201318-00,경서중 외 1교(목동중) 석면텍스 교체 통신공사 (긴급공고),서울특별시교육청,서울,164440000,165546325,+3% ~ -3%,10381600,87.745,1058,기/A값,0.67278
80,20221147351-00,양동중 외 1교(화원중) 석면텍스 교체 통신공사 (긴급공고),서울특별시교육청,서울,102950000,103324250,+3% ~ -3%,7322720,87.745,1028,기/A값,0.36352
81,20221147321-00,강월초 외 1교(신남중) 석면텍스 교체 통신공사,서울특별시교육청,서울,112813000,112027000,+3% ~ -3%,7755481,87.745,1048,기/A값,-0.69673
82,20221144884-00,2022년 구로형 스마트폴 자가통신망 구축 공사,서울특별시,서울,134350000,133822050,+3% ~ -3%,6568597,87.745,1060,기/A값,-0.39297
83,20221144760-00,2023년도 노후경유차 운행제한 단속시스템 유지관리 용역,인천광역시,서울/인천/경기,194314000,193180725,+3% ~ -3%,0,87.745,25,기/협정,-0.58322
84,20221144638-00,무수골 녹색복지센터 신축 통신공사,서울특별시,서울,65769000,65274300,+3% ~ -3%,0,87.745,1138,기/수의,-0.75218
85,20221143587-00,미성중 본관 방송선로교체 통신공사,서울특별시교육청,서울,186518000,186785725,+3% ~ -3%,10308054,87.745,1065,기/A값,0.14353
86,20221124090-00,(구)남영동 대공분실 정비사업 통신공사,서울지방조달청/행정안전부,서울,482627000,478487300,+2% ~ -2%,31142353,86.745,1030,기/A값/순/협정,-0.85775
87,20221145762-00,수락산 동막골 자연휴양림 조성사업 통신공사,서울특별시,서울,556430000,555920925,+3% ~ -3%,30065970,87.745,1025,A값,-0.09149
88,20221143334-00,(긴급)장얀중 장애인편의시설 설치 통신공사 (긴급공고),서울특별시교육청,서울,60381000,60605825,+3% ~ -3%,0,87.745,1114,기/수의,0.37234
89,20221144009-00,"은정초 외 2교(신서중, 신원중) 석면텍스 교체 통신공사 (긴급공고)",서울특별시교육청,서울,116520000,115670625,+3% ~ -3%,7521305,87.745,996,기/A값,-0.72896
90,20221142078-00,염동초 방송선로 교체 및 기타 통신공사 (긴급공고),서울특별시교육청,서울,245290000,246300600,+3% ~ -3%,15668820,87.745,1012,기/A값,0.41200
91,20221140589-00,양서중 특별교실 증축 및 기타 통신공사,서울특별시교육청,서울,75147000,75066625,+3% ~ -3%,0,87.745,1089,기/수의,-0.10696
92,20221138785-00,2023년 스마트 자가통신망 유지보수 용역,경기도,서울/경기,80113000,79638175,+3% ~ -3%,0,87.745,13,기,-0.59270
93,20221138359-00,보라매안전체험관 소음중화시스템 구매 설치,서울특별시,서울/경기,56361000,56036000,+3% ~ -3%,0,88,45,물품/기/수의,-0.57664
94,E012211460,154kV 대치S/S 무인보안시스템 교체공사(강남전력지사),한국전력공사,서울,32189300,32295187,+2% ~ -2%,0,87.745,601,기/수의,0.32895
95,20221138878-00,2023년 광대역 자가통신망 유지관리 용역,경기도,서울/경기,27087000,27248500,+3% ~ -3%,0,88,13,기/수의,0.59622
96,20221138753-00,2023년도 네트워크 장비 유지관리 및 현장대응 용역,경기도,서울/경기,89251000,88882425,+3% ~ -3%,0,88,11,기/수의,-0.41297
97,20221138441-00,(가칭)관악문화복지타운 건립 공사(통신) (긴급공고),서울특별시,서울,254340000,254869700,+3% ~ -3%,15588349,87.745,1027,기/A값,0.20826
98,20221135211-02,강서경찰서 곰달래지구대 신축 통신공사 (정정공고),경찰청,서울,46979240,46764225,+2% ~ -2%,0,87.745,977,기/정/수의,-0.45769
99,20221115674-01,KIST 글로벌 기숙사 리모델링공사(통신) (정정공고),한국과학기술연구원,서울,200093382,200268525,+2% ~ -2%,14486044,87.745,1017,기/정/A값/순,0.08753
100,20221138430-00,경원선 녹천남부역 승강설비 신설에 따른 영상감시설비 신설 기타공사,한국철도공사,서울,40301000,40412275,+2% ~ -2%,0,87.745,979,기/수의,0.27610
101,20221135713-00,7호선 태릉입구역 외부 엘리베이터 개량 정보통신공사(55공구),서울교통공사,서울,35987000,36186425,+3% ~ -3%,0,87.745,950,기/수의,0.55415
102,20221133213-00,홍지문터널(통합전기실)ㆍ구룡터널(내곡전기실) 자동제어 시스템 정비 공사,서울시설공단,서울,150524000,150765625,+3% ~ -3%,10332064,87.745,340,기/A값,0.16052
103,20221124442-00,2023년 스페이스 살림 네트워크 설비 유지보수 용역(2인 이상 견적 수의계약),서울특별시,서울,24180000,24520100,+3% ~ -3%,0,88,30,기/수의,1.40653
104,20221131303-00,스마트 영등포 통신 인프라 구축 공사,서울특별시,서울,539709000,537836250,+3% ~ -3%,37632394,87.745,1018,기/A값,-0.34700
105,20221132971-00,2023년 본관 청사 통신공사(연간단가) (긴급공고),서울특별시,서울,241462000,241711975,+3% ~ -3%,11253611,87.745,1012,기/A값,0.10352
106,2022-24743,사무용 전산장비 이전설치 용역(2차),국방전산정보원,서울,46100000,45968231,+2% ~ -2%,0,87.745,655,기/수의,-0.28584
107,20221133202-00,서울사옥 1층 대강당 방송설비 개량공사,한국철도공사,서울,64458000,64552175,+2% ~ -2%,0,87.745,1034,기/수의,0.14610
108,20221127653-00,컴퓨터 서버 (GPU Server FT83A-B7129),서울특별시,서울/경기,99778800,99457575,+3% ~ -3%,0,88,24,물품/수의,-0.32194
109,20221116259-00,5호선 강동역 외 3역 승강편의시설 설치 정보통신공사(49공구),서울교통공사,전국/서울,1055544300,1043822525,+3% ~ -3%,74601068,86.745,1100,기/A값/의무,-1.11050
110,20221126194-00,2023년 서울안전통합센터 충무시설 영상·음향시스템 유지관리용역,서울특별시,서울,63266000,63985225,+3% ~ -3%,0,87.745,130,기,1.13682
111,20221127141-00,종로3가 외 3역 승강편의시설 설치 정보통신공사(48공구),서울교통공사,서울,377223300,376740500,+3% ~ -3%,26931036,87.745,1023,기/A값,-0.12799
112,20221118555-00,남산1호터널 루프검지기 복구공사,서울특별시,서울/경기,28600000,28632850,+3% ~ -3%,0,87.745,1937,기/수의,0.11486
113,20221128241-00,응봉동 청사 리모델링 공사(통신) (긴급공고),서울특별시,서울,135964000,134333850,+3% ~ -3%,8005806,87.745,1062,기/A값,-1.19896
114,20221128677-00,2023년 도로사업소 행정망 정보통신장비 유지관리용역 (재공고),서울특별시,서울,30687000,30298475,+3% ~ -3%,0,88,11,기/수의,-1.26609
115,20221127833-00,한국자산관리공사 역삼사옥 리모델링 통신공사 (긴급공고),한국자산관리공사,서울,752400000,752401950,+2% ~ -2%,53458042,86.745,1014,기/A값/순/협정,0.00025
116,E012211307,옥인변전소 무인보안시스템 시설공사,한국전력공사,서울,150216773,149817845,+2% ~ -2%,0,87.745,858,기/수의,-0.26557
117,E012211268,154kV 석촌변전소 무인보안시스템 교체공사(동서울전력지사),한국전력공사,서울,53817500,53777170,+2% ~ -2%,0,87.745,808,기/수의,-0.07494
118,E012211243,2022년 하반기 고압AMI 통신망 구축공사(ICT운영부),한국전력공사,서울/경기,200377100,199796530,+2% ~ -2%,13738809,87.745,2179,기/A값/순,-0.28974
119,20221031086-01,중동고 고교학점제 공간조성 원익관 증축 통신공사 (정정공고),서울특별시교육청,서울,232210000,232171750,+2% ~ -2%,15361131,87.745,1025,기/정/A값/순,-0.01648
120,20221126164-00,2023년 서울역사박물관 방송통신반시설 유지관리 용역 (긴급공고),서울특별시/서울특별시,서울,179778500,179552025,+3% ~ -3%,0,87.745,51,기,-0.12598
121,20221110001-00,스피드개집표기 개량 전자공사,서울교통공사,전국/서울,1900071890,1909410775,+3% ~ -3%,120552770,86.745,1053,기/A값/의무,0.49150
122,2022-23962,000지역 전화기 이전 설치공사,국방부,서울,50589342,50571242,+2% ~ -2%,0,87.745,26,기/수의,-0.03578
123,20221125198-00,안산자락길 자가정보통신망 광케이블 설치 공사 (긴급공고),서울특별시,서울,243431000,241162900,+3% ~ -3%,14360968,87.745,1037,기/A값,-0.93173
124,20221117454-00,2023년 행정정보통신망 설치공사(연간단가),서울특별시,서울,88775130,89887775,+3% ~ -3%,5499948,87.745,954,기/A값,1.25332
125,20221117860-00,"일원초 일반교실 및 기타시설, 병설유치원 증축 통신공사 입찰 공고",서울특별시강남서초교육지원청,서울,187401000,188374625,+3% ~ -3%,11671174,87.745,1046,기/A값,0.51954
126,20221113143-00,남대문경찰서 수사부서 환경개선(통신),서울지방조달청/경찰청,서울,168811000,168641400,+2% ~ -2%,0,87.745,1167,기/수의/협정,-0.10047
127,20221122856-00,"예일여중, 예일여고 석면해체제거 공사 중 통신공사 및 예일여중 방송선로공사 (긴급공고)",서울특별시서부교육청,서울/경기,90695000,91020200,+2% ~ -2%,3322397,87.745,2538,기/A값/순,0.35856
128,20221122586-00,독산동 우시장 그린푸줏간 조성공사(통신) (긴급공고),서울특별시,서울,499850000,502546725,+3% ~ -3%,32165318,87.745,1025,기/A값,0.53950
129,20221117954-00,2022년 장애인콜택시 대폐차 영상저장장치 구매설치,서울시설공단,서울,139620000,141376500,+3% ~ -3%,0,84.245,53,물품/기,1.25805
130,20221117916-00,구산 외 1역 승강편의시설 설치 정보통신공사,서울교통공사,서울,557876100,561997450,+3% ~ -3%,39953938,87.745,1015,기/A값,0.73875
131,20221114460-00,신수중 본관 방송선로 개선 통신공사,서울특별시교육청,서울,265548000,265822200,+3% ~ -3%,15064637,87.745,1047,기/A값,0.10325
132,20221119883-00,"옥정중 체육관 및 급식실 증축 통신공사(장기계속, 총차)",서울특별시교육청,서울,162250000,163142850,+3% ~ -3%,0,87.745,1174,기/수의,0.55029
133,20221115754-00,2023년 중랑물재생센터 수질계측 유지관리용역,서울특별시/서울특별시,서울,199969000,199324650,+3% ~ -3%,0,87.745,191,기,-0.32223
134,20221114614-00,시민주도 학습플랫폼 리모델링 통신공사,서울특별시/서울특별시,서울,266553000,265364900,+3% ~ -3%,16363824,87.745,1051,기/A값,-0.44573
135,20221119956-00,철도고객센터 외 1개소 광전송망(MPLS-TP) 신설공사,한국철도공사,서울/대전,82566000,82208125,+2% ~ -2%,0,87.745,1260,기/수의,-0.43345
136,20221112530-00,2022년 전통시장 화재알림 시설 구매 설치,서울특별시,서울,145974000,146917775,+3% ~ -3%,0,84.245,28,물품,0.64653
137,20221117934-00,경강선 이매역 등 4역 역무자동화설비 재배치 공사,한국철도공사,서울/경기,43512000,43574300,+2% ~ -2%,0,87.745,2503,기/수의,0.14317
138,20221117885-00,안산선 오이도역 등 11역 자동개집표기 개량공사,한국철도공사,서울/인천/경기,75960000,76037325,+2% ~ -2%,0,87.745,3068,기/수의,0.10179
139,20221113847-00,상수도 관망 운영 실증시설 통신공사 (긴급공고),서울특별시,서울/경기,120117800,119750900,+3% ~ -3%,0,87.745,2948,수의,-0.30546
140,20221116140-00,시립발달장애인 복지관 별관 건립 통신공사(장기) (긴급공고),서울특별시/서울특별시,서울,177067000,176981600,+3% ~ -3%,11254512,87.745,1065,기/A값,-0.04824
141,20221116020-00,종로3가(3)역 미가동 승강기 정상화 정보통신공사,서울교통공사,서울,38181910,38457150,+3% ~ -3%,0,87.745,991,기/수의,0.72086
142,20221115161-00,2022년 화재알림시설 구매 설치(긴급) (긴급공고),서울특별시,서울/경기,112440000,112201400,+3% ~ -3%,0,84.245,74,물품/기,-0.21221
143,20221114599-00,국회 장애인화장실 비상벨 개선공사 (긴급공고),국회,서울,76498000,76672675,+2% ~ -2%,3697380,87.745,1018,기/A값/순,0.22833
144,20221114069-01,국도46호선 안보과적검문소 운행제한(과적)차량 고속(CCTV)축중기 개선공사 (긴급공고) (정정공고),국토교통부,서울/경기/강원,176550000,176290075,+2% ~ -2%,3883335,87.745,230,기/정/A값/순,-0.14723
145,20221112762-00,한국주택금융공사 서울중부지사 원상복구공사(통신) (긴급공고),한국주택금융공사,서울,17611000,17396250,+2% ~ -2%,752675,87.745,705,기/A값/순,-1.21941
146,20221113948-01,불법주정차 무인단속 CCTV 설치공사 (긴급공고) (정정공고),서울특별시,서울,125026000,124247150,+3% ~ -3%,4694929,87.745,558,기/정/A값,-0.62296
147,20221114105-00,안산선 오이도역 등 15개역 승강장안전문 경보장치 설치공사 (긴급공고),한국철도공사,서울/인천/경기,246395300,245481825,+2% ~ -2%,12113009,87.745,2859,기/A값/순,-0.37074
148,20221113797-00,2023년 한강공원 CCTV 유지관리 용역(하류) (긴급공고),서울특별시/서울특별시,서울,134348500,135755500,+3% ~ -3%,0,87.745,258,기,1.04727
149,20221113756-00,2023년 한강공원 CCTV 유지관리 용역(상류) (긴급공고),서울특별시/서울특별시,서울,128550400,128152575,+3% ~ -3%,0,87.745,259,기,-0.30948
150,20221108327-00,컴퓨터 서버 (GPU Server FT83A-B7129),서울특별시,서울,99778800,98737650,+3% ~ -3%,0,88,14,물품/수의,-1.04346
151,2022-23136,3대대 진지 통신케이블공사,육군제6501부대,서울,54666270,55248988,+2% ~ -2%,0,87.745,924,기/수의,1.06595
152,2022-23134,7대대 진지 통신케이블 공사,육군제6501부대,서울,59306010,59440459,+2% ~ -2%,0,87.745,945,기/수의,0.22670
153,20221024437-00,고덕강일지구 스마트도시 정보통신공사,서울주택도시공사,전국/서울,3829108000,3860324850,+3% ~ -3%,141255768,86.745,843,기/A값/의무,0.81525
154,20221112022-00,경부선 서울역 등 4역 여객자동안내장치 개량공사,한국철도공사,서울/경기,29624000,29544650,+2% ~ -2%,0,87.745,2146,기/수의,-0.26786
155,20221110138-00,경인선 인천역 승강장 확장에 따른 안내장치 케이블 이설공사,한국철도공사,서울/경기,21155000,21232525,+2% ~ -2%,0,87.745,2072,기/수의,0.36646
156,20221110093-00,경부선 신도림역 역무자동화설비 신설공사,한국철도공사,서울,57604000,57852450,+2% ~ -2%,0,87.745,1053,기/수의,0.43130
157,20221104085-00,서울특별시교육청 종합전산센터 일반행정정보망 확장 고도화,서울특별시교육청,서울,139512000,139107825,+3% ~ -3%,0,84.245,41,물품/수의,-0.28971
158,20221110057-00,7호선 이수역 노후 에스컬레이터 교체 정보통신공사,서울교통공사,서울,12794300,12658650,+3% ~ -3%,0,87.745,672,기/수의,-1.06024
