id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
27,20201223576-00,영락고등학교 급식소 및 체육관 건립 정보통신공사(장기계속) (긴급공고),서울특별시교육청,서울,135509000,135723150,+3% ~ -3%,7254666,87.745,1076,기/A값,0.15803
28,20201225368-00,[긴급]교육연구정보원 외 1기관 강당리모델링 통신공사 방송장비(관급) 구매 설치,서울특별시교육청,서울/경기,132897000,132338550,+3% ~ -3%,0,87.995,57,물품,-0.42022
29,20201222123-00,2021년 터널 및 지하차도 CCTV시스템 유지관리 용역,서울특별시,서울,54230000,55392575,+3% ~ -3%,0,88,177,수의,2.14378
30,20201221389-00,보건소 청사 1층 재배치 공사(통신) (긴급공고),서울특별시,서울,79673000,79216525,+3% ~ -3%,4563960,87.745,1048,기/A값,-0.57294
31,20201222694-00,(긴급)용산공고 외 1교(선린인고) 장애인편의시설 설치 및 기타 통신공사 (긴급공고),서울특별시교육청,서울,25848000,26089550,+3% ~ -3%,0,87.745,915,기/수의,0.93450
32,20201225726-00,방산고등학교 외 1교(문현고) 꿈을담은교실 및 기타 통신공사 수의견적 제출 안내 공고,서울특별시교육청,서울,31979000,31735675,+3% ~ -3%,0,87.745,975,기/수의,-0.76089
33,20201225642-01,가락고등학교 외 1교(창덕여고) 미래꿈교실 및 기타 통신공사 수의견적 제출 안내 공고 (정정공고),서울특별시교육청,서울,15466000,15491950,+3% ~ -3%,0,87.745,807,기/정/수의,0.16778
34,20201225627-00,"잠신중학교 급식실 및 학생식당, 특별교실 증축 통신공사(장기계속) 수의견적 제출 안내 공고",서울특별시교육청,서울,66655000,67463750,+3% ~ -3%,0,87.745,1128,기/수의,1.21333
35,20201225613-00,오주중학교 체육관 내부흡음재 철거 및 바닥개선 통신공사 수의견적 제출 안내 공고,서울특별시교육청,서울,17354000,17558725,+3% ~ -3%,0,87.745,806,기/수의,1.17969
36,20201224535-00,구립 예지어린이집 환경개선공사(통신),서울특별시,서울,18175000,17874475,+3% ~ -3%,0,87.745,802,기/수의,-1.65351
37,20201220741-00,2021년 불법주정차 단속 CCTV 유지보수(긴급),서울특별시,서울,171960000,169810100,+3% ~ -3%,0,87.745,57,기,-1.25024
38,20201220675-00,자양4동 청소년독서실 통신공사,서울특별시,서울,53792000,53198325,+3% ~ -3%,0,87.745,1081,기/수의,-1.10365
39,20201218093-00,2021년 서초구립도서관 정보화시스템 유지보수[긴급],재단법인,서울/경기,153610000,154977575,+3% ~ -3%,0,87.745,18,,0.89029
40,20201213709-00,위례3공구 물순환체계구축 계장제어장치 구매설치,서울주택도시공사,서울,124421000,123085400,+3% ~ -3%,0,87.945,40,물품/기,-1.07346
41,20201221371-00,서울수리초등학교 체육활동실 개선 통신공사,서울특별시교육청,서울,28925000,28714050,+3% ~ -3%,0,87.745,954,기/수의,-0.72930
42,20201220981-00,2021년 터널 및 지하차도 CCTV시스템 유지관리 용역,서울특별시,서울,51690100,51828550,+3% ~ -3%,0,88,135,기/수의,0.26784
43,20201220715-00,2021년 터널 라디오 DMB 재방송설비 유지관리용역(연간단가),서울특별시,서울,44700920,44876650,+3% ~ -3%,0,88,102,기/수의,0.39312
44,20201222294-00,대치유수지체육공원 반려견놀이터 CCTV 설치 공사,서울특별시,서울,28000000,28296425,+3% ~ -3%,0,87.745,942,수의,1.05866
45,20201217983-00,풍성중학교 외 1교(세륜초) 방송선로 교체 및 기타시설 통신공사 입찰 공고,서울특별시교육청,서울,131648000,131392625,+3% ~ -3%,8318425,87.745,1076,기/A값,-0.19399
46,20201217201-00,2021년 본관 청사 통신공사(연간단가),서울특별시,서울,214994000,214750025,+3% ~ -3%,7316699,87.745,1042,기/A값,-0.11348
47,20201221869-00,을지로 5가 공무관 휴게실 통신공사,서울특별시,서울,37400000,37073825,+3% ~ -3%,0,87.745,1017,수의,-0.87213
48,20201221417-00,수락고등학교 도서관 리모델링 및 꿈담학습카페 조성 통신공사,서울특별시교육청,서울,16170000,16156700,+3% ~ -3%,0,87.745,802,수의,-0.08226
49,20201218655-01,동구마케팅고등학교 학과 재구조화사업 통신 공사 수의계약 견적서 제출 (정정공고),서울특별시교육청,서울,64460000,65112400,+2% ~ -2%,0,87.745,1109,정/수의,1.01210
50,20201218327-00,석관초 병설유 교실증설 통신 공사,서울특별시교육청,서울,33671000,33583825,+3% ~ -3%,0,87.745,972,수의,-0.25891
51,20201217667-00,"희경빌딩 D,E동 인테리어 통신공사 (긴급공고)",서울특별시,서울,64939000,65354800,+3% ~ -3%,3282074,87.745,1051,기/A값,0.64029
52,20201217919-00,서울청년센터 서초 통신공사,서울특별시,서울,35537000,35511900,+3% ~ -3%,0,87.745,1054,기/수의,-0.07064
53,20201215982-00,마들보건지소 신축 통신공사 (긴급공고),서울특별시,서울,186910000,187070800,+3% ~ -3%,12342080,87.745,1080,기/A값,0.08603
54,20201211608-00,서울특별시보라매병원 관절척추센터 리모델링공사(네트워크),서울시,서울,270270000,270672725,+3% ~ -3%,11130391,87.745,1060,기/A값,0.14900
55,20201216029-00,서울동의초 체육관 및 급식실 증축 통신공사,서울특별시교육청,서울,128750000,128438450,+3% ~ -3%,0,87.745,1213,기/수의,-0.24199
56,20201215992-00,마장축산물시장 공영주차장 건립 통신공사 (긴급공고),서울특별시,서울,242110000,242084025,+3% ~ -3%,20034698,87.745,1059,기/A값,-0.01073
57,20201215554-00,[긴급]서울불광초등학교병설유치원 신설 통신공사 (긴급공고),서울특별시교육청,서울,135410000,136134525,+3% ~ -3%,6604717,87.745,1084,기/A값,0.53506
58,20201213533-00,중랑구 환경교육센터 신축공사(통신),서울특별시,서울,52694439,52125525,+3% ~ -3%,5381516,87.745,1015,기/A값,-1.07965
59,20201211469-00,장기계속 등촌초 관급자재[방송장치] 구매,서울특별시교육청,서울/경기,82407000,83306750,+3% ~ -3%,0,87.945,54,물품,1.09183
60,20201214552-00,[긴급]한성과학고등학교 방송시설 개선 및 석면텍스 해체 통신공사 (긴급공고),서울특별시교육청,서울,343530000,345468425,+3% ~ -3%,21985900,86.745,1048,기/A값,0.56426
61,20201214419-00,2021년 가로등 점소등제어시스템 유지보수 용역 (재공고),서울특별시,서울/인천/경기,56958000,56929575,+3% ~ -3%,0,88,34,낙찰정정/기/수의,-0.04991
62,20201214585-00,서울공예박물관 디스크어레이장치 구매설치,서울특별시,서울,77385000,76926150,+3% ~ -3%,0,88,34,물품,-0.59295
63,20201213928-01,전통시장 화재알림시설 구매설치,서울특별시,서울,232495000,233981825,+3% ~ -3%,0,84.245,72,물품/기/정,0.63950
64,20201213460-00,사회적경제지원센터 제3관 신축 통신공사 (긴급공고),서울특별시,서울,58480000,59149225,+3% ~ -3%,0,87.745,1150,수의,1.14436
65,20201207178-00,가회동(3-122외1) 및 계동(2-39) 공공한옥 정보통신공사,서울주택도시공사,서울,116734200,115065825,+3% ~ -3%,5893953,87.745,1062,기/A값/협정,-1.42921
66,20201203063-00,2021년 공해차량 운행제한 단속시스템 유지관리 용역,인천광역시,서울/인천/경기,149400000,150349125,+3% ~ -3%,0,87.745,19,기/협정,0.63529
67,20201214949-00,본관 급식실 개선(증축) 통신공사,서울특별시교육청,서울,12532000,12464775,+2% ~ -2%,0,87.745,735,수의,-0.53643
68,20201213262-00,청담초병설유 신설 및 기타 통신공사 입찰 공고 (긴급공고),서울특별시강남서초교육지원청,서울,94930000,95818350,+3% ~ -3%,5291555,87.745,1042,기/A값,0.93579
69,20201207795-00,2021년 다기능사무기기 유지관리,서울특별시,서울,118908000,119768975,+3% ~ -3%,0,87.745,57,기/협정,0.72406
70,2020-25282,20-육-00부대 통신공사(1488),국군재정관리단,서울,107583000,106613514,0.0% ~ -2.0%,0,87.745,975,기/수의,-0.90116
71,2020-25612,00부대 취사식당 신축 통신공사,육군,서울/경기,40458930,40136208,0.0% ~ -2.0%,0,87.745,2242,기/수의,-0.79766
72,2020-25571,20-00대대 성당 교육/친교실 증축 통신공사,해군재경근무지원대대,서울,30740000,30320130,0.0% ~ -2.0%,0,87.745,725,기/수의,-1.36588
73,20201213102-00,서남물재생센터 슬러지건조시설 2단계 계측기 구매설치,주식회사,서울,42724000,42224275,+3% ~ -3%,0,88,17,물품/기,-1.16966
74,20201211375-00,"[긴급-장기계속]서울성서초등학교 급식시설 및 체육관 증축, 병설유치원 신설 통신공사 (긴급공고)",서울특별시교육청,서울,164585000,165488200,+3% ~ -3%,10982909,87.745,1080,기/A값,0.54877
75,20201211325-00,세명유 재구조화 통신공사 수의견적 제출 공고,서울특별시강남서초교육지원청,서울,34925000,34672975,+3% ~ -3%,0,87.745,1001,기/수의,-0.72162
76,20201211310-00,삼릉초 외1교(대명중) 장애인편의시설설치 및 기타 통신공사 견적 제출 공고,서울특별시강남서초교육지원청,서울,25387000,25481750,+3% ~ -3%,0,87.745,941,수의,0.37322
77,20201210489-00,영희초병설유 증축 통신공사 입찰공고 (긴급공고),서울특별시강남서초교육지원청,서울,231590000,231975650,+3% ~ -3%,14485103,87.745,1066,기/A값,0.16652
78,20201207395-00,서울특별시보라매병원 관절척추센터 리모델링공사(통신),서울시,서울,66583000,66061025,+3% ~ -3%,0,87.745,1153,기/수의,-0.78395
79,20201210794-00,신길6동 공공문화복합센터 신축 통신공사,서울특별시,서울,23669600,23628275,+3% ~ -3%,0,87.745,920,기/수의,-0.17460
80,20201210748-00,서울영림초등학교 병설유치원 증설 통신공사,서울특별시교육청,서울,39820000,39429600,+3% ~ -3%,0,87.745,1058,기/수의,-0.98042
81,20201210698-00,구일고등학교 교무행정실 공간 재구조화 통신공사,서울특별시교육청,서울,41025000,40874475,+3% ~ -3%,0,87.745,1068,기/수의,-0.36692
82,20201209370-00,대영중학교 강당 겸 체육관 증축 통신공사,서울특별시교육청,서울,117708000,118941600,+3% ~ -3%,0,87.745,1201,기/수의,1.04801
83,20201209235-00,"서울독산초 외 3교(오정초, 구일중, 구로고) 장애인편의시설 설치 통신공사",서울특별시교육청,서울,60500000,60318250,+3% ~ -3%,0,87.745,1129,기/수의,-0.30042
84,20201208038-00,서울연가초외 1교(서울중동초) 급식실 리모델링 및 기타 통신공사,서울특별시교육청,서울,47777000,48197875,+3% ~ -3%,0,87.745,1095,기/수의,0.88091
85,20201205324-00,등촌초 방송시설 통신공사,서울특별시교육청,서울,155240000,154042775,+3% ~ -3%,9565322,87.745,1078,기/A값,-0.77121
86,20201204796-00,영상음향시스템 유지관리 용역,서울특별시,서울,296293000,294787875,+3% ~ -3%,0,86.745,35,기,-0.50799
87,20201204651-00,2021년 유량계 자동제어설비 유지보수 용역(연간단가),서울특별시/서울특별시,서울,344980000,347151700,+3% ~ -3%,0,86.745,20,기,0.62951
88,20201127408-00,2021년도 경영대학 A/V시스템 유지보수 용역,한국과학기술원,서울,95000000,95136375,+2% ~ -2%,0,87.995,15,기,0.14355
89,51635,OO부대 통합배선 설치납품(20-2500-43-23),육군,서울/경기,127521000,126028693,0.0% ~ -2.0%,0,87.995,23,물품/기/정,-1.17025
90,20201203577-00,송파쌤 악기도서관&음악창작소 조성 공사(통신),서울특별시,서울,45914000,46666325,+3% ~ -3%,2043486,87.745,985,기/A값,1.63855
91,20201208033-00,"서울금산초 외 3교(당산초, 당서초, 대영고) 장애인편의시설 설치 통신공사",서울특별시교육청,서울,40161000,40249700,+3% ~ -3%,0,87.745,1033,기/수의,0.22086
92,2020-24974,어린이집 신축 통신공사(20-288-4),수도방위사령부,서울,165980980,163703401,0.0% ~ -2.0%,0,87.745,995,기/수의,-1.37220
93,20201204678-00,2021년도 전산장비 유지보수 용역,해양경찰청,서울/인천/경기,28978000,29093450,+2% ~ -2%,0,88,37,수의,0.39840
94,20201206018-00,서울 몽촌토성 재난안전시설(CCTV) 설치공사 (긴급공고),서울특별시,서울,286220000,282071300,+3% ~ -3%,13946986,87.745,1062,기/A값,-1.44948
95,20201200967-01,강북노동자복지관 증축 및 리모델링 정보통신공사 (긴급공고) (정정공고),서울특별시/서울특별시,서울,227501000,227120000,+3% ~ -3%,14455328,87.745,1081,기/정/A값,-0.16748
96,20201206089-00,백운초 급식실 및 특별교실 증축 통신공사,서울특별시교육청,서울,68717000,69208375,+3% ~ -3%,0,87.745,1134,기/수의,0.71507
97,20201206088-00,"봉은중 외2교(반포고,압구정고) 재구조화 및 기타 통신공사 수의견적 제출 공고",서울특별시강남서초교육지원청,서울,35492000,35204225,+3% ~ -3%,0,87.745,1013,기/수의,-0.81082
98,20201205304-00,2021년 정보통신 및 정보보안 통합유지관리 용역 (긴급공고),서울특별시/서울특별시,서울,136059000,134994050,+3% ~ -3%,0,87.745,46,기,-0.78272
99,20201204501-00,관급자재 구매(태릉고 방송장비),서울특별시교육청,서울,50960000,51214600,+3% ~ -3%,0,88,44,물품/기,0.49960
100,20201201599-00,2021년 음향설비 유지관리 용역,서울특별시,서울,178876500,177616825,+3% ~ -3%,0,87.745,131,기,-0.70422
101,20201135150-00,서울대학교 약학대학 20동 재건축공사 네트워크장비 구매설치,서울대학교,서울,104013000,104566925,+2% ~ -2%,0,84.245,47,물품/기,0.53255
102,20201202438-01,2021년 한강공원 승강기 영상정보처리기기(cctv) 유지관리 용역,서울특별시,서울,40500000,40532850,+3% ~ -3%,0,88,172,정/수의,0.08111
103,20201140779-00,2021년 서울 문화재 안전관리시스템 유지관리용역,서울특별시,서울,229811000,227131450,+3% ~ -3%,0,86.745,26,기/협정,-1.16598
104,20201204163-00,방배중 체육관 및 교실증축 통신공사 입찰 공고 (긴급공고),서울특별시강남서초교육지원청,서울,124857000,124433500,+3% ~ -3%,8089069,87.745,1073,기/A값,-0.33919
105,20201203575-00,2021년 주행형 단속시스템 유지보수 용역,경기도,서울/경기,49674000,49420725,+3% ~ -3%,0,88,26,기/수의,-0.50988
106,20201202803-00,암사동 유적 유구 보호각 통신공사 (긴급공고),서울특별시,서울,26498000,26480250,+3% ~ -3%,0,87.745,930,수의,-0.06699
107,20201201497-00,관악 청년청 건립공사(통신) (긴급공고),서울특별시,서울,141050000,140557425,+3% ~ -3%,0,87.745,1202,기/수의,-0.34923
108,20201140189-00,신수중학교외 1교(신연중) 다목적실 개축 및 기타 통신공사,서울특별시교육청,서울,78633000,79691050,+3% ~ -3%,0,87.745,1163,기/수의,1.34555
109,20201116097-00,영등포세무서 청사 및 어린이집 신축공사 (통신공사),서울지방조달청/국세청,전국/서울,1591919000,1593379650,+2% ~ -2%,106735231,86.745,1033,기/A값/순/의무,0.09175
110,2020-24273,OO부대 통신공사(20-2500-43-3),육군,서울,462118000,459209133,0.0% ~ -2.0%,31943440,86.745,854,기/A값/순,-0.62947
111,20201140303-00,서울시립승화원 노후 네트워크 교체공사,서울시설공단,서울/인천/경기,19300000,19097575,+3% ~ -3%,0,87.745,2147,기/수의,-1.04884
112,20201139261-00,다능 무인단속카메라 검사 및 운영용역(10개소) (긴급공고),서울특별시,서울,60032000,61029625,+3% ~ -3%,0,87.745,141,기,1.66182
113,20201138264-00,서울관광플라자 통신공사,재단법인,서울,167948560,164932700,+3% ~ -3%,12172262,87.745,1090,기/A값,-1.79571
114,20201201561-00,중계초 체육관 및 급식실 증축 통신공사,서울특별시교육청,서울,152900000,152424525,+3% ~ -3%,0,87.745,1170,기/수의,-0.31098
115,20201200526-00,강동구립도서관 2021년 정보화 시스템 통합 유지보수 용역 (긴급공고),재단법인강동문화재단,서울/경기,107276400,107120900,+3% ~ -3%,0,87.745,22,,-0.14496
116,20201201787-00,서울대학교치과병원 원스톱협진센터(2층) 공사(통신),서울대학교치과병원,서울,74461000,74574225,+2% ~ -2%,0,87.745,1139,기/수의,0.15205
117,20201200904-00,신림역 고객안전실 개선 전자공사,서울교통공사,서울,9118000,9113300,+3% ~ -3%,0,87.745,460,기/수의,-0.05155
118,20201139453-00,2021년 대기오염 환경전광판 유지보수 용역,인천광역시,서울/인천/경기,50820000,50763150,+3% ~ -3%,0,88,25,기/수의,-0.11187
119,20201139958-00,일산선 및 용산선 백석등 6역 화장실 비상통화장치 개량공사,한국철도공사,서울/경기,119086000,117738900,+2% ~ -2%,0,87.745,2676,기/수의,-1.13120
120,20201139393-00,교육연구정보원 외 1기관 강당 리모델링 및 기타 통신공사 (긴급공고),서울특별시교육청,서울/경기,63189000,62809600,+3% ~ -3%,0,87.745,2666,수의,-0.60043
121,20201139360-00,카이스트 디지털금융 여의도 교육장 온라인강의용 A/V시스템 구매설치,한국과학기술원,서울,42800000,42445675,+2% ~ -2%,0,88,20,물품,-0.82787
122,E012010969,은평녹번#2T/L등3개T/L 계통보호용 송변전광단말장치 시설공사,한국전력공사,서울,53848300,53774230,+2% ~ -2%,0,87.745,787,기/수의,-0.13756
123,20201137688-00,경부선 영등포역 등 59역 역무자동화설비 신설기타공사,한국철도공사,서울/인천/경기/강원/충남,175530000,175586225,+2% ~ -2%,0,87.745,3429,기/수의,0.03203
124,20201131373-00,[긴급]사회적경제 활성화 공간 스튜디오룸 구축 및 전자기기 구매 입찰,서울특별시,서울,57966600,57530025,+3% ~ -3%,0,88,20,물품,-0.75315
125,20201134190-00,2020년 역삼문화공원 지하주차장 건설 공사(통신) (긴급공고),서울특별시,서울,212863000,212430950,+3% ~ -3%,14195333,87.745,1076,기/A값,-0.20298
126,20201132911-00,십자성 어르신사랑방 통신공사,서울특별시,서울,13329000,13221075,+3% ~ -3%,0,87.745,743,수의,-0.80971
127,50510,00호텔 객실 관리시스템 개선 및 설치용역,공군항공안전단,서울,30269260,30197352,+2% ~ -2%,0,87.745,93,기/수의,-0.23757
128,20201130675-01,2021년 한강공원 CCTV 유지관리 용역 (정정공고),서울특별시,서울,93873000,93821900,+3% ~ -3%,0,87.745,261,기/연기,-0.05444
129,20201129545-00,월곡 청소년센터 증축 및 리모델링 정보통신공사,서울특별시,서울,188814000,187273325,+3% ~ -3%,12606261,87.745,1094,기/A값/연기,-0.81598
130,20201134677-00,서울금나래초등학교 교실 증축 통신공사,서울특별시교육청,서울,172190000,171092325,+3% ~ -3%,0,87.745,1190,기/연기/수의,-0.63748
131,20201134530-00,마포구 CCTV 통합관제센터 서버장비(5종) 유지보수 용역,서울특별시,서울,23647000,23764400,+3% ~ -3%,0,88,19,기/수의,0.49646
132,20201129576-00,2021년 TV 중계방송시스템 유지관리 용역,서울특별시,서울,47071200,47070875,+3% ~ -3%,0,88,24,연기/수의,-0.00070
133,2020-10702,[긴급]진입로 신호조절시스템(RMS) 철거 공사,한국도로공사,서울/인천/경기,92081000,91636710,+3% ~ -3%,0,87.745,2123,기/수의,-0.48250
134,20201131911-00,부암동 무계원 남측 공영주차장 및 복합시설 건설공사(통신),서울특별시,서울,109894000,109615200,+3% ~ -3%,0,87.745,1094,기/수의,-0.25370
135,20201128248-01,국립정신건강센터 국가지정 입원치료병상(음압격리병실) 구축 공사(통신) (정정공고),보건복지부,서울,373954000,374055000,+2% ~ -2%,23281996,86.745,1007,기/정/A값/순,0.02700
136,2020-23816,00부대 노후케이블 교체공사(20-286),수도방위사령부,서울/경기,98867160,97579134,0.0% ~ -2.0%,0,87.745,2410,기/수의,-1.30279
137,20201130028-00,21년도 전산장비 유지 보수 용역,해양경찰청,서울/인천/경기,29264000,29308550,+2% ~ -2%,0,88,24,기/수의,0.15223
138,B1202004036,아라천 TMS 원격감시설비 제조구매설치,한국수자원공사,서울/인천/경기,84700000,84329146,+2.5% ~ -2.5%,0,87.995,84,물품/기,-0.43785
139,20201130077-00,궁동경로당 제로에너지건물 리모델링 통신공사,서울특별시,서울,45760000,45771375,+3% ~ -3%,0,87.745,1058,수의,0.02485
140,20201129888-00,충정로역 등 3개역 정보통신 접지설비 개량공사,서울교통공사,서울,40658520,41151150,+3% ~ -3%,0,87.745,1011,기/수의,1.21162
141,20201124010-00,동대문패션비즈센터 무인정산주차시스템 설치(렌탈),한국산업단지공단,서울/인천/경기,47640000,47808675,+2% ~ -2%,0,87.995,13,물품/기,0.35406
142,20201123385-00,2021년 행정정보통신망 설치공사(연간단가),서울특별시,서울,88800000,88311875,+3% ~ -3%,5669550,87.745,983,기/A값,-0.54970
143,20201112783-00,충암고등학교 방송시설 개선 공사,서울지방조달청/서울특별시교육청,서울,384448000,385730200,+2% ~ -2%,9936788,86.745,981,기/A값/순/협정,0.33351
144,20201126659-00,RNA연구단(203동) 환경개선 통신공사 (긴급공고),서울대학교,서울,20770000,20519600,+2% ~ -2%,892843,87.745,812,기/A값/순,-1.20559
145,20201122321-01,지하관랑 영상감시설비 케이블 공사 (정정공고),서울특별시/서울특별시,서울/경기,301730000,305989725,+3% ~ -3%,16261156,87.745,2468,기/정/A값,1.41176
146,20201124637-00,서울대학교 메이커스페이스(942동) 환경개선 통신공사 (긴급공고),서울대학교,서울,93642000,93576025,+2% ~ -2%,4821248,87.745,1015,기/A값/순,-0.07046
147,20201123727-00,2021년 정보화시스템 유지보수용역 (긴급공고),서울특별시/서울특별시,서울,112544000,113760100,+3% ~ -3%,0,87.745,45,기,1.08055
148,20201123135-00,과천선 과천역 등 14역 화장실 비상통화장치 신설 기타공사,한국철도공사,서울/경기,81148000,81668600,+2% ~ -2%,0,87.745,2616,기/수의,0.64154
149,20201120824-00,(구)동숭아트센터 리모델링 전기공사 관급자재(원격자동검침시스템) 구매설치,재단법인서울문화재단,서울,43921900,44240725,+3% ~ -3%,0,88,14,물품,0.72589
150,48180,20-293 00부대 음향시스템 구매설치 사업,수도방위사령부,서울,107998000,107100436,0.3% ~ -2.0%,0,87.995,55,물품/기,-0.83110
151,20201120762-00,스마트 홍보판 구매 설치,서울특별시,서울,40500000,40391100,+3% ~ -3%,0,88,27,물품/기,-0.26889
152,20201118749-00,동호로 외 1개소 교통량 측정용 지자기검지기 복구공사,서울특별시,서울/경기,30140000,30256975,+3% ~ -3%,0,87.745,2083,기/수의,0.38810
153,20201117474-00,역사 출입구 초지향성 스피커 시스템 제작구매 설치,서울교통공사,서울,92729090,93898700,+3% ~ -3%,0,87.945,38,물품/기,1.26131
154,20201120739-00,서울물재생시설공단 사옥 설치공사(통신분야) (긴급공고),(주)탄천환경,서울,337150000,339154400,+3% ~ -3%,23480949,86.745,1042,기/A값,0.59451
155,20201119414-00,"대청중 외2교(봉은중, 개포고) 장애인편의시설 설치 통신공사 수의견적 제출 공고",서울특별시강남서초교육지원청,서울,15021000,15011275,+3% ~ -3%,0,87.745,777,기/수의,-0.06475
156,20201117751-00,서울선유초등학교 방송선로 교체 통신공사,서울특별시교육청,서울,190377000,189114850,+3% ~ -3%,13020562,87.745,1089,기/A값,-0.66298
157,20201104561-01,시립동대문 실버케어센터 건립 통신공사(비상벨 설비 제작구매 설치),서울특별시,서울,27502000,27821400,+3% ~ -3%,0,88,72,물품/정,1.16137
158,20201119823-00,2020년 하반기 CCTV 설치 및 이설공사,서울특별시,서울,121988000,121084450,+3% ~ -3%,0,87.745,1190,기/수의,-0.74069
159,20201119700-00,암사2정수 탈수설비 개량 정보통신공사,서울특별시,서울,69805000,69715725,+3% ~ -3%,0,87.745,1097,기/수의,-0.12790
