id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
14,20171226761-00,서울대학교 7동 전기실외 30개소 CCTV 및 출입통제설비 구매설치,서울대학교,서울,341534000,339241525,+2% ~ -2%,0,87.995,110,물품/기,-0.67123
15,20171226080-00,산본지점 리모델링공사 관급자재(디지털 CCTV) 구매,서울올림픽기념국민체육진흥공단,서울/경기,72107420,72102775,+2% ~ -2%,0,87.995,252,물품,-0.00645
16,2017-20087,전술토의장 통신공사,제1596부대,서울,25512670,25053147,0.0% ~ -3.0%,0,87.745,514,,-1.80116
17,20171221893-00,2018년 한강공원 승강기 CCTV 및 인터폰 유지관리 용역,서울특별시,서울,87000000,87081825,+3% ~ -3%,0,87.745,144,,0.09405
18,20171215519-00,용산동2가 5-28번지 앵커시설 정보통신공사,서울주택도시공사,서울,67474000,67864700,+3% ~ -3%,0,87.745,966,,0.57903
19,20171224976-00,서울동부(서부)관리센터 인터넷전화시스템(IPT) 구매설치,주택도시보증공사,서울,160682000,160324525,+2% ~ -2%,0,84.245,44,물품/기,-0.22248
20,20171213957-03,동대부여중 방송 개선 공사 (정정공고),서울특별시교육청,서울,108867000,108237250,+3% ~ -3%,0,87.745,958,기/정,-0.57846
21,20171228262-00,온곡중 체육관증축 통신공사,서울특별시교육청,서울,61421000,61049900,+3% ~ -3%,0,87.745,1035,,-0.60420
22,20171228242-00,서울노원초 체육관증축 통신공사,서울특별시교육청,서울,56988000,56450800,+3% ~ -3%,0,87.745,1023,,-0.94266
23,20171228189-00,서울광남초등학교 본관동 내진보강 통신공사,서울특별시교육청,서울,9940000,9903225,+3% ~ -3%,0,87.745,454,기,-0.36997
24,20171223193-00,신정승무사업소 침실 개선 및 타공사에 따른 정보통신공사,서울교통공사,서울,181039830,179883050,+3% ~ -3%,0,87.745,996,기,-0.63897
25,20171223092-00,5호선 마곡역 출입구 설치관련 통신지장물 이설공사,서울교통공사,서울,218532270,219072100,+3% ~ -3%,0,87.745,980,기,0.24702
26,20171208534-00,경춘선 상봉역 등 2개소 고승강장 접이식 안전발판 설치공사,한국철도공사,전국/서울,1010000000,981619000,0% ~ -4%,0,86.745,744,기/의무/특허,-2.81000
27,20171221405-00,이대부속중학교 방송통신시설공사 소액수의견적 제출 안내 공고,서울특별시서부교육청,서울,30712000,31127300,+3% ~ -3%,0,87.745,882,기,1.35224
28,20171225235-00,가양4단지 개별 경비실 환원 정보통신공사 (긴급공고),서울주택도시공사,서울,52929000,52901275,+3% ~ -3%,0,87.745,930,기,-0.05239
29,20171225864-00,서울광진학교 학급증설 및 승강 설치 통신공사,서울특별시교육청,서울,11756000,11849650,+3% ~ -3%,0,87.745,658,기,0.79661
30,20171221257-00,배재중학교 강당 음향시스템개선공사 관급자재 구입 및 설치 입찰 공고(긴급),서울특별시강동교육청,서울,141815610,141755400,+3% ~ -3%,0,-,35,물품/기,-0.04246
31,20171227495-00,광진서 구의2치안센터 신축 통신공사,경찰청,서울,25817000,25807875,+2% ~ -2%,0,87.745,813,,-0.03535
32,20171221714-00,도시농업 파믹스센터 신축 통신공사,서울특별시,서울,30281000,30439250,+3% ~ -3%,0,87.745,915,,0.52260
33,20171223384-00,덕수고 외 1교(중마초) 장애인편의시설 설치 통신공사,서울특별시교육청,서울,10118000,10143550,+3% ~ -3%,0,87.745,530,기,0.25252
34,20171218732-00,2018년 박물관 전시영상장비 및 멀티미디어장비 유지보수 용역,서울특별시/서울특별시,서울,217057000,216169825,+3% ~ -3%,0,87.745,19,기,-0.40873
35,20171203381-00,경부선 신길역 및 과천선 과천역 고승강장 접이식 안전발판설치공사,한국철도공사,전국/서울/경기,1280000000,1252131200,0% ~ -4%,0,86.745,1153,기/의무/특허,-2.17725
36,20171220112-00,"서울평화초 외 2교(문정중,풍남중)장애인편의시설 설치 통신공사",서울특별시교육청,서울,21252000,21117250,+3% ~ -3%,0,87.745,817,,-0.63406
37,20171224001-00,2018년 성남문화재단 전산장비 통합유지관리 용역 (긴급공고),재단법인,서울/경기,64572000,64331200,+3% ~ -3%,0,87.745,34,,-0.37292
38,20171223680-00,서울신화초 체육관증축 통신공사,서울특별시교육청,서울,62701000,62394250,+3% ~ -3%,0,87.745,1047,기,-0.48923
39,20171222670-00,광명스피돔 및 동대문지점 CCTV설비 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,295180900,294851825,+2% ~ -2%,0,87.745,1719,,-0.11149
40,20171222042-00,산본지점 리모델링 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,156751980,157210550,+2% ~ -2%,0,87.745,2029,,0.29254
41,2017-19666,00지역 시설개선 통신공사,국방부근무지원단,서울,216940000,216424441,+3% ~ -3%,0,87.745,784,,-0.23766
42,20171214147-00,2018년 터널 및 지하차도 CCTV시스템 유지관리용역,서울특별시,서울,36190000,36640975,+3% ~ -3%,0,88,227,기,1.24613
43,20171220775-00,신촌 청년문화전진지 신축공사(통신),서울특별시,서울,67980000,68165275,+3% ~ -3%,0,87.745,1047,기,0.27254
44,20171223563-00,인헌중 급식실 및 학생식당 증축에 따른 통신공사,서울특별시교육청,서울,26754000,26696075,+3% ~ -3%,0,87.745,855,기,-0.21651
45,20171216248-00,방범CCTV신설 및 영상저장장치 증설 사업,서울특별시,서울,173681000,175803875,+3% ~ -3%,0,87.995,99,물품/기,1.22228
46,20171215425-00,민원안내 콜센터 정보통신시스템 유지보수 용역,경기도,서울/인천/경기,81959800,81443725,+3% ~ -3%,0,87.745,19,기,-0.62967
47,20171214887-00,7호선 반포역 시민안전체험관 구축 통신공사,서울교통공사,서울,20292400,20209050,+3% ~ -3%,0,87.745,782,기,-0.41075
48,20171213981-00,중랑구청 지진가속도계측기 구매설치,서울특별시,서울,128817000,128119500,+3% ~ -3%,0,84.245,52,물품/기,-0.54147
49,20171210292-00,서울 항동초등학교 신축 정보통신공사,서울주택도시공사,전국/서울,649046000,645688825,+3% ~ -3%,0,86.745,1067,기/의무,-0.51725
50,20171221304-00,수도여고 바닥개선 통신공사,서울특별시교육청,서울,32582000,32373950,+3% ~ -3%,0,87.745,857,,-0.63855
51,20171218788-00,2018년 공영주차장 주차관제 및 CCTV시스템 유지보수(연간단가),서울특별시,서울,32450000,32257950,+3% ~ -3%,0,88,27,기,-0.59184
52,20171218664-00,2018년 대기환경정보전광판 유지보수용역,서울특별시,서울/경기,35700000,35784925,+3% ~ -3%,0,88,17,,0.23788
53,20171213843-00,2018년 통합도서관리시스템 유지보수 용역,경기도,서울/경기,49159000,48891125,+3% ~ -3%,0,88,11,기,-0.54492
54,20171213670-00,상도1동복합건물 신축 정보통신공사,서울특별시,서울,49478000,48944800,+3% ~ -3%,0,87.745,972,,-1.07766
55,20171214888-00,2018년 광대역자가통신망 유지보수,경기도,서울/경기,26909000,26930425,+3% ~ -3%,0,88,17,기,0.07962
56,2017-19168,공릉동아파트 리모델링 통신공사,국군의무사령부,서울,3893611,3918573,+3% ~ -3%,0,87.745,163,,0.64110
57,20171213659-00,상도4동 주민공동이용시설 신축 정보통신공사,서울특별시,서울,40975000,40685950,+3% ~ -3%,0,87.745,965,,-0.70544
58,20171213653-00,소규모 어르신복지관 신축 정보통신 공사,서울특별시,서울,48400000,48477600,+3% ~ -3%,0,87.745,972,,0.16033
59,20171212050-00,송파서 문정지구대 신축 통신공사,경찰청,서울,33396000,33323500,+2% ~ -2%,0,87.745,858,,-0.21710
60,20171210468-00,반포역 시민안전체험관 구축 전산네트워크(LAN) 공사,서울교통공사,서울,3361050,3398775,+3% ~ -3%,0,87.745,235,기,1.12241
61,20171209836-00,서울풍성초 급식실 증축 통신공사,서울특별시교육청,서울,22143000,22141225,+3% ~ -3%,0,87.745,830,,-0.00802
62,20171212544-00,2018년도 발매통신장비 유지보수용역 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,97862800,98033150,+2% ~ -2%,0,87.995,14,기,0.17407
63,20171211885-00,서울길동초 외 1교(송파초) 장애인편의시설 설치 통신공사,서울특별시교육청,서울,12176000,12168100,+3% ~ -3%,0,87.745,693,,-0.06489
64,20171208444-00,서대문50플러스센터 및 신지식산업센터 리모델링 공사(정보통신공사),서울특별시,서울,198188000,197465150,+3% ~ -3%,0,87.745,998,,-0.36473
65,20171207391-00,구로역외 1개역 승장장안전문 통신설비 신설타공사,한국철도공사,서울,566076000,555872525,+0% ~ -4%,0,86.745,910,기,-1.80250
66,20171206880-00,영상음향시스템 유지관리 용역,서울특별시,서울,210978000,208928925,+3% ~ -3%,0,87.745,89,기,-0.97123
67,20171123659-00,서울세관 및 별관 망분리 통신공사,서울지방조달청/관세청,서울,232688000,233702575,+2% ~ -2%,0,87.745,945,기/협정,0.43602
68,20171119010-00,통일문화센터 시설공사(통신),서울지방조달청/통일부,서울,483679000,486029750,+2% ~ -2%,0,86.745,904,기/협정,0.48601
69,20171205605-00,지하철경찰대 지하철역사내 홍보용 DID 함체 구입 및 설치,경찰청,서울/경기,73847410,73483775,+2% ~ -2%,0,-,15,물품/기,-0.49242
70,20171206602-00,2018년 한강공원주차장 주차관리시스템 유지보수 용역,서울특별시,서울,160149000,158916300,+3% ~ -3%,0,87.745,33,,-0.76973
71,20171205983-00,2018년 터널 및 지하차도 CCTV시스템 유지관리 용역(연간단가),서울특별시,서울,28855640,28769550,+3% ~ -3%,0,88,118,,-0.29835
72,20171205948-00,2018년 터널 라디오 재방송설비 유지보수 용역(연간단가),서울특별시,서울,16869600,16937650,+3% ~ -3%,0,90,145,,0.40338
73,20171212340-00,중앙선 상봉역 동적호차표시 신설공사,한국철도공사,서울,31200000,30929800,+0% ~ -4%,0,87.745,816,기,-0.86603
74,20171212236-00,경인선 오류~온수역간 철도횡단 하수암거 설치에 따른 지장 통신선로 복구공사,한국철도공사,서울,24630000,24237100,+0% ~ -4%,0,87.745,801,기,-1.59521
75,20171206032-00,상수 외 1역 승강편의시설 설치 통신공사(32공구),서울교통공사,서울/경기,135152040,134502350,+3% ~ -3%,0,87.745,2057,,-0.48072
76,20171201516-00,경정장 CCTV시스템 고도화 정보통신공사,서울올림픽기념국민체육진흥공단,서울/경기,438179500,436094900,+2% ~ -2%,0,86.745,1938,,-0.47575
77,20171202060-00,동대문구 창업지원센터 리모델링 통신공사,서울특별시,서울,47135000,46438525,+3% ~ -3%,0,87.745,1023,기,-1.47762
78,20171208576-00,신대방2동 마을활력소 신축 통신공사,서울특별시,서울,9757000,9762875,+3% ~ -3%,0,87.745,453,,0.06021
79,20171207676-00,남촌놀이터 CCTV 공사,서울특별시,서울,14663000,14524275,+3% ~ -3%,0,87.745,732,기,-0.94609
80,20171202861-00,"유무선 인터컴 교체, 구매 설치",재단법인,서울/경기,59838900,60474125,+3% ~ -3%,0,87.745,53,물품,1.06155
81,20171206531-00,2018년 정보화시스템 유지보수용역 (긴급공고),서울특별시/서울특별시,서울,99760000,99333575,+3% ~ -3%,0,87.745,33,기,-0.42746
82,20171208277-00,서울신월초등학교 다목적강당 증축 통신공사,서울특별시교육청,서울,46464000,46493100,+3% ~ -3%,0,87.745,988,기,0.06262
83,20171204358-00,망우3동 주택가 공동주차장 통신공사 (긴급공고),서울특별시,서울,81350000,81570075,+3% ~ -3%,0,87.745,971,기,0.27052
84,20171202080-00,구립 응암3어린이집 신축 통신공사,서울특별시,서울,23760000,23385125,+3% ~ -3%,0,87.745,868,,-1.57776
85,20171200255-00,GKL 강남 2호점 직장 어린이집 설치공사(통신),그랜드코리아레저(주),서울,42464723,42554250,+2% ~ -2%,0,87.745,961,기,0.21082
86,20171207993-00,창동역 고가하부 문화예술공방 조성 통신공사 (긴급공고),서울특별시,서울,87993000,87714775,+3% ~ -3%,0,87.745,995,,-0.31619
87,20171206611-01,서서울예술교육센터 미디어랩 조성 음향영상장비 설치 공사 (정정공고),재단법인서울문화재단,서울/경기,77318000,77270475,+3% ~ -3%,0,87.745,213,기/정,-0.06147
88,20171129336-00,기록관리시스템 유지보수 용역,경기도,서울/경기,52027000,52361450,+3% ~ -3%,0,88,30,,0.64283
89,20171204259-00,상도1동 개방형 경로당 신축 통신공사,서울특별시,서울,15789000,15827450,+3% ~ -3%,0,87.745,718,,0.24352
90,20171200320-00,서대문구 종합보육시설 신축 공사(통신),서울특별시,서울,92499000,93363925,+3% ~ -3%,0,87.745,991,기,0.93506
91,20171204056-00,무학여고 외1교(용곡초) 장애인편의시설 설치 통신공사,서울특별시교육청,서울,12861000,13039950,+3% ~ -3%,0,87.745,699,기,1.39141
92,20171203643-00,용역(수의)견적 제출안내(2018년 시흥시 도서관 자동화장비 및 네트워크 통합유지보수용역),경기도,서울/인천/경기,47925800,47855650,+3% ~ -3%,0,88,21,기,-0.14638
93,20171203186-00,여성 및 아동청소년 복합복지시설 리모델링 통신공사,서울특별시,서울,81400000,81118200,+3% ~ -3%,0,87.745,1037,기,-0.34620
94,20171202014-01,온곡중학교 체육관 증축공사 관급자재(구내방송장치) 구매,서울특별시교육청,서울,41945000,41464750,+3% ~ -3%,0,88,48,물품/기/정,-1.14496
95,20171140787-00,5~8호선 대합실 자시계 철거 통신공사,서울교통공사,서울/경기,149457600,151096075,+3% ~ -3%,0,87.745,2052,기,1.09628
96,20171140393-00,구로전철변전소 외 4개소 외곽영상감시설비 보수 타공사,한국철도공사,서울/경기,304220000,296932450,+0% ~ -4%,0,87.745,1928,기,-2.39549
97,20171139454-00,올림픽문화센터 리모델링 통신공사,서울올림픽기념국민체육진흥공단,서울,423546200,423134325,+2% ~ -2%,0,86.745,920,,-0.09725
98,44319,00부대 00연구소 AV설비 설치납품,제1363부대,서울,45794000,45584438,+3% ~ -3%,0,88,29,물품,-0.45762
99,20171201708-00,2018년 운행제한 단속시스템 유지보수 용역,서울특별시,서울,126681000,126517325,+3% ~ -3%,0,87.745,35,협정,-0.12921
100,20171200167-00,TV 중계방송시스템 유지관리 용역,서울특별시,서울,45843600,46178975,+3% ~ -3%,0,88,26,기,0.73156
101,20171139284-00,신내승무사업소 근무환경 개선 통신공사,서울교통공사,서울,28700360,28757975,+3% ~ -3%,0,87.745,828,기,0.20074
102,20171139257-00,신내승무사업소 근무환경개선 네트워크(LAN)공사,서울교통공사,서울,15759590,15964850,+3% ~ -3%,0,87.745,709,기,1.30244
103,20171138685-00,수인선 안산~인천간 외 2개소 선형망 재구축 및 통신설비 재배치공사,한국철도공사,서울/경기,307850000,301380575,+0% ~ -4%,0,87.745,1954,기,-2.10149
104,20171138655-00,무선터널중계장치 신설에 따른 통신설비 개량공사,한국철도공사,서울,135744000,132302925,0% ~ -4%,0,87.745,954,기,-2.53498
105,20171138290-00,서울남부출입국관리사무소 신축 통신공사,서울지방조달청/법무부,전국/서울,930394000,934508725,+2% ~ -2%,0,86.745,1047,기/의무,0.44225
106,20171138036-00,17년 팁스타운 BI 공간조성공사(통신),서울지방조달청/사단법인,서울,113046000,112951375,+2% ~ -2%,0,87.745,943,기/협정,-0.08371
107,20171141326-00,헌책 보물섬 조성사업 리모델링 공사(통신) (긴급공고),서울특별시,서울,295635000,293108850,+3% ~ -3%,0,87.745,1008,기,-0.85449
108,20171136563-00,2018년 한강교량 CCTV 영상감시출동시스템 유지관리 용역,서울특별시,서울,226019000,225361900,+3% ~ -3%,0,86.745,35,기,-0.29073
109,20171200857-00,금정역등 10개역 차장측 영상감시모니터 통신설비 신설타공사,한국철도공사,서울/인천/경기,38123000,37231725,+0% ~ -4%,0,87.745,2081,기,-2.33790
110,20171200533-00,영등포통신실 광다중화장치 재배치공사,한국철도공사,서울,84012000,82283275,+0% ~ -4%,0,87.745,985,기,-2.05772
111,20171140489-00,경부선 금천구청역 외 3역 영상감시설비 신설공사,한국철도공사,서울/인천,41428000,40385725,+0% ~ -4%,0,87.745,1161,기,-2.51588
112,20171140054-00,강남구 정신건강복지센터 자가정보통신망 신설 공사,서울특별시,서울,17941000,17684125,+3% ~ -3%,0,87.745,347,,-1.43178
113,20171137551-00,서울대학교 행정대학원 강의실 영상회의시스템 구축 및 환경개선 공사,서울대학교,서울,114054000,114808525,+2% ~ -2%,0,87.745,128,,0.66155
114,20171133940-00,2018년도 남북회담본부 정보통신장비 유지보수,통일부,서울,24545454,24753700,+2% ~ -2%,0,87.995,13,기,0.84840
115,20171138288-00,금천구 다목적 문화체육센터 건립 정보통신공사(긴급) (긴급공고),서울특별시,서울,467500000,469422650,+3% ~ -3%,0,86.745,968,,0.41126
116,20171136538-00,서울대학교 자연과학관1(18동) 4층 환경개선 통신공사 (긴급공고),서울대학교,서울,95727000,95161050,+2% ~ -2%,0,87.745,959,기,-0.59122
117,20171136392-00,장애인거주시설 라파엘의집 능보강공사(통신),서울특별시,서울/경기,41910000,41827100,+3% ~ -3%,0,87.745,2073,기,-0.19781
118,20171135606-00,한양도성 통합관제망 구축(3차) 정보통신공사,서울특별시,서울,87182700,87211725,+3% ~ -3%,0,87.745,992,기,0.03329
119,20171139576-00,2018년 용산구 홍보용 전광판 유지관리 용역,서울특별시,서울,23632000,23379000,+3% ~ -3%,0,88,77,,-1.07059
120,20171138709-00,총신대입구역 승강편의시설(2-13공구)정보통신공사,서울교통공사,서울,47479560,47611850,+3% ~ -3%,0,87.745,949,기,0.27862
121,20171137171-00,청량리건축팀 처소 신축에 따른 통신설비 신설공사,한국철도공사,서울,41818000,41160275,+0% ~ -4%,0,87.745,963,기,-1.57283
122,20171134096-00,C연구센터 신축 통신공사,국방과학연구소,서울,574300000,572585775,+2% ~ -2%,0,86.745,910,기,-0.29849
123,20171132710-00,2018년 서울시 서소문청사 통신시스템 유지관리 용역,서울특별시,서울,171338000,172092350,+3% ~ -3%,0,87.745,61,기/협정,0.44027
124,2017-01-000167-00,경의선 성산천교외 2개소 통신설비 개량 기타공사,국가철도공단,서울/경기,652386000,659138308,+2.5% ~ -2.5%,0,86.335,1149,협정,1.03501
125,20171123453-00,경원선 회기 등 12개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기,1250000000,1220446875,0% ~ -4%,0,86.745,1734,기/의무,-2.36425
126,20171138919-00,민방위경보사이렌 이전 설치 공사(긴급),서울특별시,서울,9270000,9269125,+3% ~ -3%,0,87.745,366,,-0.00944
127,20171133823-00,난향동 국공립어린이집 신축공사(통신) (긴급공고),서울특별시,서울,36382000,36326300,+3% ~ -3%,0,87.745,974,,-0.15310
128,20171123425-00,중앙선 상봉 등 14개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기,1155000000,1136375625,0% ~ -4%,0,86.745,1724,기/의무,-1.61250
129,20171131744-00,구청사 면진테이블 구매설치,서울특별시,서울,132528000,132894150,+3% ~ -3%,0,84.245,45,물품/기,0.27628
130,20171135653-00,"2018년 서울안전통합센터 충무시설 영상,음향시스템 유지관리용역",서울특별시,서울,32644560,32575400,+3% ~ -3%,0,88,75,기,-0.21186
131,20171135744-00,온곡초 급식실 및 식당증축 통신공사,서울특별시교육청,서울,28360000,28605950,+3% ~ -3%,0,87.745,892,기,0.86724
132,20171135729-00,상월초 체육관 증축 통신공사,서울특별시교육청,서울,63829000,63616650,+3% ~ -3%,0,87.745,1035,기,-0.33269
133,20171134776-00,중곡문화체육센터 고화질 영상처리(CCTV) 교체설치,서울특별시,서울,36432000,36580950,+3% ~ -3%,0,87.745,913,기,0.40884
134,20171134763-00,경부선 신도림역 회의실 신설에 따른 통신설비 신설 타공사,한국철도공사,서울,37290000,36538675,+0% ~ -4%,0,87.745,931,기,-2.01482
135,20171132256-01,한국환경산업기술원 연수동 리모델링 공사(보통신) (긴급공고) (공고),한국환경산업기술원,서울,411840000,411148175,+2% ~ -2%,0,86.745,736,정,-0.16799
136,20171130901-00,대강당 음향 · 영상장비 납품 및 설치,국민건강보험공단,서울/인천/경기,120000000,119316000,+2% ~ -2%,0,87.995,133,물품,-0.57000
137,20171111315-00,상봉2동 복합청사 신축공사 (통신),서울지방조달청/서울특별시,서울,307859000,307179450,+3% ~ -3%,0,87.745,960,기/협정,-0.22074
138,20171129649-00,2018년 행정정보통신망 설치공사(연간단가),서울특별시,서울,82800000,82203450,+3% ~ -3%,0,87.745,923,기,-0.72048
139,20171117063-00,위례신도시(3공구) 스마트시티 정보통신공사,서울주택도시공사,전국/서울,4683514000,4692319050,+3% ~ -3%,0,86.745,674,의무,0.18800
140,20171130102-00,구립 국회단지경로당 재건축 공사(통신) (긴급공고),서울특별시,서울,10780000,10621300,+3% ~ -3%,0,87.745,546,,-1.47218
141,20171127997-00,재난 및 통합방위 종합상황실 구축장비 구매 설치,서울특별시,서울,401324000,397457300,+3% ~ -3%,0,80.495,62,물품,-0.96349
142,20171126913-00,2018년 은평병원 정보통신 장비 및 회선 유지보수 용역,서울특별시/서울특별시,서울,95278000,94814250,+3% ~ -3%,0,87.745,51,기,-0.48674
143,20171115014-00,경춘선 가평 등 19개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기/강원,1208000000,1187769050,0% ~ -4%,0,86.745,1931,기/의무,-1.67475
144,20171131864-00,선형의 숲 2단계 구간 통신공사 (긴급공고),서울특별시,서울,78927200,79345975,+3% ~ -3%,0,87.745,979,,0.53058
145,20171130896-00,어린이보호구역 과속경보표지판 설치공사 (긴급공고),서울특별시,서울,196577000,197803700,+3% ~ -3%,0,87.745,916,,0.62403
146,20171130866-00,2017년 서울과학수사연구소 감정연구시설 증축 통신공사,서울지방조달청/행정자치부,서울,25853000,25744400,+2% ~ -2%,0,87.745,70,기/협정/여성,-0.42007
147,20171127469-00,구로차량지 영상감시설비 신설 타공사,한국철도공사,서울,234020000,229097425,+0% ~ -4%,0,87.745,950,기,-2.10349
148,20171121242-00,국립민속박물관 내진보강 공사(통신),서울지방조달청/문화체육관광부,서울,71392000,71172525,+2% ~ -2%,0,87.745,1023,기/협정,-0.30743
149,20171114886-00,분당선 죽전역 등 27개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기,1576000000,1543116800,0% ~ -4%,0,86.745,1687,기/의무,-2.08650
150,42165,18년 과학화경계시스템(CCTV) 외주정비 용역,제1596부대,서울/경기,126000000,123676177,0.0% ~ -3.0%,0,87.745,29,,-1.84431
151,20171124948-00,2017년 CCTV 시스템 교체 및 증설 공사,서울특별시,서울,139150000,140913800,+3% ~ -3%,0,87.745,999,,1.26755
152,20171125355-00,가족통합지원센터 신축 통신공사,서울특별시,서울,42702000,43123625,+3% ~ -3%,0,87.745,1012,,0.98736
153,20171131375-00,경강선 및 동해남부선 승차권자동발매 이설타공사,한국철도공사,서울/대전/인천/대구/경기/강원/충남/경북/경남,41767000,40600925,+0% ~ -4%,0,87.745,2518,기,-2.79186
154,20171130336-00,방학중 마을결합형 복합시설구축 통신공사,서울특별시교육청,서울,175151000,175756200,+3% ~ -3%,0,87.745,998,기,0.34553
155,20171126071-00,공항고등학교 이전신축 통신 공사,서울특별시교육청,전국/서울,756772000,758819125,+3% ~ -3%,0,86.745,1090,기/의무,0.27050
156,20171125796-00,"2018년 불법 주,정차 고정형 무인단속 CCTV 유지보수 용역",서울특별시,서울/경기,110143000,111569375,+3% ~ -3%,0,87.745,125,기,1.29502
157,20171125243-00,관급자재(신내초 다목적강당 및 급식실 방송장치),서울특별시교육청,서울,55684200,55249900,+3% ~ -3%,0,87.995,49,물품,-0.77994
158,20171125001-00,2018년 시도교육청 영상회의 시스템 유지관리,서울특별시교육청,서울,92004000,92667625,+3% ~ -3%,0,87.745,33,,0.72130
159,20171123502-01,분당차량기지 등 5개소 영상감시설비 개량공사 (정정공고),한국철도공사,전국/서울/경기,827400000,814194750,0% ~ -4%,0,86.745,2033,기/정/의무,-1.59600
160,20171114095-00,국립극장 식당이전 및 임시사무실 조성 정보통신공사,서울지방조달청/문화체육관광부,서울,292815000,293685450,+2% ~ -2%,0,87.745,954,기/협정,0.29726
161,2017-10592,경인선 이관구간 ITS시설물 설치 및 철거,한국도로공사,서울/인천/경기,149910000,150389713,+3% ~ -3%,0,87.745,1698,,0.32000
162,20171121123-00,오류중 체육관 및 급식시설 증축 통신공사 (긴급공고),서울특별시교육청,서울,90004000,89597875,+3% ~ -3%,0,87.745,954,,-0.45123
163,20171125719-00,ONE-STOP 네트워크 연계를 위한 재실현황 통합관리시스템 구축계획 (긴급공고),서울특별시,서울/경기,43100000,42780575,+3% ~ -3%,0,88,41,기,-0.74113
164,20171114110-00,마곡중앙공원 수처리시설 계장제어장치 구매설치,서울주택도시공사,서울,202554000,201529125,+3% ~ -3%,0,87.995,26,물품,-0.50598
165,20171121221-00,2017년 신길 등 5역 전산네트워크(LAN) 신설공사,서울교통공사,서울,18885900,18863475,+3% ~ -3%,0,87.745,696,기,-0.11874
166,20171120835-00,서울시 서소문청사 무선마이크 시스템 구매설치,서울특별시,서울,62865000,62966998.48,+3% ~ -3%,0,87.995,109,물품/기,0.16225
167,20171125031-00,잠실나루역 여직원 침실 조성 정보통신공사,서울교통공사,서울,3433800,3458525,+3% ~ -3%,0,87.745,290,,0.72004
168,20171122189-00,응봉동 공영주차장 증축 통신공사 (긴급공고),서울특별시,서울,114367000,113856975,+3% ~ -3%,0,87.745,1005,기,-0.44596
169,20171118118-00,시민생활사 박물관 리모델링(증축) 통신공사,서울특별시/서울특별시,서울,507584000,508512950,+3% ~ -3%,0,86.745,949,기,0.18301
